"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_tecnologia","Satisfaccion_trabajo","Satisfaccion_salud"
"313",7247838,4,69.69,40,31,100,71
"314",7247842,3,86.35,40,31,100,71
"315",7247843,3,72.72,32,64,100,71
"316",7247844,3,72.72,48,36,100,75
"317",7247844,4,72.72,40,31,100,69
"318",7247846,3,63.63,40,31,100,67
"319",7247852,3,66.66,40,31,100,71
"320",7247856,4,69.69,32,34,100,71
"321",7247858,4,66.66,28,32,100,71
"322",7247859,6,66.66,32,26,100,72
"323",7247862,3,72.72,32,32,100,67
"324",7247862,4,72.72,40,31,100,71
"325",7247864,6,72.72,40,31,100,71
"326",7247866,3,72.72,48,28,100,71
"327",7247866,4,72.72,48,36,100,71
"328",7247866,7,72.72,40,31,100,71
"329",7247870,3,66.66,32,3,100,66
"330",7247872,2,57.57,56,44,100,62
"331",7247873,4,78.78,32,0,100,71
"332",7247874,2,69.69,32,23,100,67
"333",7247874,3,69.69,40,31,100,71
"334",7247877,3,78.78,40,31,100,72
"335",7247877,4,78.78,40,31,100,75
"336",7247883,3,75.75,32,5,100,71
"337",7247883,5,75.75,32,32,100,64.5
"338",7247886,3,78.78,48,28,100,69
"339",7247887,5,60.6,48,30,100,71
"340",7247890,3,63.63,40,31,100,65.5
"341",7247893,6,81.81,32,28,100,71
"342",7247893,7,81.81,40,31,100,73
"343",7247893,8,81.81,40,31,100,71
"344",7247898,5,66.66,40,31,100,68.5
"345",7247900,5,51.51,40,30,100,67
"346",7247901,5,66.66,20,34,100,71
"347",7247901,6,66.66,56,33,100,75
"348",7247904,3,42.42,56,1,100,71
"349",7247904,4,42.42,40,31,100,75
"350",7247905,4,48.48,56,72,100,71
"351",7247907,3,75.75,56,68,100,73
"352",7247908,3,72.72,56,28,100,67
"353",7247917,4,45.45,48,1,100,71
"354",7247918,3,45.45,12,23,100,75
"355",7247919,6,45.45,64,1,100,72
"356",7247920,3,51.51,40,31,100,67
"357",7247920,4,51.51,40,31,100,60.5
"358",7247921,4,54.54,48,30,100,65
"359",7247921,5,54.54,40,31,100,72
"360",7247925,5,54.54,48,28,100,75
"361",7247931,3,54.54,48,28,100,71
"362",7247931,4,54.54,40,31,100,67
"363",7247933,3,54.54,32,22,60,71
"364",7247936,4,48.48,32,54,60,67
"365",7247936,5,48.48,32,0,60,67
"366",7247936,6,48.48,40,31,100,75
"367",7247937,6,54.54,40,31,100,69
"368",7247938,3,54.54,32,28,100,64.5
"369",7247942,3,54.54,26,25,100,68.5
"370",7247942,4,54.54,40,31,100,62
"371",7247942,5,54.54,40,31,100,69
"372",7247943,2,48.48,64,27,100,71
"373",7247945,2,69.69,40,31,100,77
"374",7247947,4,54.54,40,31,100,71
"375",7247949,3,48.48,40,31,100,71
"376",7247951,3,48.48,24,3,100,67
"377",7247951,4,48.48,64,3,100,67
"378",7247953,3,48.48,56,1,100,71
"379",7247953,4,48.48,64,3,100,71
"380",7247955,5,39.39,64,22,70,63
"381",7247955,6,39.39,40,31,100,69
"382",7247959,3,81.81,48,52,100,57.5
"383",7247960,3,75.75,40,31,100,69
"384",7247961,2,72.72,24,30,100,71
"385",7247967,3,51.51,32,32,100,69
"386",7247967,4,51.51,40,31,100,67
"387",7247970,3,69.69,48,1,100,64
"388",7247970,4,69.69,48,32,100,71
"389",7247971,3,66.66,40,10,25,72.5
"390",7247974,2,63.63,48,39,100,67
"391",7247975,3,57.57,40,31,100,69
"392",7247978,3,72.72,48,30,100,74
"393",7247978,4,72.72,40,31,100,71
"394",7247979,3,63.63,32,0,100,71
"395",7247981,4,72.72,48,0,100,71
"396",7247981,5,72.72,48,1,100,75
"397",7247983,3,57.57,40,31,100,70
"398",7247986,4,78.78,48,31,100,69
"399",7247992,4,69.69,48,30,100,69.5
"400",7247995,3,72.72,48,31,100,71
"401",7247995,4,72.72,40,31,100,67
"402",7247997,2,60.6,48,3,100,69
"403",7247997,3,60.6,48,30,100,75
"404",7247998,2,72.72,48,4,100,71
"405",7248001,4,72.72,48,23,100,71
"406",7248001,5,72.72,40,31,100,71
"407",7248006,3,63.63,40,31,100,69
"408",7248008,3,72.72,32,30,100,71
"409",7248010,3,81.81,48,70,100,64
"410",7248010,4,81.81,48,60,100,66
"411",7248010,5,81.81,32,36,100,69
"412",7248011,5,78.78,40,31,100,71
"413",7248011,7,78.78,48,30,100,72
"414",7248012,3,63.63,14,62,100,71
"415",7248012,4,63.63,40,31,100,71
"416",7248013,2,78.78,32,68,100,67
"417",7248014,3,81.81,40,31,100,71
"418",7248018,3,78.78,48,25,100,67
"419",7248018,4,78.78,40,31,100,71
"420",7248021,2,45.45,48,0,100,67
"421",7248021,3,45.45,40,31,100,71
"422",7248026,4,51.51,48,35,100,71
"423",7248027,3,48.48,40,3,100,71
"424",7248030,2,45.45,40,31,100,70
"425",7248030,3,45.45,40,31,100,68
"426",7248032,3,57.57,48,51,70,75
"427",7248038,5,63.63,48,3,100,71
"428",7248043,3,72.72,40,16,100,71
"429",7248044,3,78.78,48,26,70,71
"430",7248046,4,87.87,48,27,100,71
"431",7248049,2,90.9,48,56,100,71
"432",7248050,4,87.87,14,3,100,71
"433",7248055,4,87.87,40,3,100,72
"434",7248064,6,81.81,56,40,100,63
"435",7248064,7,81.81,56,1,100,72
"436",7248065,3,77.26,64,0,100,69
"437",7248065,4,77.26,48,0,100,71
"438",7248067,3,74.23,40,31,100,71
"439",7248069,5,75.75,40,31,100,64
"440",7248071,4,84.84,48,3,100,72
"441",7248071,5,84.84,40,31,100,65
"442",7248071,6,84.84,40,31,100,71
"443",7248072,3,87.87,40,23,100,67
"444",7248072,4,87.87,48,0,100,66
"445",7248075,4,69.69,48,0,100,67
"446",7248077,4,72.72,48,3,100,67
"447",7248086,5,84.84,40,23,100,67
"448",7248087,3,87.87,48,3,100,67
"449",7248087,4,87.87,48,23,100,54
"450",7248088,6,84.84,48,23,100,75
"451",7248090,6,78.78,40,31,100,75
"452",7248090,8,78.78,48,1,60,71
"453",7248095,2,63.63,48,27,100,71
"454",7248095,3,63.63,40,31,100,67
"455",7248096,3,87.87,48,1,100,69
"456",7248096,4,87.87,40,31,100,75
"457",7248105,3,75.75,48,1,100,66.5
"458",7248107,3,72.72,48,1,100,74
"459",7248107,4,72.72,48,1,100,67
"460",7248120,3,69.69,48,1,100,72
"461",7248120,4,69.69,64,26,100,72
"462",7248122,3,75.75,40,31,100,75
"463",7248124,2,81.81,48,0,100,71
"464",7248124,2,81.81,48,58,100,68
"465",7248124,3,81.81,40,31,100,67
"466",7248127,5,81.81,14,23,100,67
"467",7248127,6,81.81,64,1,100,66
"468",7248128,3,90.9,40,29,100,71
"469",7248141,2,72.72,40,29,100,65.5
"470",7248146,3,84.84,48,4,100,75
"471",7248148,3,81.81,32,23,100,62
"472",7248151,4,69.69,24,28,100,67
"473",7248153,3,69.69,48,3,60,66.5
"474",7248153,4,69.69,56,3,100,65
"475",7248158,5,54.54,40,31,100,75
"476",7248159,4,63.63,48,23,100,71
"477",7248159,5,63.63,48,16,100,75
"478",7248172,3,72.72,64,0,100,71
"479",7248175,4,90.9,48,3,100,75
"480",7248178,3,75.75,40,31,100,68
"481",7248179,3,90.9,64,23,100,69
"482",7248180,3,75.75,24,23,100,67
"483",7248196,2,81.81,48,36,100,71
"484",7248196,3,81.81,40,24,100,67
"485",7248197,4,72.72,48,30,100,71
"486",7248199,3,75.75,32,29,100,67
"487",7248206,5,81.81,64,30,100,71
"488",7248209,5,90.9,18,36,70,66.5
"489",7248215,3,75.75,40,31,100,71
"490",7248219,4,57.57,64,30,60,67
"491",7248219,5,57.57,40,31,100,71
"492",7248233,3,72.72,40,31,100,71
"493",7248235,2,84.84,56,0,100,67
"494",7248235,3,84.84,40,31,100,75
"495",7248239,4,87.87,40,31,100,71
"496",7248240,3,78.78,48,0,100,60
"497",7248240,4,78.78,40,3,70,67
"498",7248242,3,72.72,48,54,100,71
"499",7248242,4,72.72,48,36,100,58
"500",7248243,5,72.72,48,22,100,71
"501",7248245,4,81.81,48,52,100,75
"502",7248245,5,81.81,40,31,100,69
"503",7248247,3,87.87,48,28,100,71
"504",7248247,4,87.87,40,26,100,41
"505",7248257,3,48.48,48,23,100,69
"506",7248257,4,48.48,40,31,100,71
"507",7248258,3,57.57,48,70,100,71
"508",7248267,3,81.81,56,24,100,67
"509",7248271,3,81.81,40,31,100,60
"510",7248271,4,81.81,40,31,100,71
"511",7248275,3,81.81,48,0,100,67
"512",7248275,4,81.81,40,31,100,73
"513",7248278,3,90.9,48,23,100,75
"514",7248278,4,90.9,40,31,100,71
"515",7248280,4,66.66,26,30,100,67
"516",7248281,3,81.81,48,30,100,73
"517",7248290,6,78.78,32,24,100,66
"518",7248294,4,69.69,32,0,100,71
"519",7248294,5,69.69,48,52,100,71
"520",7248305,3,72.72,64,26,100,64.5
"521",7248306,3,81.81,40,24,100,72
"522",7248311,3,75.75,40,31,100,71
"523",7248316,4,90.9,64,34,100,71
"524",7248316,5,90.9,40,31,100,71
"525",7248316,7,90.9,48,1,100,71
"526",7248318,4,84.84,48,30,100,71
"527",7248320,4,81.81,48,30,100,68
"528",7248323,5,87.87,40,31,100,67.5
"529",7248323,6,87.87,48,27,100,71
"530",7248328,3,81.81,40,74,100,71
"531",7248330,4,87.87,48,23,100,71
"532",7248330,5,87.87,24,23,100,71
"533",7248335,3,87.87,48,0,70,71
"534",7248336,2,87.87,48,69,100,69
"535",7248336,3,87.87,40,31,100,71
"536",7248337,3,90.9,40,31,100,68
"537",7248339,2,90.9,40,31,100,72
"538",7248340,4,90.9,48,56,100,68
"539",7248340,6,90.9,40,31,100,67
"540",7248340,7,90.9,40,31,100,64
"541",7248340,8,90.9,48,30,100,62.5
"542",7248341,4,84.84,32,30,100,71
"543",7248342,3,84.84,48,52,70,71
"544",7248342,6,84.84,40,31,100,71
"545",7248355,3,63.63,48,60,70,66
"546",7248359,4,72.72,40,25,100,67
"547",7248372,3,75.75,48,67,100,71
"548",7248372,4,75.75,48,34,100,71
"549",7248375,5,60.6,48,28,100,62.5
"550",7248376,3,72.72,48,28,70,71
"551",7248377,5,66.66,48,60,100,75
"552",7248387,3,54.54,48,61,100,71
"553",7248389,4,54.54,40,31,100,71
"554",7248389,5,54.54,48,0,60,71
"555",7248390,3,42.42,40,31,100,71
"556",7248391,7,54.54,32,25,100,71
"557",7248391,8,54.54,32,21,100,67
"558",7248392,4,51.51,32,1,100,71
"559",7248393,7,45.45,40,31,100,65
"560",7248396,3,45.45,40,31,100,73
"561",7248397,4,42.42,40,31,100,71
"562",7248400,3,45.45,48,23,100,71
"563",7248400,4,45.45,40,31,100,71
"564",7248401,3,60.6,14,34,100,71
"565",7248403,3,45.45,40,31,100,71
"566",7248403,4,45.45,40,31,100,71
"567",7248407,5,87.87,48,26,100,71
"568",7248407,6,87.87,48,3,100,71
"569",7248410,3,90.9,40,31,100,66
"570",7248413,3,81.81,32,58,100,71
"571",7248417,3,81.81,32,58,100,67
"572",7248417,4,81.81,40,31,100,71
"573",7248421,4,78.78,48,27,60,71
"574",7248422,3,78.78,48,27,100,71
"575",7248422,4,78.78,40,31,100,71
"576",7248425,2,84.84,48,22,100,69
"577",7248425,3,84.84,48,30,100,64.5
"578",7248432,3,90.9,48,0,100,52
"579",7248432,4,90.9,26,39,70,75
"580",7248432,5,90.9,40,31,100,71
"581",7248435,2,81.81,48,25,100,75
"582",7248435,3,81.81,48,16,70,71
"583",7248439,3,81.81,40,31,100,65
"584",7248439,4,81.81,40,31,100,67
"585",7248446,5,75.75,48,33,100,67
"586",7248449,3,75.75,40,31,100,71
"587",7248453,4,78.78,48,26,100,75
"588",7248458,3,66.66,64,3,100,75
"589",7248458,4,66.66,40,31,100,68
"590",7248459,5,84.84,24,53,100,71
"591",7248460,4,78.78,40,31,100,67
"592",7248462,5,87.87,32,3,100,71
"593",7248462,6,87.87,48,16,100,71
"594",7248472,4,78.78,48,16,100,64
"595",7248477,3,78.78,40,27,100,75
"596",7248477,4,78.78,24,9,100,71
"597",7248477,5,78.78,40,31,100,71
"598",7248479,3,78.78,40,23,100,75
"599",7248479,4,78.78,32,1,100,64
"600",7248480,5,72.72,48,32,100,75
"601",7248481,3,75.75,48,1,100,72
"602",7248481,4,75.75,40,31,100,71
"603",7248482,2,72.72,40,31,100,71
"604",7248490,2,63.63,48,24,100,65
"605",7248495,3,81.81,48,1,70,69
"606",7248495,4,81.81,40,31,100,71
"607",7248500,4,81.81,32,16,100,71
"608",7248502,3,81.81,32,41,100,67
"609",7248507,3,90.9,32,64,100,67
"610",7248507,4,90.9,24,24,100,75
"611",7248511,3,90.9,32,0,100,71
"612",7248511,4,90.9,24,1,100,67
"613",7248512,4,81.81,48,38,100,67
"614",7248517,2,78.78,64,0,100,71
"615",7248517,3,78.78,40,31,100,71
"616",7248518,4,81.81,48,74,100,71
"617",7248518,5,81.81,40,31,100,71
"618",7248523,2,51.51,48,34,100,67
"619",7248542,6,51.51,40,24,100,71
"620",7248542,8,51.51,40,31,100,75
"621",7248543,6,51.51,40,30,100,71
"622",7248549,4,54.54,32,3,70,71
"623",7248555,2,81.81,48,23,100,68
"624",7248555,3,81.81,40,31,100,69
"625",7248562,3,54.54,48,1,100,71
"626",7248562,4,54.54,40,31,100,75
"627",7248571,3,69.69,24,1,100,71
"628",7248571,4,69.69,32,26,100,75
"629",7248573,3,54.54,40,31,100,68
"630",7248573,4,54.54,40,31,100,71
"631",7248576,3,60.6,48,0,100,65
"632",7248584,4,54.54,24,1,100,71
"633",7248589,2,54.54,48,28,70,75
"634",7248595,3,60.6,48,3,100,71
"635",7248595,4,60.6,40,31,100,71
"636",7248599,4,54.54,56,3,100,75
"637",7248605,3,60.6,56,58,70,71
"638",7248608,3,45.45,40,31,100,69
"639",7248611,3,60.6,56,3,100,71
"640",7248617,4,63.63,40,31,100,71
"641",7248626,3,60.6,48,16,100,75
"642",7248627,3,51.51,48,1,100,72
"643",7248627,4,51.51,32,23,100,75
"644",7248630,3,60.6,40,31,100,71
"645",7248631,2,54.54,40,31,100,68
"646",7248632,4,54.54,40,31,100,67
"647",7248632,6,54.54,40,31,100,68
"648",7248636,3,51.51,32,28,60,72
"649",7248636,4,51.51,48,3,100,75
"650",7248636,5,51.51,40,31,100,68.5
"651",7248638,3,54.54,32,3,100,64
"652",7248639,3,54.54,32,3,70,71
"653",7248639,4,54.54,48,3,100,71
"654",7248640,5,63.63,40,31,100,67
"655",7248644,3,54.54,40,31,100,71
"656",7248646,4,45.45,32,16,100,68
"657",7248653,3,45.45,32,30,100,62
"658",7248653,4,45.45,40,31,100,65
"659",7248659,4,45.45,14,0,100,71
"660",7248659,5,45.45,32,0,100,71
"661",7248662,3,45.45,32,0,100,72
"662",7248668,5,39.39,32,16,100,71
"663",7248672,5,42.42,32,3,100,71
"664",7248672,6,42.42,32,3,100,71
"665",7248677,4,45.45,32,3,100,69
"666",7248678,3,45.45,24,3,100,71
"667",7248690,3,54.54,26,3,100,67
"668",7248691,4,69.69,40,31,100,67
"669",7248694,3,36.36,40,31,100,75
"670",7248698,2,27.27,32,3,70,71
"671",7248700,3,60.6,32,3,70,67
"672",7248703,2,45.45,32,3,100,69
"673",7248709,3,63.63,32,3,100,68
"674",7248709,4,63.63,32,3,100,68
"675",7248714,5,57.57,40,31,100,69
"676",7248717,2,45.45,40,31,100,71
"677",7248721,3,54.54,32,16,100,68
"678",7248721,4,54.54,32,16,70,71
"679",7248721,5,54.54,32,1,100,68
"680",7248721,6,54.54,32,3,100,71
"681",7248721,7,54.54,40,31,100,67
"682",7248722,4,60.6,40,31,100,67
"683",7248728,2,45.45,24,1,100,71
"684",7248734,5,63.63,48,23,100,70
"685",7248745,3,54.54,32,3,100,71
"686",7248746,6,54.54,14,16,100,69
"687",7248751,2,63.63,48,16,100,75
"688",7248751,3,63.63,28,1,100,67
"689",7248752,4,51.51,40,31,100,71
"690",7248752,6,51.51,40,31,100,68
"691",7248753,4,57.57,48,24,100,67
"692",7248753,5,57.57,40,31,100,67
"693",7248754,3,48.48,48,1,100,66
"694",7248754,4,48.48,48,60,100,67
"695",7248755,3,51.51,32,36,100,69
"696",7248756,5,72.72,48,36,100,67
"697",7248757,4,66.66,32,30,100,68
"698",7248758,3,51.51,32,36,100,67
"699",7248762,5,39.39,40,31,100,62
"700",7248763,5,45.45,48,4,60,71
"701",7248765,6,48.48,48,32,100,75
"702",7248773,4,51.51,48,30,100,71
"703",7248775,5,45.45,32,60,100,76
"704",7248784,5,51.51,48,26,100,68
"705",7248787,3,51.51,48,3,100,67
"706",7248791,5,51.51,64,66,100,75
"707",7248792,4,45.45,48,0,100,71
"708",7248795,4,51.51,48,1,100,67
"709",7248795,6,51.51,40,31,100,71
"710",7248795,7,51.51,40,31,100,64
"711",7248806,2,69.69,48,31,100,71
"712",7248808,4,72.72,64,26,100,75
"713",7248811,4,81.81,26,1,100,71
"714",7248816,4,69.69,48,3,100,71
"715",7248819,3,63.63,48,23,100,73
"716",7248820,5,75.75,32,7,100,71
"717",7248822,2,87.87,24,27,100,65
"718",7248824,3,81.81,48,34,100,71
"719",7248828,3,90.9,40,31,100,71
"720",7248829,3,84.84,64,24,100,67
"721",7248831,3,75.75,28,3,100,67
"722",7248835,3,66.66,32,24,100,67
"723",7248835,4,66.66,40,31,100,71
"724",7248837,2,72.72,32,62,100,71
"725",7248838,2,69.69,48,31,100,69
"726",7248838,3,69.69,40,31,100,71
"727",7248838,4,69.69,40,31,100,67
"728",7248839,3,75.75,24,51,100,68.5
"729",7248839,4,75.75,40,31,100,68.5
"730",7248839,5,75.75,40,31,100,71
"731",7248840,3,72.72,28,30,100,71
"732",7248840,4,72.72,40,31,100,65
"733",7248844,3,78.78,28,24,100,71
"734",7248864,3,57.57,32,26,100,71
"735",7248869,3,60.6,48,1,100,73
"736",7248872,5,81.81,32,1,100,69
"737",7248876,3,63.63,48,64,100,71
"738",7248877,3,60.6,28,32,70,71
"739",7248877,4,60.6,28,27,100,67
"740",7248881,2,72.72,40,31,100,71
"741",7248883,5,45.45,56,30,70,75
"742",7248883,6,45.45,48,30,100,71
"743",7248887,2,90.9,28,54,60,71
"744",7248888,2,90.9,40,31,100,71
"745",7248888,5,90.9,40,31,100,75
"746",7248898,4,78.78,32,54,100,75
"747",7248900,4,87.87,40,31,100,67
"748",7248900,7,87.87,48,58,100,67
"749",7248901,4,72.72,40,31,100,71
"750",7248902,4,81.81,56,25,100,75
"751",7248906,2,87.87,48,55,100,71
"752",7248906,3,87.87,32,16,100,67
"753",7248908,5,99.99,32,16,100,72.5
"754",7248908,6,99.99,56,16,100,71
"755",7248911,2,93.93,32,16,100,71
"756",7248911,3,93.93,32,26,70,67
"757",7248915,3,66.66,48,3,100,71
"758",7248916,3,75.75,40,27,100,70
"759",7248917,6,72.72,40,31,100,67
"760",7248921,3,81.81,32,1,100,67
"761",7248921,4,81.81,40,31,100,69
"762",7248925,4,90.9,32,51,100,75
"763",7248927,3,83.32,32,36,70,75
"764",7248929,3,93.93,64,57,100,71
"765",7248932,3,78.78,20,1,100,71
"766",7248932,4,78.78,40,31,100,71
"767",7248934,3,81.81,64,3,100,71
"768",7248934,4,81.81,40,31,100,67
"769",7248938,3,72.72,64,1,100,71
"770",7248940,3,72.72,28,1,100,69
"771",7248940,4,72.72,40,31,100,69
"772",7248940,7,72.72,32,1,100,67
"773",7248940,8,72.72,40,31,100,71
"774",7248941,3,69.69,48,32,100,67
"775",7248941,4,69.69,40,31,100,71
"776",7248944,3,87.87,48,23,100,65.5
"777",7248946,4,81.81,12,38,100,71
"778",7248946,5,81.81,64,32,100,67
"779",7248948,3,81.81,40,0,100,71
"780",7248948,4,81.81,40,31,100,70
"781",7248950,2,72.72,48,30,100,71
"782",7248950,3,72.72,48,24,100,70
"783",7248952,5,81.81,48,30,100,71
"784",7248956,5,81.81,40,31,100,71
"785",7248957,3,90.9,48,30,100,67
"786",7248960,3,90.9,64,3,100,67
"787",7248965,3,81.81,64,1,100,71
"788",7248966,4,84.84,48,1,100,64
"789",7248977,3,66.66,48,29,70,71
"790",7248977,4,66.66,40,31,100,67
"791",7248981,3,75.75,40,31,100,64.5
"792",7248982,3,72.72,40,31,100,67
"793",7248983,3,75.75,64,32,100,66.5
"794",7248991,5,90.9,40,3,100,71
"795",7248991,6,90.9,64,3,100,71
"796",7248997,3,81.81,48,3,100,71
"797",7249009,2,81.81,40,31,100,71
"798",7249016,6,90.9,48,0,100,71
"799",7249021,3,84.84,48,3,100,71
"800",7249021,4,84.84,48,24,100,71
"801",7249036,3,81.81,28,24,100,75
"802",7249037,4,81.81,64,0,100,60.5
"803",7249038,2,90.9,48,1,100,65
"804",7249040,5,81.81,40,31,100,71
"805",7249042,4,78.78,40,31,100,67
"806",7249050,5,78.78,32,56,100,71
"807",7249050,6,78.78,32,29,100,66
"808",7249053,2,75.75,40,31,100,69
"809",7249055,3,75.75,32,28,100,75
"810",7249055,4,75.75,40,31,100,64
"811",7249056,3,90.9,32,3,100,67
"812",7249057,3,81.81,48,3,100,71
"813",7249058,3,78.78,48,3,100,66
"814",7249059,3,81.81,48,53,100,74
"815",7249059,4,81.81,48,1,100,71
"816",7249060,2,81.81,32,1,100,67
"817",7249060,3,81.81,40,31,100,72
"818",7249067,2,72.72,40,31,100,71
"819",7249070,3,75.75,48,1,100,71
"820",7249070,4,75.75,40,3,100,68
"821",7249070,5,75.75,40,31,100,75
"822",7249072,6,72.72,40,31,100,67
"823",7249077,3,81.81,48,3,100,75
"824",7249077,4,81.81,56,3,100,71
"825",7249078,3,57.57,56,32,70,72
"826",7249079,2,57.57,56,0,100,75
"827",7249081,5,63.63,48,16,100,69
"828",7249081,6,63.63,40,31,100,71
"829",7249083,6,69.69,48,52,100,75
"830",7249084,4,57.57,40,31,100,74
"831",7249084,7,57.57,40,31,100,67
"832",7249085,2,57.57,48,26,100,69
"833",7249087,4,60.6,40,0,100,75
"834",7249087,5,60.6,40,0,100,75
"835",7249092,3,57.57,40,31,100,75
"836",7249093,3,48.48,20,25,70,69
"837",7249093,4,48.48,40,31,100,71
"838",7249097,3,63.63,32,3,100,69.5
"839",7249097,4,63.63,40,55,100,68
"840",7249097,5,63.63,56,25,100,75
"841",7249097,6,63.63,56,0,100,75
"842",7249098,3,78.78,48,3,100,67
"843",7249098,4,78.78,40,31,100,71
"844",7249099,5,78.78,40,1,100,71
"845",7249100,4,72.72,40,31,100,67
"846",7249100,5,72.72,40,1,100,73
"847",7249101,5,69.69,40,31,100,71
"848",7249102,3,72.72,40,31,100,71
"849",7249103,3,69.69,40,31,100,71
"850",7249109,4,72.72,56,32,100,75
"851",7249109,5,72.72,48,38,100,63
"852",7249110,5,66.66,40,31,100,72
"853",7249113,4,63.63,48,41,100,72
"854",7249114,3,66.66,40,23,100,68
"855",7249114,4,66.66,48,3,70,68
"856",7249116,3,69.69,32,3,100,71
"857",7249116,4,69.69,40,31,100,67
"858",7249117,4,69.69,32,3,100,68
"859",7249117,5,69.69,32,24,100,71
"860",7249117,6,69.69,40,31,100,73
"861",7249118,5,90.9,32,28,100,71
"862",7249118,3,90.9,48,24,100,69
"863",7249118,4,90.9,48,3,100,73
"864",7249119,4,72.72,28,3,100,71
"865",7249119,5,72.72,48,23,100,67
"866",7249123,3,81.81,40,0,100,67
"867",7249123,4,81.81,56,23,100,71
"868",7249125,2,78.78,56,3,100,71
"869",7249131,3,78.78,56,0,100,71
"870",7249131,4,78.78,40,31,100,67
"871",7249134,2,66.66,40,31,100,71
"872",7249135,3,72.72,40,31,100,67
"873",7249136,4,72.72,48,36,100,69
"874",7249136,5,72.72,40,31,100,73
"875",7249142,3,72.72,48,32,100,69
"876",7249142,6,72.72,40,31,100,67
"877",7249142,7,72.72,40,31,100,67
"878",7249145,3,72.72,40,31,100,71
"879",7249152,3,72.72,48,24,100,71
"880",7249152,4,72.72,40,31,100,68
"881",7249152,5,72.72,40,31,100,71
"882",7249154,5,72.72,40,31,100,71
"883",7249154,7,72.72,40,31,100,69
"884",7249155,5,69.69,48,30,100,71
"885",7249155,6,69.69,40,32,100,68
"886",7249155,7,69.69,40,31,100,68
"887",7249157,4,66.66,40,34,100,67
"888",7249159,3,69.69,40,31,100,71
"889",7249160,5,75.75,40,31,100,71
"890",7249160,7,75.75,48,1,100,63
"891",7249166,6,84.84,48,1,100,71
"892",7249167,3,78.78,40,31,100,69
"893",7249169,3,81.81,48,1,100,71
"894",7249180,3,72.72,48,0,100,71
"895",7249183,4,78.78,48,4,100,71
"896",7249184,5,69.69,48,3,100,71
"897",7249184,6,69.69,48,54,100,71
"898",7249185,3,78.78,48,32,100,71
"899",7249187,3,72.72,32,3,100,67
"900",7249187,4,72.72,40,31,100,72
"901",7249189,3,69.69,12,29,100,75
"902",7249189,4,69.69,40,31,100,75
"903",7249195,3,63.63,40,31,100,71
"904",7249196,3,66.66,40,31,100,71
"905",7249199,2,66.66,40,31,100,65
"906",7249201,4,81.81,48,3,100,75
"907",7249202,4,81.81,40,31,100,71
"908",7249207,3,78.78,40,31,100,71
"909",7249211,2,81.81,48,3,100,71
"910",7249229,3,54.54,40,31,100,71
"911",7249234,3,81.81,40,25,100,71
"912",7249237,3,90.9,48,1,100,71
"913",7249237,4,90.9,40,31,100,71
"914",7249237,5,90.9,48,28,100,69
"915",7249239,5,75.75,40,31,100,71
"916",7249240,5,75.75,48,28,100,71
"917",7249240,6,75.75,40,31,100,75
"918",7249241,2,81.81,40,24,100,67
"919",7249245,3,69.69,48,3,100,68
"920",7249245,4,69.69,40,31,100,75
"921",7249251,5,72.72,48,25,100,71
"922",7249251,6,72.72,40,31,100,71
"923",7249252,2,72.72,48,24,70,67
"924",7249252,3,72.72,40,31,100,67
"925",7249252,5,72.72,40,31,100,67
"926",7249255,3,84.84,64,28,100,68
"927",7249255,4,84.84,24,28,100,75
"928",7249255,5,84.84,40,31,100,71
"929",7249258,3,90.9,24,28,100,75
"930",7249260,5,81.81,24,28,100,71
"931",7249261,4,72.72,24,3,100,69
"932",7249261,5,72.72,24,23,100,69
"933",7249269,3,72.72,48,1,100,73
"934",7249273,3,69.69,48,23,100,71
"935",7249275,3,40.9,40,31,100,71
"936",7249276,3,81.81,48,3,100,69
"937",7249277,3,66.66,48,22,100,71
"938",7249278,4,45.45,48,29,100,68.5
"939",7249282,4,57.57,64,32,100,71
"940",7249285,4,45.45,64,1,100,67
"941",7249285,6,45.45,56,16,100,67
"942",7249287,3,57.57,48,21,100,71
"943",7249290,3,63.63,28,3,100,71
"944",7249292,6,48.48,48,23,100,71
"945",7249293,2,54.54,48,0,100,71
"946",7249296,4,81.81,32,23,100,71
"947",7249298,4,72.72,48,30,100,71
"948",7249298,5,72.72,48,32,100,71
"949",7249300,3,63.63,40,31,100,75
"950",7249302,2,69.69,40,31,100,71
"951",7249304,3,86.35,48,55,100,67
"952",7249305,3,63.63,40,31,100,72
"953",7249306,3,78.78,64,0,100,71
"954",7249306,4,78.78,40,31,100,71
"955",7249308,4,66.66,24,23,100,71
"956",7249311,3,75.75,40,32,100,75
"957",7249313,2,66.66,40,31,100,71
"958",7249317,5,81.81,48,3,100,73
"959",7249319,3,42.42,32,38,100,69
"960",7249319,4,42.42,32,40,100,68.5
"961",7249320,2,39.39,64,32,100,71
"962",7249322,2,57.57,64,3,100,70
"963",7249322,3,57.57,56,46,25,75
"964",7249324,3,72.72,48,33,100,71
"965",7249324,4,72.72,48,54,100,67
"966",7249329,2,69.69,48,26,100,71
"967",7249329,3,69.69,48,3,100,74
"968",7249329,4,69.69,48,3,70,77
"969",7249330,4,39.39,48,62,100,75
"970",7249338,2,42.42,40,31,100,68.5
"971",7249342,5,51.51,48,3,100,75
