"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_salud","Satisfaccion_servicios_hogar","Satisfaccion_tecnologia","Satisfaccion_composicion_hogar","satisfaccion_total"
"35730",7401603,1,63.63,60,63,NA,44,91,8
"35731",7401611,1,84.84,60,64.5,NA,23,91,8
"35732",7401612,1,75.75,60,65.5,NA,3,91,8
"35733",7401616,1,81.81,60,68,NA,23,69,7
"35734",7401617,1,81.81,60,69.5,NA,54,91,7
"35735",7401620,1,57.57,60,70.5,NA,52,91,10
"35739",7401628,1,72.72,60,50,NA,23,91,8
"35740",7401628,2,72.72,60,53.5,0,23,91,8
"35743",7401635,1,81.81,60,71,NA,44,55,9
"35744",7401636,10,81.81,60,65,0,51,54,8
"35746",7401644,2,75.75,60,75,0,21,42,9
"35747",7401650,1,69.69,60,71,NA,36,25,8
"35748",7401651,1,57.57,60,61,NA,21,74,8
"35749",7401651,2,57.57,60,63,0,36,59,10
"35750",7401655,1,51.51,60,68.5,NA,23,69,9
"35751",7401655,2,51.51,60,54.5,0,36,81,8
"35752",7401656,1,51.51,60,71,NA,44,69,8
"35753",7401658,1,36.36,60,62.5,NA,44,38,8
"35754",7401658,2,36.36,60,54,0,21,46,8
"35755",7401667,1,51.51,60,63,NA,23,66,8
"35758",7401683,1,78.78,60,64,NA,54,54,6
"35759",7401684,1,90.9,60,67,NA,23,91,6
"35760",7401685,2,90.9,60,72.5,0,3,91,6
"35761",7401686,1,60.6,60,67.5,NA,23,91,10
"35762",7401686,2,60.6,60,75,0,3,91,7
"35763",7401687,1,51.51,60,69,NA,16,91,9
"35765",7401694,1,54.54,60,68.5,NA,59,81,9
"35766",7401696,1,66.66,100,70,NA,53,35,8
"35767",7401697,1,75.75,60,56.5,NA,51,59,8
"35769",7401699,1,75.75,60,71,NA,23,45,7
"35770",7401699,2,75.75,60,70,0,51,76,8
"35771",7401700,1,69.69,60,71,NA,62,86,9
"35772",7401700,2,69.69,60,49.5,0,58,60,8
"35774",7401710,1,75.75,60,68,NA,36,86,7
"35775",7401710,2,75.75,60,67,0,56,64,7
"35776",7401714,1,81.81,80,65.5,NA,63,62,6
"35778",7401719,1,81.81,60,68.5,NA,60,91,9
"35779",7401719,2,81.81,60,73.5,0,61,75,8
"35781",7401720,4,81.81,60,67.5,0,52,91,9
"35786",7401735,2,75.75,60,68,0,54,76,6
"35787",7401736,1,78.78,80,67.5,NA,60,91,5
"35788",7401742,1,72.72,60,70,NA,54,91,6
"35789",7401742,2,72.72,60,69,0,3,58,3
"35790",7401744,2,81.81,60,60,NA,3,44,6
"35792",7401747,5,81.81,60,64.5,0,58,64,6
"35793",7401747,6,81.81,60,53.5,0,21,40,8
"35794",7401748,3,81.81,60,71,0,23,86,10
"35796",7401749,2,81.81,60,67,0,19,91,9
"35798",7401751,1,81.81,60,64.5,NA,3,64,3
"35799",7401751,5,81.81,60,62,0,36,74,0
"35800",7401754,1,81.81,60,66,NA,23,91,8
"35802",7401756,1,81.81,60,72,NA,36,48,6
"35803",7401756,2,81.81,60,69,0,66,81,9
"35804",7401756,4,81.81,60,73,0,76,81,7
"35805",7401765,1,90.9,60,66,NA,80,64,9
"35806",7401772,2,51.51,60,65,0,68,91,9
"35807",7401772,4,51.51,60,72,0,64,76,10
"35808",7401774,1,81.81,80,63,NA,66,64,10
"35810",7401787,2,75.75,80,69,0,54,64,6
"35811",7401792,1,90.9,80,63,NA,3,86,9
"35812",7401803,1,81.81,80,64,NA,52,77,10
"35813",7401817,1,81.81,80,68,NA,23,75,10
"35814",7401817,2,81.81,60,75,0,3,55,8
"35815",7401828,1,78.78,60,50.5,NA,3,81,10
"35816",7401828,2,78.78,60,67.5,0,53,48,10
"35817",7401863,2,72.72,60,64.5,0,31,91,10
"35818",7401866,1,60.6,60,68.5,NA,31,84,10
"35819",7401888,4,72.72,44,56.5,0,3,91,10
"35820",7401888,5,72.72,60,68.5,0,3,81,9
"35821",7401890,1,72.72,60,68,NA,16,56,10
"35823",7402018,1,45.45,60,63,NA,23,91,9
"35824",7402023,1,36.36,60,65.5,NA,23,53,9
"35827",7402032,1,45.45,60,66.5,NA,36,86,8
"35828",7402033,1,36.36,60,71,NA,16,81,8
"35829",7402039,1,45.45,60,67.5,NA,16,91,10
"35832",7402048,2,54.54,60,66.5,0,23,91,7
"35833",7402050,1,45.45,60,58.5,NA,3,57,7
"35834",7402050,2,45.45,60,61,0,16,84,8
"35835",7402051,1,45.45,60,71,NA,31,91,8
"35836",7402051,2,45.45,60,58.5,0,3,69,8
"35837",7402052,1,45.45,60,67,NA,1,61,9
"35838",7402052,2,45.45,60,71,0,36,91,8
"35839",7402053,1,45.45,60,63,NA,23,81,8
"35840",7402053,2,45.45,60,66,0,23,38,8
"35841",7402058,2,45.45,60,68,0,0,91,8
"35842",7402060,1,45.45,60,65.5,NA,23,67,8
"35843",7402061,1,54.54,60,71,NA,23,81,0
"35844",7402064,1,45.45,60,75,NA,51,66,7
"35847",7402068,2,39.39,60,61.5,0,36,64,5
"35848",7402072,1,42.42,60,65,NA,3,40,7
"35851",7402090,2,42.42,60,66.5,0,52,15,8
"35852",7402095,1,36.36,44,68.5,NA,67,86,10
"35853",7402096,1,33.33,60,69,NA,56,91,10
"35854",7402099,4,33.33,60,71,0,0,81,9
"35855",7402103,1,42.42,60,56.5,NA,44,67,9
"35856",7402107,1,30.3,60,50.5,NA,62,22,9
"35857",7402109,1,40.9,60,53.5,NA,23,27,7
"35858",7402114,2,36.36,44,71,0,23,38,10
"35860",7402116,2,33.33,60,63,0,23,91,9
"35861",7402123,2,36.36,60,68.5,0,36,86,9
"35864",7402147,1,69.69,60,67,NA,44,81,10
"35865",7402147,2,69.69,60,68.5,0,23,91,6
"35866",7402161,1,36.36,60,70,NA,21,72,9
"35867",7402161,2,36.36,44,68,0,21,91,10
"35868",7402162,1,45.45,60,62.5,NA,1,74,10
"35869",7402163,2,40.9,44,68,0,21,77,8
"35871",7402165,2,63.63,60,55,0,21,50,9
"35872",7402182,1,36.36,60,75,NA,21,91,8
"35874",7402209,3,69.69,44,50,0,52,36,9
"35875",7402212,1,57.57,60,66.5,NA,23,81,8
"35876",7402223,1,51.51,44,71,NA,23,42,8
"35877",7402255,1,31.81,44,63,NA,3,71,9
"35878",7402268,1,31.81,44,62,NA,51,91,9
"35879",7402277,1,22.72,44,62.5,NA,51,76,6
"35880",7402279,1,40.9,44,71,NA,16,59,4
"35881",7402289,1,51.51,44,68,NA,21,61,5
"35882",7402289,2,51.51,44,73,0,1,91,7
"35883",7402290,1,51.51,60,61,NA,1,45,10
"35884",7402290,2,51.51,60,61,0,3,74,10
"35885",7402300,1,18.18,60,64,NA,3,79,8
"35887",7402328,1,42.42,60,68.5,NA,31,86,3
"35888",7402331,1,60.6,60,71,NA,3,47,5
"35889",7402334,1,63.63,60,60.5,NA,3,28,5
"35890",7402335,1,30.3,44,67.5,NA,55,71,6
"35891",7402335,2,30.3,60,68.5,0,3,76,8
"35894",7402339,2,45.45,60,71.5,0,3,43,7
"35895",7402340,1,36.36,60,71,NA,53,91,8
"35897",7402342,1,54.54,60,59.5,NA,23,91,7
"35898",7402344,1,33.33,44,70,NA,23,91,7
"35899",7402346,1,51.51,60,70,NA,56,64,8
"35900",7402351,1,60.6,60,57,NA,57,71,7
"35903",7402366,1,48.48,44,64.5,NA,23,91,8
"35904",7402366,2,48.48,44,68.5,0,56,82,8
"35905",7402369,1,81.81,100,71,NA,23,77,7
"35906",7402371,1,63.63,60,58.5,NA,23,91,8
"35907",7402379,1,78.78,60,61.5,NA,3,66,8
"35908",7402379,2,78.78,60,71,0,23,45,9
"35911",7402396,1,69.69,80,64.5,NA,16,59,5
"35914",7402409,1,66.66,60,63.5,NA,54,38,10
"35915",7402410,2,42.42,60,71,0,57,86,7
"35916",7402426,1,69.69,60,71,NA,53,75,8
"35919",7402456,1,63.63,60,64.5,NA,23,81,10
"35920",7402456,2,63.63,60,75,0,31,91,8
"35921",7402457,1,72.72,60,68,NA,3,86,5
"35922",7402459,1,81.81,60,71,NA,3,81,6
"35923",7402459,2,81.81,60,72.5,0,16,65,8
"35924",7402470,1,90.9,60,71,NA,3,74,10
"35926",7402475,2,81.81,60,68.5,0,16,60,8
"35927",7402478,1,81.81,80,68.5,NA,16,70,8
"35928",7402556,2,81.81,80,65,0,3,91,8
"35929",7402557,3,66.66,60,70,0,16,66,8
"35930",7402557,1,66.66,60,71,0,3,74,8
"35931",7402557,2,66.66,44,71,0,3,91,8
"35933",7402560,5,66.66,60,62.5,0,44,62,8
"35934",7402568,1,81.81,60,60.5,NA,31,91,8
"35937",7402576,3,81.81,60,71.5,0,3,67,10
"35938",7402579,6,72.72,60,67.5,0,36,91,10
"35941",7402583,1,81.81,80,66.5,NA,64,78,9
"35942",7402585,1,78.78,100,72,NA,3,40,8
"35943",7402587,1,63.63,60,68.5,NA,3,77,9
"35946",7402621,1,36.36,60,68,NA,3,79,8
"35947",7402623,1,45.45,60,73,NA,3,54,8
"35948",7402624,1,36.36,60,65.5,NA,3,33,7
"35949",7402634,1,81.81,44,63,NA,3,83,7
"35951",7402663,1,81.81,44,70,NA,71,44,8
"35952",7402665,1,81.81,60,59.5,NA,56,28,8
"35953",7402669,1,78.78,60,53.5,NA,36,17,7
"35955",7402680,1,42.42,60,68,NA,44,81,8
"35958",7402693,1,72.72,60,47.5,NA,3,34,8
"35959",7402696,1,72.72,60,68,NA,29,87,7
"35960",7402696,2,72.72,60,69,0,1,91,7
"35961",7402702,1,72.72,60,75,NA,3,52,9
"35962",7402707,1,36.36,60,53,NA,23,82,9
"35963",7402708,1,72.72,60,75,NA,44,91,6
"35964",7402710,1,51.51,60,71,NA,21,91,8
"35965",7402710,2,51.51,44,71.5,0,3,81,7
"35966",7402719,1,75.75,60,65,NA,23,86,10
"35967",7402728,1,81.81,80,56,NA,31,79,7
"35968",7402739,2,81.81,60,71,0,3,62,9
"35969",7402745,1,60.6,100,68.5,NA,56,58,8
"35971",7402751,1,51.51,60,72,NA,55,72,7
"35972",7402752,1,51.51,100,63,NA,55,10,6
"35973",7402762,1,78.78,60,69,NA,3,79,4
"35974",7402762,2,78.78,60,61.5,0,3,82,7
"35976",7402769,2,81.81,60,71,0,52,66,10
"35977",7402771,1,81.81,60,61.5,NA,36,82,9
"35978",7402773,2,36.36,60,69,0,36,91,8
"35979",7402774,1,54.54,100,65,NA,36,91,9
"35980",7402774,4,54.54,60,69,0,54,91,8
"35981",7402777,1,81.81,80,47,NA,44,67,8
"35982",7402780,1,81.81,60,71,NA,51,91,9
"35984",7402790,1,69.69,60,63.5,NA,16,81,7
"35986",7402799,1,72.72,60,68.5,NA,54,60,10
"35987",7402800,1,72.72,44,55.5,NA,3,48,8
"35988",7402800,2,72.72,44,73.5,0,57,91,8
"35989",7402801,1,72.72,60,68.5,NA,36,91,8
"35993",7402811,1,72.72,44,70,NA,52,43,9
"35995",7402812,2,81.81,60,63,0,55,77,6
"35996",7402822,1,72.72,44,67,NA,55,91,8
"35997",7402824,1,81.81,80,71,NA,55,91,6
"36001",7402829,2,81.81,80,70,0,36,46,8
"36002",7402831,3,45.45,44,67.5,0,36,77,7
"36003",7402831,4,45.45,44,71,0,54,91,7
"36005",7402843,1,75.75,60,58,NA,21,86,10
"36006",7402868,1,78.78,60,66,NA,23,71,10
"36009",7402869,2,93.93,60,68,0,54,86,7
"36010",7402878,1,77.26,80,72,NA,60,76,8
"36011",7402882,1,51.51,60,60,NA,57,45,7
"36012",7402884,4,75.75,60,54.5,0,58,81,8
"36013",7402884,5,75.75,60,71,0,51,86,8
"36014",7402884,6,75.75,60,66,0,3,86,8
"36015",7402887,1,78.78,80,68.5,NA,63,75,8
"36016",7402889,1,75.75,80,49.5,NA,23,40,8
"36017",7402889,2,75.75,80,55,0,23,74,8
"36018",7402915,1,54.54,80,72,NA,23,91,6
"36020",7402925,1,45.45,60,71,NA,64,91,8
"36021",7402926,1,51.51,60,65.5,NA,23,91,8
"36022",7402927,2,36.36,60,57.5,0,23,56,10
"36023",7402928,1,36.36,60,63,NA,36,64,10
"36026",7402929,2,51.51,60,64,0,31,79,8
"36027",7402930,1,51.51,60,58,NA,54,57,7
"36028",7402931,7,90.9,60,71.5,0,51,82,10
"36029",7402931,8,90.9,44,66,0,23,71,10
"36030",7402932,1,81.81,60,60,NA,23,55,8
"36031",7402945,1,90.9,60,57.5,NA,23,31,8
"36032",7402946,1,45.45,44,67,NA,23,91,7
"36033",7402949,1,63.63,60,62,NA,31,91,8
"36034",7402949,2,63.63,60,63,0,23,91,7
"36035",7402952,1,78.78,60,71,NA,44,91,8
"36036",7402952,2,78.78,60,71,0,3,81,7
"36037",7402957,1,69.69,60,68.5,NA,64,71,7
"36038",7402963,3,51.51,60,71,0,31,69,7
"36039",7402963,4,51.51,60,66.5,0,23,66,7
"36042",7402978,1,60.6,60,69,NA,3,66,10
"36043",7402978,3,60.6,60,43,0,16,39,10
"36045",7402983,2,27.27,60,70,0,31,91,10
"36046",7402993,1,36.36,60,68,NA,53,91,10
"36047",7402995,1,30.3,60,54.5,NA,74,91,8
"36048",7402999,1,33.33,60,63,NA,36,91,8
"36049",7402999,2,33.33,60,66,0,23,71,8
"36050",7403002,1,33.33,60,69,NA,56,77,8
"36053",7403020,1,27.27,60,67,NA,1,91,9
"36054",7403020,2,27.27,60,53,0,1,37,8
"36056",7403023,1,27.27,60,68.5,NA,23,81,8
"36057",7403029,1,27.27,44,53,NA,3,66,8
"36058",7403092,1,72.72,60,68,NA,36,77,8
"36059",7403092,2,72.72,60,64,0,16,91,8
"36060",7403093,1,72.72,60,63.5,NA,16,76,7
"36061",7403098,1,54.54,80,70,NA,16,91,10
"36062",7403099,2,54.54,60,74,0,36,76,7
"36063",7403101,1,66.66,60,64,NA,49,91,7
"36064",7403134,1,78.78,60,65,NA,16,91,7
"36067",7403145,2,81.81,80,65.5,0,16,91,4
"36068",7403146,1,81.81,80,63,NA,51,55,5
"36069",7403146,2,81.81,60,60.5,0,3,75,10
"36070",7403149,2,75.75,100,75,0,31,91,8
"36071",7403155,1,81.81,44,70,NA,56,91,7
"36072",7403230,1,60.6,44,71,NA,21,91,7
"36073",7403231,1,30.3,60,68,NA,3,79,8
"36074",7403231,2,30.3,44,75,0,61,91,8
"36075",7403234,1,57.57,60,53.5,NA,28,76,7
"36076",7403234,4,57.57,44,71,0,23,91,9
"36077",7403236,1,63.63,60,66,NA,51,53,5
"36079",7403240,1,22.72,44,70,NA,1,81,8
"36082",7403254,2,42.42,44,68.5,0,3,91,3
"36083",7403265,1,36.36,60,61,NA,3,61,3
"36084",7403266,1,36.36,44,65.5,NA,21,91,7
"36085",7403267,1,33.33,44,71,NA,23,91,3
"36086",7403277,1,45.45,60,66.5,NA,23,64,3
"36088",7403283,1,66.66,60,70.5,NA,3,91,9
"36089",7403283,2,66.66,80,68,0,23,70,8
"36091",7403297,2,60.6,60,69,0,51,44,8
"36092",7403321,1,81.81,60,40,NA,62,5,0
"36093",7403350,5,66.66,60,71,0,57,60,10
"36094",7403354,1,78.78,60,66,NA,52,71,10
"36095",7403356,1,72.72,80,44,NA,76,38,5
"36096",7403356,2,72.72,100,72,0,54,91,7
"36097",7403358,2,87.87,60,57,0,54,77,4
"36099",7403368,1,78.78,44,74,NA,72,91,6
"36102",7403381,1,36.36,44,57.5,NA,53,86,6
"36103",7403381,2,36.36,44,52,0,64,76,8
"36104",7403383,1,39.39,60,71,NA,68,91,6
"36105",7403385,6,45.45,60,59,0,76,74,8
"36106",7403388,6,40.9,60,61,0,58,74,6
"36107",7403390,1,45.45,60,58,NA,23,31,7
"36108",7403392,5,36.36,44,60,0,58,69,7
"36109",7403398,1,34.84,44,68,NA,64,91,7
"36113",7403403,1,45.45,60,69,NA,51,45,7
"36114",7403409,1,75.75,60,58,NA,56,49,10
"36115",7403416,1,75.75,100,73,NA,55,47,10
"36116",7403417,1,81.81,80,69,NA,36,45,10
"36117",7403417,3,81.81,80,65,0,51,81,10
"36118",7403418,1,81.81,80,71,NA,36,86,9
"36119",7403419,4,81.81,44,73,0,51,52,8
"36120",7403435,1,90.9,60,75,NA,23,76,6
"36121",7403439,1,51.51,60,63,NA,23,52,6
"36122",7403439,2,51.51,60,64.5,0,23,66,8
"36123",7403440,1,42.42,60,68,NA,16,91,8
"36126",7403445,1,42.42,100,67,NA,21,22,6
"36127",7403446,6,42.42,60,71,0,23,86,8
"36128",7403451,1,78.78,60,61,NA,56,91,7
"36133",7403515,1,39.39,44,54,NA,36,29,6
"36134",7403556,1,45.45,60,72,NA,16,91,10
"36135",7403557,1,42.42,60,59,NA,60,56,10
"36138",7403562,1,78.78,60,75,NA,23,38,10
"36141",7403564,2,72.72,80,71,0,21,54,10
"36142",7403565,1,63.63,60,71,NA,21,69,10
"36143",7403572,3,60.6,60,66,0,29,76,10
"36144",7403574,1,51.51,60,71,NA,36,66,10
"36145",7403576,1,54.54,60,72,NA,52,61,10
"36147",7403583,1,81.81,60,66,NA,23,82,7
"36148",7403583,2,81.81,60,63,0,54,55,9
"36150",7403597,1,33.33,60,68,NA,23,66,10
"36151",7403599,1,81.81,60,68.5,NA,36,91,10
"36152",7403600,1,33.33,60,64,NA,52,76,10
"36153",7403601,1,36.36,60,71,NA,33,86,8
"36154",7403605,1,60.6,60,52,NA,33,91,8
"36155",7403614,1,40.9,44,65.5,NA,76,86,7
"36156",7403616,1,45.45,44,63,NA,33,91,10
"36157",7403618,1,81.81,44,70,NA,4,91,10
"36159",7403625,1,81.81,60,67,NA,56,57,10
"36160",7403626,1,81.81,60,57,NA,3,61,10
"36162",7403632,1,90.9,60,66,NA,36,30,10
"36163",7403633,3,90.9,60,68.5,0,53,91,10
"36166",7403635,1,75.75,44,58,NA,60,38,9
"36167",7403668,2,81.81,60,71,0,51,64,9
"36168",7403679,1,81.81,60,66.5,NA,51,91,10
"36169",7403679,2,81.81,60,64.5,0,52,76,10
"36173",7403701,2,81.81,44,63,0,23,58,10
"36174",7403713,1,81.81,60,74,NA,3,91,10
"36176",7403724,1,81.81,80,73,NA,52,69,10
"36177",7403724,2,81.81,80,67,0,51,38,10
"36180",7403731,5,78.78,60,53.5,0,36,91,10
"36181",7403732,1,75.75,60,64,NA,16,66,5
"36183",7403735,1,72.72,60,64,NA,23,77,7
"36184",7403738,1,75.75,60,59.5,NA,3,38,7
"36185",7403773,1,72.72,60,73,NA,3,76,7
"36186",7403783,1,72.72,60,60,NA,54,34,8
"36190",7403798,1,66.66,60,65,NA,50,86,10
"36191",7403798,2,66.66,60,67,0,76,71,7
"36192",7403799,1,39.39,60,65.5,NA,31,74,10
"36193",7403799,2,39.39,60,62.5,0,58,70,10
"36194",7403800,1,30.3,60,69,NA,60,70,10
"36196",7403804,2,51.51,60,70,0,23,86,10
"36197",7403804,3,51.51,60,65.5,0,60,39,10
"36200",7403808,1,63.63,60,63.5,NA,16,86,7
"36201",7403808,2,63.63,44,70,0,60,46,7
"36207",7403818,1,78.78,60,69,NA,21,86,10
"36208",7403821,1,54.54,60,66.5,NA,1,59,10
"36210",7403822,1,60.6,60,75,NA,1,91,9
"36211",7403822,2,60.6,60,61.5,0,1,91,9
"36212",7403830,1,54.54,44,71,NA,1,61,10
"36213",7403831,1,51.51,44,73.5,NA,3,86,10
"36216",7403838,1,45.45,44,66,NA,1,71,10
"36217",7403843,1,45.45,44,59,NA,31,52,10
"36218",7403844,1,63.63,60,65,NA,3,81,7
"36219",7403849,1,45.45,60,49,NA,21,81,7
"36222",7403853,1,48.48,60,71,NA,3,72,7
"36223",7403860,1,48.48,60,68.5,NA,1,86,7
"36227",7403878,1,51.51,60,68.5,NA,52,72,7
"36228",7403886,1,45.45,44,62,NA,23,76,7
"36232",7403940,1,66.66,60,53,NA,3,66,7
"36233",7403942,1,69.69,60,61,NA,29,74,8
"36234",7403951,1,81.81,60,70,NA,3,61,8
"36235",7403952,2,45.45,60,61.5,0,16,76,8
"36237",7403958,1,45.45,60,71,NA,1,91,8
"36238",7403958,2,45.45,60,65.5,0,3,79,8
"36239",7403960,1,42.42,60,71,NA,23,91,8
"36240",7403960,2,42.42,60,65,0,3,72,8
"36241",7403967,1,63.63,60,68.5,NA,3,91,8
"36242",7403968,1,78.78,80,66,NA,3,79,8
"36243",7403970,1,57.57,60,71,NA,3,61,9
"36244",7403975,1,81.81,60,64.5,NA,39,5,8
"36245",7403982,1,81.81,60,61.5,NA,23,44,8
"36247",7404017,1,75.75,100,71,NA,16,58,5
"36248",7404018,1,63.63,100,62.5,NA,23,86,5
"36251",7404036,1,81.81,80,75,NA,44,71,5
"36252",7404039,5,75.75,60,60,0,36,86,8
"36253",7404046,1,68.17,60,71,NA,23,91,6
"36254",7404076,1,87.87,60,72.5,NA,3,87,9
"36255",7404076,2,87.87,60,75,0,1,91,8
"36256",7404080,1,81.81,60,68.5,NA,3,91,8
"36257",7404083,1,78.78,60,61,0,3,91,8
"36259",7404094,1,54.54,60,66.5,NA,16,69,9
"36260",7404094,2,54.54,60,72.5,0,3,91,7
"36263",7404098,1,63.63,60,54,NA,16,81,7
"36264",7404100,2,84.84,60,72.5,0,53,91,7
"36265",7404103,1,63.63,60,71,NA,31,65,8
"36266",7404119,1,72.72,80,55.5,NA,1,25,5
"36267",7404119,2,72.72,80,58.5,0,31,54,8
"36272",7404128,2,72.72,60,69,0,3,86,8
"36273",7404129,1,60.6,60,71,NA,23,82,8
"36274",7404136,5,60.6,60,61,0,23,69,8
"36275",7404145,5,84.84,44,59,0,23,57,8
"36276",7404152,1,78.78,60,65.5,NA,23,91,8
"36277",7404154,2,75.75,44,53,0,23,47,8
"36278",7404156,1,78.78,60,63.5,NA,23,87,8
"36281",7404161,1,63.63,60,58,NA,36,79,8
"36282",7404161,2,63.63,60,54.5,0,23,76,8
"36283",7404163,1,99.99,60,66.5,NA,3,69,7
"36287",7404173,1,75.75,60,65,NA,23,91,8
"36288",7404173,2,75.75,80,66.5,0,23,79,6
"36291",7404237,1,36.36,44,71,NA,44,62,3
"36293",7404250,1,54.54,60,59,NA,23,76,8
"36294",7404256,1,81.81,60,48.5,NA,70,72,7
"36297",7404267,2,60.6,44,62,0,58,38,4
"36298",7404288,6,75.75,44,63,0,21,34,5
"36302",7404328,1,54.54,60,57,NA,58,81,10
"36303",7404329,1,51.51,60,70,NA,58,43,8
"36304",7404331,1,51.51,60,63,NA,51,71,8
"36305",7404335,1,42.42,60,71,NA,21,91,5
"36306",7404339,1,42.42,60,59,NA,29,76,8
"36307",7404339,2,42.42,60,60.5,0,29,72,10
"36310",7404367,4,27.27,44,62,0,23,71,5
"36311",7404377,1,36.36,80,53,NA,53,39,10
"36314",7404383,1,84.84,60,63,NA,56,91,10
"36315",7404389,2,45.45,60,71,0,3,91,5
"36316",7404390,1,42.42,44,68.5,NA,52,42,0
"36317",7404392,1,42.42,60,71,NA,3,91,5
"36321",7404408,1,60.6,60,70,NA,3,60,7
"36322",7404410,1,48.48,60,66,NA,3,91,10
"36324",7404416,1,87.87,60,71,NA,23,82,8
"36325",7404426,1,63.63,60,63,NA,70,66,8
"36327",7404428,1,72.72,60,49,NA,59,61,8
"36329",7404436,1,45.45,60,67,NA,16,65,8
"36330",7404438,1,42.42,60,71.5,NA,3,72,7
"36331",7404444,1,57.57,100,61.5,NA,3,83,8
"36332",7404445,1,78.78,60,62.5,NA,3,86,7
"36333",7404445,2,78.78,60,71,0,44,91,8
"36336",7404446,2,81.81,60,75,0,36,66,8
"36337",7404452,1,78.78,60,75,NA,36,91,7
"36340",7404499,2,81.81,60,71,0,23,82,5
"36341",7404502,4,75.75,60,71,0,36,91,5
"36342",7404503,1,81.81,60,65.5,NA,44,50,10
"36344",7404508,2,78.78,80,47,0,16,69,8
"36345",7404517,1,81.81,60,65.5,NA,36,81,8
"36348",7404531,1,90.9,44,68,NA,52,69,8
"36349",7404537,1,81.81,44,71,NA,16,76,6
"36350",7404549,1,78.78,60,63,NA,56,51,9
"36352",7404562,1,81.81,60,61,NA,51,91,8
"36353",7404567,1,75.75,80,64,NA,52,77,8
"36356",7404580,1,51.51,100,64.5,NA,59,54,8
"36357",7404580,2,51.51,80,57.5,0,44,81,6
"36358",7404582,1,69.69,100,65.5,NA,3,91,8
"36359",7404582,2,69.69,80,65,0,23,23,9
"36360",7404585,1,63.63,60,42,NA,23,81,5
"36363",7404592,1,45.45,44,66,NA,62,52,7
"36364",7404592,3,45.45,60,74,0,23,72,7
"36365",7404593,1,54.54,60,71,NA,52,86,8
"36367",7404595,2,60.6,60,71,0,23,77,7
"36368",7404596,1,51.51,80,70,NA,70,38,5
"36372",7404599,1,60.6,60,72,NA,16,81,5
"36373",7404599,2,60.6,44,67.5,0,69,62,5
"36374",7404600,2,81.81,60,64.5,0,16,69,5
"36375",7404601,1,81.81,60,70,NA,44,86,10
"36376",7404604,1,81.81,80,70,NA,44,65,10
"36377",7404640,1,66.66,44,65.5,NA,36,71,5
"36378",7404641,1,63.63,60,71,NA,21,59,10
"36380",7404647,1,63.63,60,71,NA,36,65,8
"36381",7404648,1,63.63,44,62.5,NA,66,86,8
"36382",7404652,1,84.84,60,59.5,NA,66,52,8
"36383",7404658,1,78.78,60,71,NA,16,60,8
"36384",7404662,1,72.72,60,58,NA,64,47,8
"36385",7404662,2,72.72,60,64.5,0,70,77,8
"36389",7404677,4,75.75,60,68,0,52,59,8
"36390",7404688,1,81.81,60,71,NA,52,69,9
"36394",7404710,2,63.63,60,46,0,62,59,8
"36395",7404714,1,36.36,80,71,NA,36,47,8
"36397",7404715,1,45.45,60,69,NA,52,76,9
"36398",7404715,2,45.45,60,66,0,44,91,8
"36400",7404718,1,36.36,80,61.5,NA,52,86,8
"36401",7404718,3,36.36,60,63,0,54,91,6
"36403",7404741,1,75.75,60,71,NA,56,47,6
"36404",7404743,1,81.81,100,68.5,NA,23,91,8
"36405",7404754,12,81.81,44,66.5,0,36,52,9
"36406",7404799,1,60.6,60,57,NA,36,86,9
"36407",7404799,2,60.6,60,71,0,54,81,9
"36408",7404799,3,60.6,60,68,0,54,71,8
"36409",7404799,4,60.6,60,54.5,0,53,64,8
"36412",7404806,1,75.75,60,62.5,NA,23,47,8
"36413",7404806,2,75.75,60,63,0,3,56,9
"36414",7404807,1,66.66,60,63,NA,54,38,8
"36416",7404810,1,66.66,60,63,NA,3,61,8
"36417",7404812,1,66.66,60,75,NA,16,81,6
"36418",7404812,2,66.66,60,67.5,0,16,76,6
"36421",7404821,1,45.45,60,70,NA,23,62,9
"36422",7404821,2,45.45,60,68.5,0,3,91,8
"36425",7404825,1,60.6,60,70,NA,31,91,6
"36429",7404827,2,78.78,60,60,0,31,91,6
"36430",7404830,1,78.78,60,75,NA,23,82,6
"36431",7404831,1,72.72,60,66.5,NA,21,81,7
"36432",7404833,1,69.69,60,65.5,NA,37,86,6
"36433",7404833,2,69.69,60,56,0,1,91,8
"36434",7404837,1,42.42,60,70,NA,58,91,10
"36435",7404839,1,63.63,60,75,NA,16,79,9
"36437",7404841,1,66.66,60,71,NA,3,91,10
"36438",7404842,1,45.45,60,75,NA,3,66,10
"36439",7404844,1,45.45,44,71,NA,16,91,9
"36440",7404853,1,66.66,60,71,NA,3,77,10
"36441",7404855,1,87.87,80,73,NA,3,66,10
"36442",7404856,6,72.72,44,68,0,23,86,10
"36443",7404864,1,48.48,60,65,NA,23,86,8
"36444",7404871,2,51.51,60,70,0,23,72,10
"36446",7404875,1,45.45,60,61,NA,3,52,10
"36447",7404875,2,45.45,60,72,0,43,91,9
"36448",7404877,7,31.81,44,49,0,23,47,9
"36449",7404890,3,31.81,44,68.5,0,23,77,10
"36452",7404902,1,63.63,44,70,NA,67,33,8
