"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion"
"1127",7250379,1,60
"1128",7250387,1,60
"1129",7250388,1,44
"1130",7250389,1,60
"1131",7250392,4,60
"1132",7250394,1,44
"1133",7250399,4,60
"1134",7250402,1,60
"1135",7250403,1,60
"1136",7250403,2,60
"1137",7250404,3,60
"1138",7250411,1,60
"1139",7250411,2,60
"1140",7250412,1,44
"1141",7250415,3,60
"1142",7250417,1,60
"1143",7250419,1,44
"1144",7250420,1,60
"1145",7250422,1,60
"1146",7250425,1,60
"1147",7250428,1,60
"1148",7250433,1,60
"1149",7250437,1,100
"1150",7250439,1,60
"1151",7250439,2,44
"1152",7250449,3,44
"1153",7250453,1,60
"1154",7250454,1,60
"1155",7250468,1,80
"1156",7250469,1,60
"1157",7250472,2,60
"1158",7250476,1,60
"1159",7250477,1,60
"1160",7250481,2,44
"1161",7250481,3,44
"1162",7250482,1,60
"1163",7250486,1,60
"1164",7250487,1,60
"1165",7250488,1,44
"1166",7250492,1,44
"1167",7250492,2,44
"1168",7250495,1,44
"1169",7250498,1,60
"1170",7250507,1,80
"1171",7250520,1,60
"1172",7250542,2,60
"1173",7250544,1,80
"1174",7250547,1,80
"1175",7250551,2,60
"1176",7250551,3,60
"1177",7250553,1,60
"1178",7250553,2,60
"1179",7250558,1,60
"1180",7250558,2,60
"1181",7250560,1,44
"1182",7250560,2,60
"1183",7250561,1,60
"1184",7250561,2,60
"1185",7250563,1,44
"1186",7250564,1,60
"1187",7250565,3,60
"1188",7250568,1,60
"1189",7250571,1,60
"1190",7250571,2,60
"1191",7250573,1,44
"1192",7250578,1,60
"1193",7250582,1,60
"1194",7250583,1,44
"1195",7250584,1,60
"1196",7250587,1,60
"1197",7250593,1,60
"1198",7250599,1,60
"1199",7250601,6,60
"1200",7250602,1,60
"1201",7250602,2,44
"1202",7250604,1,44
"1203",7250609,1,60
"1204",7250609,2,44
"1205",7250610,1,44
"1206",7250610,2,60
"1207",7250612,1,60
"1208",7250616,1,60
"1209",7250616,2,44
"1210",7250628,1,60
"1211",7250630,1,60
"1212",7250631,1,44
"1213",7250632,1,60
"1214",7250632,2,60
"1215",7250632,3,60
"1216",7250638,1,60
"1217",7250641,1,60
"1218",7250644,1,60
"1219",7250645,3,60
"1220",7250646,1,60
"1221",7250647,1,44
"1222",7250650,1,60
"1223",7250650,2,60
"1224",7250652,2,60
"1225",7250655,1,60
"1226",7250655,2,60
"1227",7250658,1,60
"1228",7250660,2,60
"1229",7250663,1,44
"1230",7250664,1,60
"1231",7250666,3,44
