"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion"
"894",7249497,1,23
"895",7249500,1,44
"896",7249501,1,31
"897",7249502,2,36
"898",7249507,1,54
"899",7249511,1,21
"900",7249511,2,29
"901",7249512,1,23
"902",7249515,2,36
"903",7249522,4,16
"904",7249531,1,23
"905",7249545,1,23
"906",7249552,1,36
"907",7249552,2,4
"908",7249555,1,23
"909",7249558,4,23
"910",7249565,1,31
"911",7249565,2,31
"912",7249575,1,23
"913",7249584,5,3
"914",7249593,1,31
"915",7249603,1,54
"916",7249606,1,23
"917",7249607,1,3
"918",7249614,4,3
"919",7249620,1,23
"920",7249622,1,36
"921",7249622,1,3
"922",7249622,1,51
"923",7249622,1,36
"924",7249622,1,3
"925",7249622,1,51
"926",7249633,1,31
"927",7249656,2,3
"928",7249656,3,16
"929",7249658,1,21
"930",7249659,1,36
"931",7249664,1,58
"932",7249666,4,3
"933",7249670,1,23
"934",7249673,1,23
"935",7249679,1,29
"936",7249686,1,23
"937",7249701,1,1
"938",7249702,1,23
"939",7249707,1,23
"940",7249718,1,36
"941",7249719,1,23
"942",7249721,1,23
"943",7249725,1,23
"944",7249731,1,29
"945",7249744,1,23
"946",7249745,5,36
"947",7249750,1,52
"948",7249755,1,58
"949",7249771,2,31
"950",7249775,1,3
"951",7249777,1,23
"952",7249781,1,3
"953",7249781,2,23
"954",7249785,1,3
"955",7249789,1,31
"956",7249789,2,31
"957",7249791,1,23
"958",7249795,1,31
"959",7249801,1,23
"960",7249802,1,23
"961",7249803,1,36
"962",7249807,1,23
"963",7249810,1,23
"964",7249810,2,3
"965",7249811,1,23
"966",7249811,2,3
"967",7249812,1,3
"968",7249818,1,3
"969",7249827,1,36
"970",7249828,1,31
"971",7249829,1,23
"972",7249831,1,23
"973",7249834,1,23
"974",7249835,1,31
"975",7249838,1,3
"976",7249846,1,51
"977",7249848,1,23
"978",7249849,2,36
"979",7249851,1,3
"980",7249856,2,31
"981",7249861,1,31
"982",7249863,1,23
"983",7249864,1,23
"984",7249865,1,23
"985",7249865,2,23
"986",7249866,1,23
"987",7249866,2,23
"988",7249868,1,23
"989",7249872,1,16
"990",7249872,2,23
"991",7249874,2,23
"992",7249890,1,3
"993",7249893,2,21
"994",7249894,1,56
"995",7249895,4,16
"996",7249911,1,3
"997",7249918,3,3
"998",7249919,1,36
"999",7249919,2,3
"1000",7249929,2,3
"1001",7249938,6,1
"1002",7249939,1,3
"1003",7249941,1,52
"1004",7249941,2,51
"1005",7249953,5,3
"1006",7249956,1,63
"1007",7249957,5,3
"1008",7249959,1,58
"1009",7249959,2,3
"1010",7249964,1,57
"1011",7249964,2,57
"1012",7249968,1,31
"1013",7249968,2,52
"1014",7249969,1,36
"1015",7249969,2,16
"1016",7249970,1,23
"1017",7249975,1,51
"1018",7249978,1,1
"1019",7249978,3,1
"1020",7249979,1,16
"1021",7249980,1,23
"1022",7250000,1,36
"1023",7250004,1,3
"1024",7250006,1,21
"1025",7250020,5,3
"1026",7250046,1,72
"1027",7250046,2,64
"1028",7250051,1,21
"1029",7250054,5,36
"1030",7250057,1,31
"1031",7250058,1,23
"1032",7250063,1,36
"1033",7250063,2,36
"1034",7250069,4,23
"1035",7250073,1,36
"1036",7250074,1,66
"1037",7250075,4,23
"1038",7250075,5,23
"1039",7250079,1,3
"1040",7250079,2,23
"1041",7250080,1,23
"1042",7250080,2,23
"1043",7250084,2,16
"1044",7250087,1,23
"1045",7250087,2,3
"1046",7250091,1,23
"1047",7250096,1,23
"1048",7250096,2,3
"1049",7250098,1,3
"1050",7250099,7,3
"1051",7250108,1,23
"1052",7250109,1,23
"1053",7250112,1,23
"1054",7250112,2,3
"1055",7250113,2,16
"1056",7250114,1,23
"1057",7250120,1,36
"1058",7250127,1,3
"1059",7250128,1,23
"1060",7250134,1,3
"1061",7250135,1,23
"1062",7250139,2,23
"1063",7250142,1,21
"1064",7250143,1,23
"1065",7250147,1,3
"1066",7250149,1,3
"1067",7250149,2,23
"1068",7250153,1,23
"1069",7250156,1,54
"1070",7250156,2,66
"1071",7250157,2,59
"1072",7250159,1,58
"1073",7250159,2,3
"1074",7250167,1,29
"1075",7250170,1,3
"1076",7250176,1,23
"1077",7250179,1,36
"1078",7250182,1,52
"1079",7250182,2,55
"1080",7250184,2,36
"1081",7250196,4,3
"1082",7250196,5,3
"1083",7250202,3,23
"1084",7250205,1,3
"1085",7250207,1,16
"1086",7250207,1,52
"1087",7250207,2,3
"1088",7250210,1,36
"1089",7250211,2,23
"1090",7250213,1,23
"1091",7250223,2,54
"1092",7250226,1,16
"1093",7250227,1,52
"1094",7250227,2,52
"1095",7250229,1,16
"1096",7250237,2,23
"1097",7250239,1,3
"1098",7250244,1,23
"1099",7250258,1,23
"1100",7250263,1,21
"1101",7250263,2,16
"1102",7250267,1,44
"1103",7250267,4,16
"1104",7250270,1,16
"1105",7250270,2,36
"1106",7250271,1,36
"1107",7250273,1,16
"1108",7250273,2,21
"1109",7250278,1,44
"1110",7250278,2,36
"1111",7250279,1,57
"1112",7250283,2,16
"1113",7250290,1,23
"1114",7250292,1,44
"1115",7250295,1,36
"1116",7250300,2,23
"1117",7250304,1,16
"1118",7250305,1,16
"1119",7250305,2,16
"1120",7250325,1,3
"1121",7250327,1,36
"1122",7250328,2,36
"1123",7250329,1,21
"1124",7250329,2,21
"1125",7250331,1,55
"1126",7250331,2,36
"1127",7250333,1,36
"1128",7250333,2,16
"1129",7250334,1,3
"1130",7250337,1,16
"1131",7250337,5,16
"1132",7250339,1,16
"1133",7250339,2,16
"1134",7250339,3,36
"1135",7250340,2,23
"1136",7250342,1,23
"1137",7250345,1,23
"1138",7250349,1,3
"1139",7250351,1,23
"1140",7250354,1,3
"1141",7250363,1,3
"1142",7250363,2,51
"1143",7250366,1,3
"1144",7250370,1,23
"1145",7250370,2,23
"1146",7250372,1,60
"1147",7250374,1,3
"1148",7250379,1,3
"1149",7250387,1,36
"1150",7250388,1,36
"1151",7250389,1,51
"1152",7250392,4,36
"1153",7250394,1,23
"1154",7250399,4,36
"1155",7250402,1,36
"1156",7250403,1,23
"1157",7250403,2,23
"1158",7250404,3,16
"1159",7250411,1,36
"1160",7250411,2,36
"1161",7250412,1,3
"1162",7250415,3,36
"1163",7250417,1,36
"1164",7250419,1,23
"1165",7250420,1,23
"1166",7250422,1,23
"1167",7250425,1,23
"1168",7250428,1,21
"1169",7250433,1,51
"1170",7250437,1,44
"1171",7250439,1,36
"1172",7250439,2,16
"1173",7250449,3,3
"1174",7250453,1,23
"1175",7250454,1,23
"1176",7250468,1,54
"1177",7250469,1,3
"1178",7250472,2,36
"1179",7250476,1,23
"1180",7250477,1,55
"1181",7250481,2,16
"1182",7250481,3,3
"1183",7250482,1,36
"1184",7250486,1,3
"1185",7250487,1,23
"1186",7250488,1,3
"1187",7250492,1,3
"1188",7250492,2,3
"1189",7250495,1,33
"1190",7250498,1,62
"1191",7250507,1,66
"1192",7250520,1,52
"1193",7250542,2,23
"1194",7250544,1,54
"1195",7250547,1,68
"1196",7250551,2,54
"1197",7250551,3,50
"1198",7250553,1,59
"1199",7250553,2,59
"1200",7250558,1,23
"1201",7250558,2,52
"1202",7250560,1,3
"1203",7250560,2,3
"1204",7250561,1,23
"1205",7250561,2,36
"1206",7250563,1,3
"1207",7250564,1,36
"1208",7250565,3,16
"1209",7250568,1,36
"1210",7250571,1,3
"1211",7250571,2,3
"1212",7250573,1,23
"1213",7250578,1,44
"1214",7250582,1,44
"1215",7250583,1,36
"1216",7250584,1,21
"1217",7250587,1,23
"1218",7250593,1,21
"1219",7250599,1,36
"1220",7250601,6,51
"1221",7250602,1,3
"1222",7250602,2,3
"1223",7250604,1,23
"1224",7250609,1,21
"1225",7250609,2,1
"1226",7250610,1,21
"1227",7250610,2,21
"1228",7250612,1,16
"1229",7250616,1,36
"1230",7250616,2,44
"1231",7250628,1,23
"1232",7250630,1,36
"1233",7250631,1,16
"1234",7250632,1,50
