"","SECUENCIA_ENCUESTA","DIRECTORIO","SECUENCIA_P","Satisfaccion"
"1011",1,7251545,1,60.5
"1012",1,7251556,1,72.5
"1013",1,7251558,1,69.5
"1014",1,7251559,1,65.5
"1015",1,7251563,1,72.5
"1016",1,7251571,1,68
"1017",1,7251573,1,72.5
"1018",1,7251577,1,59.5
"1019",1,7251578,1,65
"1020",1,7251579,1,64
"1021",1,7251580,1,69
"1022",1,7251581,1,72
"1023",1,7251582,1,67
"1024",1,7251585,1,68.5
"1025",1,7251586,1,67.5
"1026",1,7251591,1,69
"1027",1,7251592,1,72
"1028",1,7251603,1,65
"1029",1,7251614,1,68
"1030",1,7251617,1,75
"1031",1,7251621,1,71
"1032",1,7251622,1,70
"1033",1,7251623,1,71
"1034",1,7251627,1,71
"1035",1,7251630,1,68.5
"1036",1,7251632,1,63.5
"1037",1,7251636,1,68.5
"1038",1,7251637,1,68
"1039",1,7251642,1,67.5
"1040",1,7251644,1,67
"1041",1,7251646,1,75
"1042",1,7251647,1,72.5
"1043",1,7251648,1,66
"1044",1,7251650,1,74
"1045",1,7251664,1,66
"1046",1,7251675,1,68
"1047",1,7251678,1,75
"1048",1,7251686,1,68
"1049",1,7251687,1,60
"1050",1,7251690,1,74
"1051",1,7251692,2,67
"1052",1,7251693,1,68
"1053",1,7251696,1,74
"1054",1,7251699,1,75
"1055",1,7251700,1,72.5
"1056",1,7251701,1,71.5
"1057",1,7251702,1,62
"1058",1,7251719,1,67
"1059",1,7251720,1,65.5
"1060",1,7251723,1,75
"1061",1,7251724,1,68.5
"1062",1,7251725,1,72.5
"1063",1,7251726,1,53
"1064",1,7251733,1,60.5
"1065",1,7251737,1,68.5
"1066",1,7251738,1,71
"1067",1,7251739,1,53
"1068",1,7251754,1,60.5
"1069",1,7251759,1,65
"1070",1,7251760,1,55.5
"1071",1,7251766,1,63
"1072",1,7251767,1,52.5
"1073",1,7251770,1,67
"1074",1,7251778,1,68.5
"1075",1,7251779,1,71
"1076",1,7251781,1,75
"1077",1,7251783,1,62.5
"1078",1,7251784,1,70
"1079",1,7251787,1,72
"1080",1,7251790,1,66.5
"1081",1,7251795,1,67
"1082",1,7251810,1,57.5
"1083",1,7251828,1,71
"1084",1,7251833,1,68
"1085",1,7251845,1,76
"1086",1,7251846,1,71
"1087",1,7251847,1,71
"1088",1,7251848,1,71
"1089",1,7251849,1,63.5
"1090",1,7251850,1,71
"1091",1,7251853,1,71
"1092",1,7251855,1,71
"1093",1,7251859,1,75
"1094",1,7251861,1,71.5
"1095",1,7251862,1,68.5
"1096",1,7251878,1,67
"1097",1,7251888,1,63
"1098",1,7251890,1,76
"1099",1,7251895,1,74
"1100",1,7251902,1,72
"1101",1,7251904,1,71.5
"1102",1,7251906,1,75
"1103",1,7251909,1,68.5
"1104",1,7251910,2,69
"1105",1,7251913,1,68.5
"1106",1,7251915,1,75
"1107",1,7251928,1,71.5
"1108",1,7251930,1,69.5
"1109",1,7251931,1,72
"1110",1,7251939,1,71.5
"1111",1,7251946,1,71
"1112",1,7251953,1,72.5
"1113",1,7251959,1,68.5
"1114",1,7251962,1,71
"1115",1,7251965,1,72.5
"1116",1,7251966,1,71
"1117",1,7251971,1,74
"1118",1,7251979,1,58.5
"1119",1,7251980,1,71
"1120",1,7251983,1,73
"1121",1,7251987,1,63
"1122",1,7252003,1,56
"1123",1,7252004,1,66.5
"1124",1,7252007,1,75
"1125",1,7252008,1,68
"1126",1,7252010,1,64.5
"1127",1,7252013,1,70
"1128",1,7252024,1,71
"1129",1,7252025,1,66
"1130",1,7252027,1,75
"1131",1,7252028,1,68
"1132",1,7252032,1,64
"1133",1,7252034,1,71.5
"1134",1,7252036,1,65.5
"1135",1,7252039,1,71
"1136",1,7252046,1,75
"1137",1,7252048,1,68.5
"1138",1,7252050,1,70
"1139",1,7252052,1,64
"1140",1,7252057,1,68.5
"1141",1,7252060,1,66
"1142",1,7252068,1,72.5
"1143",1,7252082,1,74
"1144",1,7252083,1,69
"1145",1,7252084,1,70
"1146",1,7252086,1,73
"1147",1,7252090,1,59.5
"1148",1,7252095,1,71.5
"1149",1,7252096,1,75
"1150",1,7252129,1,75
"1151",1,7252151,1,71
"1152",1,7252158,1,72.5
"1153",1,7252171,1,71
"1154",1,7252183,1,54
"1155",1,7252184,1,71
"1156",1,7252185,1,69
"1157",1,7252187,1,69
"1158",1,7252189,1,63.5
"1159",1,7252199,1,67
"1160",1,7252201,1,68
"1161",1,7252210,1,66.5
"1162",1,7252213,1,73
"1163",1,7252214,1,63.5
"1164",1,7252219,1,66
"1165",1,7252225,1,69.5
"1166",1,7252234,1,65.5
"1167",1,7252239,1,68
"1168",1,7252241,1,68
"1169",1,7252242,1,68
"1170",1,7252244,1,63
"1171",1,7252245,1,76
"1172",1,7252255,1,67
"1173",1,7252273,1,58
"1174",1,7252297,1,66
"1175",1,7252299,1,59
"1176",1,7252313,1,66.5
"1177",1,7252316,1,68.5
"1178",1,7252328,1,66
"1179",1,7252333,1,71
"1180",1,7252336,1,67
"1181",1,7252337,1,67
"1182",1,7252338,1,65.5
"1183",1,7252340,1,72
"1184",1,7252361,1,72.5
"1185",1,7252362,1,58
"1186",1,7252363,1,72
"1187",1,7252366,1,71
"1188",1,7252379,1,68
"1189",1,7252381,1,66
"1190",1,7252382,1,60.5
"1191",1,7252389,1,75
"1192",1,7252392,1,72
"1193",1,7252393,1,74
"1194",1,7252398,1,65.5
"1195",1,7252405,1,74
"1196",1,7252408,1,66
"1197",1,7252409,1,74
"1198",1,7252410,1,61
"1199",1,7252413,1,75
"1200",1,7252415,1,72
"1201",1,7252419,1,68.5
"1202",1,7252431,1,66.5
"1203",1,7252433,1,72.5
"1204",1,7252441,1,66.5
"1205",1,7252442,1,74
"1206",1,7252446,1,54.5
"1207",1,7252457,1,59
"1208",1,7252458,1,64.5
"1209",1,7252477,1,65.5
"1210",1,7252482,1,55
"1211",1,7252483,1,66.5
"1212",1,7252484,1,69
"1213",1,7252505,1,63
"1214",1,7252510,1,68.5
"1215",1,7252516,1,68.5
"1216",1,7252522,1,75
"1217",1,7252524,1,69
"1218",1,7252530,1,68.5
"1219",1,7252531,1,66.5
"1220",1,7252534,1,66
"1221",1,7252535,1,65
"1222",1,7252546,1,64
"1223",1,7252548,1,61
"1224",1,7252550,1,67
"1225",1,7252553,1,62.5
"1226",1,7252554,1,60
"1227",1,7252558,1,64.5
"1228",1,7252566,1,67
"1229",1,7252567,1,58.5
"1230",1,7252569,1,68.5
"1231",1,7252579,1,63
"1232",1,7252597,1,71
"1233",1,7252599,1,71
"1234",1,7252603,1,71
"1235",1,7252607,1,63.5
"1236",1,7252609,1,66.5
"1237",1,7252611,1,66
"1238",1,7252618,1,70
"1239",1,7252619,1,72
"1240",1,7252625,1,46.5
"1241",1,7252630,1,68.5
"1242",1,7252631,1,75
"1243",1,7252633,1,71
"1244",1,7252638,1,66.5
"1245",1,7252645,1,68.5
"1246",1,7252646,1,71
"1247",1,7252648,1,62.5
"1248",1,7252659,1,65.5
"1249",1,7252660,1,59.5
"1250",1,7252671,1,64.5
"1251",1,7252674,1,66.5
"1252",1,7252677,1,68.5
"1253",1,7252680,1,68.5
"1254",1,7252692,1,71
"1255",1,7252700,1,68
"1256",1,7252703,1,67.5
"1257",1,7252706,1,68
"1258",1,7252713,1,71.5
"1259",1,7252716,1,60.5
"1260",1,7252722,1,70
"1261",1,7252730,1,70
"1262",1,7252735,1,74
"1263",1,7252764,1,75
"1264",1,7252766,1,70
"1265",1,7252771,1,71
"1266",1,7252772,1,71
"1267",1,7252779,1,75
"1268",1,7252780,1,69
"1269",1,7252784,1,69.5
"1270",1,7252786,1,73
"1271",1,7252791,1,65.5
"1272",1,7252795,1,66.5
"1273",1,7252796,1,70
"1274",1,7252797,1,72.5
"1275",1,7252799,1,72.5
"1276",1,7252800,1,71.5
"1277",1,7252803,1,71
"1278",1,7252804,1,71
"1279",1,7252805,1,71
"1280",1,7252807,1,71
"1281",1,7252811,1,70
"1282",1,7252814,1,61.5
"1283",1,7252821,1,63.5
"1284",1,7252825,1,70
"1285",1,7252829,1,70
"1286",1,7252830,1,69
"1287",1,7252832,1,65
"1288",1,7252834,1,64.5
"1289",1,7252838,1,60.5
"1290",1,7252839,1,67
"1291",1,7252849,1,68
"1292",1,7252851,1,65.5
"1293",1,7252856,1,65
"1294",1,7252857,1,64
"1295",1,7252858,1,70
"1296",1,7252860,1,71
"1297",1,7252862,1,69
"1298",1,7252867,1,65.5
"1299",1,7252889,1,65
"1300",1,7252895,1,70
"1301",1,7252897,1,72
"1302",1,7252898,1,71
"1303",1,7252900,1,74
"1304",1,7252904,1,72
"1305",1,7252912,1,66
"1306",1,7252915,1,62
"1307",1,7252919,1,62
"1308",1,7252921,1,71
"1309",1,7252922,1,71
"1310",1,7252926,1,68.5
"1311",1,7252927,1,54
"1312",1,7252935,1,75
"1313",1,7252941,1,61
"1314",1,7252943,1,67.5
"1315",1,7252945,1,66
"1316",1,7252946,1,67
"1317",1,7252948,1,67
"1318",1,7252949,1,61
"1319",1,7252950,1,62.5
"1320",1,7252951,1,69.5
"1321",1,7252961,1,62
"1322",1,7252971,1,68.5
"1323",1,7252975,1,67
"1324",1,7252977,1,74
"1325",1,7252978,1,59
"1326",1,7252983,1,71
"1327",1,7252985,1,54
"1328",1,7252987,1,49
"1329",1,7252989,1,68.5
"1330",1,7252990,1,70
"1331",1,7252998,1,76
"1332",1,7252999,1,58
"1333",1,7253003,1,72
"1334",1,7253017,1,77
"1335",1,7253026,1,72.5
"1336",1,7253046,1,66.5
"1337",1,7253047,1,65
"1338",1,7253048,1,71
"1339",1,7253053,1,69.5
"1340",1,7253060,1,69.5
"1341",1,7253062,1,67
"1342",1,7253063,1,66.5
"1343",1,7253067,1,64.5
"1344",1,7253068,1,69
"1345",1,7253070,1,64.5
"1346",1,7253071,1,67.5
"1347",1,7253073,1,65.5
"1348",1,7253075,1,68.5
"1349",1,7253078,1,64
"1350",1,7253082,1,68.5
"1351",1,7253093,1,71
"1352",1,7253110,1,70
"1353",1,7253111,1,71
"1354",1,7253112,1,71
"1355",1,7253120,1,71
"1356",1,7253122,1,68
"1357",1,7253123,1,72
"1358",1,7253125,1,71
"1359",1,7253126,1,71.5
"1360",1,7253128,1,72.5
"1361",1,7253136,1,71
"1362",1,7253137,1,65.5
"1363",1,7253138,1,71
"1364",1,7253146,1,71
"1365",1,7253147,1,71
"1366",1,7253148,1,71
"1367",1,7253150,1,71
"1368",1,7253151,1,69
"1369",1,7253157,1,69
"1370",1,7253166,1,71
"1371",1,7253172,1,65.5
"1372",1,7253176,1,71
"1373",1,7253180,1,71
"1374",1,7253181,1,71
"1375",1,7253182,1,64.5
"1376",1,7253190,1,72
"1377",1,7253193,1,67.5
"1378",1,7253204,1,68
"1379",1,7253205,1,68.5
"1380",1,7253207,1,71
"1381",1,7253210,1,68.5
"1382",1,7253217,1,71
"1383",1,7253226,1,65.5
"1384",1,7253228,1,68.5
"1385",1,7253234,1,67.5
"1386",1,7253239,1,66.5
"1387",1,7253245,1,65
"1388",1,7253250,1,65
"1389",1,7253256,1,71
"1390",1,7253262,1,54
"1391",1,7253265,1,71
"1392",1,7253270,1,71
"1393",1,7253273,1,72
"1394",1,7253287,1,70
"1395",1,7253289,1,68
"1396",1,7253295,1,69
"1397",1,7253296,1,69
"1398",1,7253298,1,69.5
"1399",1,7253302,1,63.5
"1400",1,7253303,1,67
"1401",1,7253314,1,69
"1402",1,7253327,1,75
"1403",1,7253328,1,71
"1404",1,7253330,1,71
"1405",1,7253333,1,67
"1406",1,7253336,1,66
"1407",1,7253338,1,60
"1408",1,7253343,1,61.5
"1409",1,7253345,1,71
"1410",1,7253361,1,67
"1411",1,7253362,1,67.5
"1412",1,7253367,1,71
"1413",1,7253368,1,69
"1414",1,7253369,1,59.5
"1415",1,7253373,1,71.5
"1416",1,7253374,1,64.5
"1417",1,7253376,1,71.5
"1418",1,7253377,1,75
"1419",1,7253378,1,71
"1420",1,7253379,1,67.5
"1421",1,7253385,1,58.5
"1422",1,7253398,1,60.5
"1423",1,7253401,1,70
"1424",1,7253402,1,64.5
"1425",1,7253409,1,68.5
"1426",1,7253420,1,53
"1427",1,7253423,1,64.5
"1428",1,7253426,1,55
"1429",1,7253427,1,57
"1430",1,7253428,1,72.5
"1431",1,7253431,1,68.5
"1432",1,7253436,1,68.5
"1433",1,7253442,1,62
"1434",1,7253443,1,62.5
"1435",1,7253446,1,71
"1436",1,7253447,1,65
"1437",1,7253448,1,65
"1438",1,7253454,1,68.5
"1439",1,7253460,1,68
"1440",1,7253465,1,68.5
"1441",1,7253474,1,74
"1442",1,7253493,1,48.5
"1443",1,7253502,1,70
"1444",1,7253512,1,67.5
"1445",1,7253514,1,46.5
"1446",1,7253519,1,65
"1447",1,7253523,1,72
"1448",1,7253524,1,75
"1449",1,7253527,1,71.5
"1450",1,7253533,1,72.5
"1451",1,7253534,1,71
"1452",1,7253538,1,68
"1453",1,7253542,1,69
"1454",1,7253544,1,68
"1455",1,7253545,1,73
"1456",1,7253546,1,71.5
"1457",1,7253548,1,76
"1458",1,7253554,1,70
"1459",1,7253560,1,69
"1460",1,7253561,1,57
"1461",1,7253569,1,69
"1462",1,7253573,1,68.5
"1463",1,7253574,1,67
"1464",1,7253577,1,73
"1465",1,7253579,1,70
"1466",1,7253581,1,71.5
"1467",1,7253582,1,69.5
"1468",1,7253584,1,65
"1469",1,7253591,1,72
"1470",1,7253592,1,72
"1471",1,7253594,1,68.5
"1472",1,7253603,1,74
"1473",1,7253604,1,76
"1474",1,7253612,1,70.5
"1475",1,7253613,1,67.5
"1476",1,7253614,1,68
"1477",1,7253616,1,68
"1478",1,7253619,1,71
"1479",1,7253622,1,61.5
"1480",1,7253623,1,71.5
"1481",1,7253624,1,69
"1482",1,7253625,1,54.5
"1483",1,7253627,1,68
"1484",1,7253628,1,53.5
"1485",1,7253629,1,69.5
"1486",1,7253632,1,67
"1487",1,7253639,1,66
"1488",1,7253645,1,66
"1489",1,7253646,1,62
"1490",1,7253651,1,62
"1491",1,7253681,2,57.5
"1492",1,7253684,1,75
"1493",1,7253685,1,69.5
"1494",1,7253689,1,63
"1495",1,7253693,1,71
"1496",1,7253698,1,72
"1497",1,7253699,1,73
"1498",1,7253700,1,67
"1499",1,7253702,1,55.5
"1500",1,7253703,1,65
"1501",1,7253704,1,66
"1502",1,7253706,1,64
"1503",1,7253707,1,58
"1504",1,7253716,1,62.5
"1505",1,7253724,1,68.5
"1506",1,7253725,1,55
"1507",1,7253734,1,58.5
"1508",1,7253735,1,71
"1509",1,7253738,1,74
"1510",1,7253741,1,67.5
"1511",1,7253749,1,66
"1512",1,7253773,1,66.5
"1513",1,7253775,1,69
"1514",1,7253776,1,67.5
"1515",1,7253778,1,66.5
"1516",1,7253784,1,70
"1517",1,7253786,1,61.5
"1518",1,7253787,1,59.5
"1519",1,7253789,1,69
"1520",1,7253791,1,71
"1521",1,7253793,1,65.5
"1522",1,7253794,1,64
"1523",1,7253795,1,65
"1524",1,7253797,1,63
"1525",1,7253802,1,64
"1526",1,7253811,1,69
"1527",1,7253812,1,66.5
"1528",1,7253816,1,65.5
"1529",1,7253823,1,64
"1530",1,7253824,1,56.5
"1531",1,7253827,1,69
"1532",1,7253839,1,65
"1533",1,7253841,1,71
"1534",1,7253845,1,71
"1535",1,7253847,1,71
"1536",1,7253851,1,65.5
"1537",1,7253852,1,63
"1538",1,7253854,1,64.5
"1539",1,7253855,1,66.5
"1540",1,7253856,1,60
"1541",1,7253869,1,69.5
"1542",1,7253874,1,61
"1543",1,7253875,1,65
"1544",1,7253876,1,68
"1545",1,7253877,1,53
"1546",1,7253881,1,67.5
"1547",1,7253883,1,55
"1548",1,7253884,1,72.5
"1549",1,7253885,1,68.5
"1550",1,7253890,1,71
"1551",1,7253891,1,74
"1552",1,7253898,1,68
"1553",1,7253901,1,75
"1554",1,7253908,1,72.5
"1555",1,7253913,1,75
"1556",1,7253918,1,71
"1557",1,7253924,1,65.5
"1558",1,7253936,1,68.5
"1559",1,7253937,1,65.5
"1560",1,7253938,1,75
"1561",1,7253939,1,74
"1562",1,7253940,1,63.5
"1563",1,7253945,1,66
"1564",1,7253951,1,57.5
"1565",1,7253952,1,68.5
"1566",1,7253960,1,63
"1567",1,7253964,1,65.5
"1568",1,7253965,1,64.5
"1569",1,7253966,1,70
"1570",1,7253967,1,75
"1571",1,7253968,1,70
"1572",1,7253973,1,68.5
"1573",1,7253974,1,73
"1574",1,7253976,1,69.5
"1575",1,7253977,1,71
"1576",1,7253980,1,72.5
"1577",1,7253982,1,71.5
"1578",1,7253983,1,68.5
"1579",1,7253984,1,72.5
"1580",1,7253988,1,68
"1581",1,7253992,1,71
"1582",1,7253993,1,70
"1583",1,7253994,1,64.5
"1584",1,7253995,1,58.5
"1585",1,7253998,1,69.5
"1586",1,7254002,1,55.5
"1587",1,7254004,1,62.5
"1588",1,7254005,1,72.5
"1589",1,7254012,1,68.5
"1590",1,7254016,1,64
"1591",1,7254023,1,66.5
"1592",1,7254025,1,61
"1593",1,7254026,1,65
"1594",1,7254027,1,63.5
"1595",1,7254031,1,65
"1596",1,7254032,1,66.5
"1597",1,7254042,1,60
"1598",1,7254043,1,61.5
"1599",1,7254048,1,61.5
"1600",1,7254054,1,61
"1601",1,7254057,1,66
"1602",1,7254063,1,62.5
"1603",1,7254064,1,51.5
"1604",1,7254069,1,57
"1605",1,7254076,1,61.5
"1606",1,7254079,1,57.5
"1607",1,7254085,1,60
"1608",1,7254089,1,71
"1609",1,7254094,1,64
"1610",1,7254096,1,43.5
"1611",1,7254101,1,64
"1612",1,7254107,1,66.5
"1613",1,7254108,1,62
"1614",1,7254113,1,70
"1615",1,7254114,1,67
"1616",1,7254116,1,67.5
"1617",1,7254117,1,68.5
"1618",1,7254122,1,72
"1619",1,7254128,1,58.5
"1620",1,7254130,1,72.5
"1621",1,7254140,1,72.5
"1622",1,7254146,1,64.5
"1623",1,7254150,1,75
"1624",1,7254152,1,56
"1625",1,7254153,1,69
"1626",1,7254157,1,68.5
"1627",1,7254169,1,59
"1628",1,7254180,1,70
"1629",1,7254189,1,64.5
"1630",1,7254191,1,64.5
"1631",1,7254192,1,58.5
"1632",1,7254193,1,64.5
"1633",1,7254199,1,67
"1634",1,7254205,1,64
"1635",1,7254209,1,64
"1636",1,7254210,1,71
"1637",1,7254217,1,67.5
"1638",1,7254218,1,67.5
"1639",1,7254223,1,64
"1640",1,7254226,1,64
"1641",1,7254230,1,62
"1642",1,7254235,1,69
"1643",1,7254240,1,56
"1644",1,7254241,1,68
"1645",1,7254243,1,68.5
"1646",1,7254245,1,66.5
"1647",1,7254246,1,67.5
"1648",1,7254250,1,66
"1649",1,7254274,1,71
"1650",1,7254280,1,65.5
"1651",1,7254303,1,68.5
"1652",1,7254310,1,66.5
"1653",1,7254318,1,72
"1654",1,7254322,1,62.5
"1655",1,7254323,1,75
"1656",1,7254347,1,69.5
"1657",1,7254365,1,71
"1658",1,7254367,1,49
"1659",1,7254374,1,71
"1660",1,7254383,1,74.5
"1661",1,7254385,1,68.5
"1662",1,7254388,1,60
"1663",1,7254391,1,70
"1664",1,7254399,1,71
"1665",1,7254408,1,71
"1666",1,7254415,1,63.5
"1667",1,7254436,1,71
"1668",1,7254442,1,70
"1669",1,7254477,1,67
"1670",1,7254481,1,71
"1671",1,7254503,1,67
"1672",1,7254508,1,71
"1673",1,7254524,1,68
"1674",1,7254525,1,75
"1675",1,7254526,1,71
"1676",1,7254528,1,71
"1677",1,7254541,1,64.5
"1678",1,7254542,1,60.5
"1679",1,7254546,1,68.5
"1680",1,7254560,1,54.5
"1681",1,7254567,1,67
"1682",1,7254591,1,57
"1683",1,7254595,1,62
"1684",1,7254609,1,64
"1685",1,7254612,1,65.5
"1686",1,7254614,1,49.5
"1687",1,7254620,1,69
"1688",1,7254621,1,71
"1689",1,7254629,1,64.5
"1690",1,7254634,1,68
"1691",1,7254637,1,71
"1692",1,7254641,1,65.5
"1693",1,7254642,1,69
"1694",1,7254647,1,67
"1695",1,7254648,1,65.5
"1696",1,7254652,1,71
"1697",1,7254658,1,71
"1698",1,7254659,1,68
"1699",1,7254671,1,59
"1700",1,7254683,1,71
"1701",1,7254691,1,71
"1702",1,7254702,1,62.5
"1703",1,7254716,1,68.5
"1704",1,7254717,1,68.5
"1705",1,7254721,1,71
"1706",1,7254722,1,60.5
"1707",1,7254733,1,68.5
"1708",1,7254737,1,71
"1709",1,7254739,1,69
"1710",1,7254744,1,69
"1711",1,7254750,1,68
"1712",1,7254752,1,66.5
"1713",1,7254756,1,66
"1714",1,7254758,1,66
"1715",1,7254759,1,62
"1716",1,7254761,1,69
"1717",1,7254763,1,65
"1718",1,7254768,1,68
"1719",1,7254778,1,70
"1720",1,7254779,1,61
"1721",1,7254786,1,75
"1722",1,7254802,1,68.5
"1723",1,7254815,1,66.5
"1724",1,7254819,1,67
"1725",1,7254820,1,71
"1726",1,7254827,1,65
"1727",1,7254836,1,55.5
"1728",1,7254839,1,68
"1729",1,7254872,1,71
"1730",1,7254880,1,68
"1731",1,7254887,1,71
"1732",1,7254888,1,71
"1733",1,7254889,1,71
"1734",1,7254891,1,71
"1735",1,7254895,1,71
"1736",1,7254896,1,68.5
"1737",1,7254898,1,71
"1738",1,7254902,1,71
"1739",1,7254911,1,71
"1740",1,7254923,1,71
"1741",1,7254934,1,71
"1742",1,7254936,1,75
"1743",1,7254937,1,71
"1744",1,7254943,1,75
"1745",1,7254944,1,71
"1746",1,7254949,1,59.5
"1747",1,7254952,1,69.5
"1748",1,7254956,1,71
"1749",1,7254962,1,71
"1750",1,7254965,1,66.5
"1751",1,7254970,1,75
"1752",1,7254974,1,75
"1753",1,7254990,1,71
"1754",1,7254994,1,69
"1755",1,7255000,1,68.5
"1756",1,7255005,1,69.5
"1757",1,7255006,1,64.5
"1758",1,7255007,1,67.5
"1759",1,7255010,1,66
"1760",1,7255012,1,62
"1761",1,7255013,1,59
"1762",1,7255017,1,66.5
"1763",1,7255018,1,61
"1764",1,7255027,1,60.5
"1765",1,7255033,1,70.5
"1766",1,7255041,1,59
"1767",1,7255049,1,71
"1768",1,7255050,1,67.5
"1769",1,7255058,1,54
"1770",1,7255060,1,74
"1771",1,7255062,1,71
"1772",1,7255064,1,68.5
"1773",1,7255075,1,62.5
"1774",1,7255083,1,68.5
"1775",1,7255085,1,61.5
"1776",1,7255087,1,71
"1777",1,7255089,1,64.5
"1778",1,7255093,1,54.5
"1779",1,7255097,1,63.5
"1780",1,7255098,1,70
"1781",1,7255101,1,68
"1782",1,7255105,1,68
"1783",1,7255117,1,68.5
"1784",1,7255121,1,58
"1785",1,7255135,1,67.5
"1786",1,7255141,1,71
"1787",1,7255150,1,55
"1788",1,7255154,1,68
"1789",1,7255155,1,67
"1790",1,7255157,1,66
"1791",1,7255161,1,63
"1792",1,7255167,1,70
"1793",1,7255174,1,55.5
"1794",1,7255176,1,65.5
"1795",1,7255177,1,71
"1796",1,7255178,1,71
"1797",1,7255179,1,67
"1798",1,7255184,1,68.5
"1799",1,7255185,1,71
"1800",1,7255186,1,64
"1801",1,7255187,1,66
"1802",1,7255191,1,61.5
"1803",1,7255192,1,68.5
"1804",1,7255195,1,63
"1805",1,7255201,1,71
"1806",1,7255202,1,71
"1807",1,7255209,1,66.5
"1808",1,7255210,1,55.5
"1809",1,7255214,1,71
"1810",1,7255217,1,64
"1811",1,7255222,1,64
"1812",1,7255226,1,75
"1813",1,7255229,1,71
"1814",1,7255230,1,72.5
"1815",1,7255237,1,69
"1816",1,7255238,1,62
"1817",1,7255243,1,71
"1818",1,7255250,1,71
"1819",1,7255256,1,64.5
"1820",1,7255260,1,65.5
"1821",1,7255263,1,68.5
"1822",1,7255265,1,68.5
"1823",1,7255272,1,71
"1824",1,7255278,1,72.5
"1825",1,7255279,1,74
"1826",1,7255284,1,66
"1827",1,7255287,1,73
"1828",1,7255299,1,71
"1829",1,7255303,1,71
"1830",1,7255309,1,71
"1831",1,7255324,1,70
"1832",1,7255328,1,69
"1833",1,7255330,1,63
"1834",1,7255332,1,68.5
"1835",1,7255334,1,71
"1836",1,7255338,1,71
"1837",1,7255346,1,65.5
"1838",1,7255360,1,62
"1839",1,7255368,1,71
"1840",1,7255373,1,66.5
"1841",1,7255375,1,68.5
"1842",1,7255376,1,65
"1843",1,7255382,1,61.5
"1844",1,7255383,1,71
"1845",1,7255386,1,63
"1846",1,7255387,1,67.5
"1847",1,7255388,1,66.5
"1848",1,7255401,1,68.5
"1849",1,7255405,1,70
"1850",1,7255408,1,67
"1851",1,7255409,1,68.5
"1852",1,7255413,1,68.5
"1853",1,7255418,1,71
"1854",1,7255434,1,71
"1855",1,7255436,1,68.5
"1856",1,7255437,1,64
"1857",1,7255443,1,66.5
"1858",1,7255446,1,60
"1859",1,7255454,1,66.5
"1860",1,7255455,1,71
"1861",1,7255477,1,66
"1862",1,7255480,1,70
"1863",1,7255483,1,67.5
"1864",1,7255490,1,71
"1865",1,7255498,1,70
"1866",1,7255500,1,68.5
"1867",1,7255514,1,68
"1868",1,7255515,1,74
"1869",1,7255520,1,76
"1870",1,7255524,4,54.5
"1871",1,7255526,1,75
"1872",1,7255530,1,69.5
"1873",1,7255532,1,66.5
"1874",1,7255533,1,68.5
"1875",1,7255548,1,62.5
"1876",1,7255550,1,66
"1877",1,7255552,1,61.5
"1878",1,7255553,1,64.5
"1879",1,7255556,1,63.5
"1880",1,7255559,1,69
"1881",1,7255568,1,65.5
"1882",1,7255571,1,71
"1883",1,7255577,1,68
"1884",1,7255579,1,71
"1885",1,7255581,1,67
"1886",1,7255586,1,61.5
"1887",1,7255587,1,67
"1888",1,7255590,1,69
"1889",1,7255595,1,67
"1890",1,7255596,1,68
"1891",1,7255597,1,76
"1892",1,7255598,1,74
"1893",1,7255599,1,74
"1894",1,7255600,1,63.5
"1895",1,7255608,1,67
"1896",1,7255609,1,70
"1897",1,7255617,1,68
"1898",1,7255622,1,74
"1899",1,7255634,1,72.5
"1900",1,7255646,1,62
"1901",1,7255658,1,67.5
"1902",1,7255671,1,64.5
"1903",1,7255672,1,72.5
"1904",1,7255677,1,56.5
"1905",1,7255681,1,67.5
"1906",1,7255686,1,70.5
"1907",1,7255729,1,59
"1908",1,7255730,1,63.5
"1909",1,7255732,1,65
"1910",1,7255734,1,64.5
"1911",1,7255739,1,65
"1912",1,7255740,1,46.5
"1913",1,7255740,2,61
"1914",1,7255753,1,65.5
"1915",1,7255754,1,63
"1916",1,7255755,1,59.5
"1917",1,7255756,1,60.5
"1918",1,7255757,1,60.5
"1919",1,7255758,1,66
"1920",1,7255759,1,66.5
"1921",1,7255767,1,66
"1922",1,7255769,1,66
"1923",1,7255773,1,59.5
"1924",1,7255774,1,67.5
"1925",1,7255786,1,63
"1926",1,7255794,1,62.5
"1927",1,7255808,1,64.5
"1928",1,7255811,1,62
"1929",1,7255818,1,68
"1930",1,7255820,1,71
"1931",1,7255821,1,69.5
"1932",1,7255826,1,65.5
"1933",1,7255830,1,66
"1934",1,7255834,1,68
"1935",1,7255836,1,64.5
"1936",1,7255845,1,58.5
"1937",1,7255870,1,58.5
"1938",1,7255871,1,50.5
"1939",1,7255872,1,68.5
