"P6040","DIRECTORIO","SECUENCIA_ENCUESTA"
82,7354169,1
64,7354170,1
61,7354170,2
70,7354171,1
61,7354171,2
65,7354172,1
61,7354175,1
76,7354179,1
70,7354180,2
74,7354183,1
62,7354189,2
61,7354194,1
66,7354195,1
61,7354195,2
82,7354207,1
78,7354207,2
69,7354211,2
65,7354212,2
69,7354216,1
68,7354219,1
61,7354219,2
63,7354221,1
71,7354221,2
72,7354222,1
60,7354229,1
77,7354230,2
60,7354233,1
66,7354234,2
86,7354234,4
90,7354237,1
64,7354237,2
61,7354237,3
68,7354241,1
64,7354241,2
70,7354242,1
61,7354244,1
89,7354244,3
62,7354245,3
68,7354246,1
62,7354248,1
60,7354248,2
81,7354248,3
84,7354249,1
66,7354250,1
65,7354268,1
73,7354269,1
91,7354275,1
90,7354275,2
66,7354275,3
65,7354275,4
62,7354275,5
63,7354280,1
87,7354283,3
60,7354284,2
70,7354288,1
63,7354289,1
83,7354290,1
63,7354295,1
64,7354296,1
66,7354296,2
64,7354305,1
64,7354306,1
64,7354306,2
62,7354311,1
80,7354316,4
65,7354320,1
60,7354320,2
83,7354322,1
79,7354322,2
61,7354324,1
61,7354327,1
63,7354329,1
85,7354334,3
66,7354336,1
82,7354339,1
61,7354353,1
77,7354358,1
66,7354359,2
70,7354360,1
77,7354361,1
64,7354361,2
67,7354368,1
87,7354368,4
74,7354368,5
68,7354370,1
67,7354370,2
69,7354374,1
72,7354374,2
81,7354375,1
84,7354375,2
84,7354377,1
60,7354377,3
81,7354378,1
79,7354382,1
71,7354385,1
60,7354386,1
60,7354386,2
71,7354387,1
83,7354388,1
60,7354394,1
60,7354396,2
61,7354399,1
68,7354408,1
63,7354419,1
65,7354420,1
69,7354425,2
62,7354426,1
64,7354436,1
60,7354444,2
65,7354452,1
60,7354453,1
70,7354453,2
64,7354454,1
62,7354455,1
71,7354457,1
66,7354457,2
61,7354459,1
80,7354464,1
68,7354464,2
84,7354470,1
61,7354479,1
61,7354482,1
61,7354490,1
60,7354490,2
68,7354493,1
63,7354493,2
70,7354494,1
69,7354495,1
67,7354495,2
86,7354495,7
70,7354505,1
61,7354505,2
79,7354507,1
85,7354513,1
76,7354513,2
70,7354520,1
60,7354521,1
77,7354521,4
72,7354530,1
61,7354533,1
64,7354541,1
64,7354542,1
61,7354550,1
75,7354553,1
78,7354553,2
69,7354554,1
62,7354554,2
62,7354556,1
65,7354560,1
68,7354566,1
62,7354571,1
68,7354572,2
86,7354579,1
68,7354583,1
74,7354585,1
64,7354587,1
85,7354587,3
67,7354594,1
62,7354594,2
62,7354595,1
67,7354597,1
60,7354597,2
65,7354598,1
60,7354598,2
61,7354599,1
64,7354603,1
86,7354605,1
60,7354629,1
61,7354635,1
60,7354636,1
62,7354637,1
60,7354637,2
81,7354640,1
60,7354645,2
61,7354651,1
61,7354651,2
61,7354655,1
70,7354659,1
64,7354659,2
68,7354662,1
71,7354663,1
70,7354663,2
79,7354669,1
81,7354669,2
66,7354687,1
69,7354693,1
72,7354693,2
60,7354694,1
86,7354696,6
64,7354698,1
72,7354699,1
60,7354702,2
65,7354706,1
64,7354707,1
68,7354708,1
70,7354710,1
65,7354717,2
67,7354718,1
67,7354719,1
66,7354722,1
72,7354724,1
64,7354730,1
74,7354739,1
65,7354741,1
63,7354748,1
61,7354749,1
61,7354751,1
62,7354753,1
63,7354754,1
70,7354758,1
63,7354758,2
76,7354761,1
61,7354762,1
62,7354763,1
64,7354767,1
64,7354769,1
72,7354770,1
76,7354770,2
67,7354777,1
63,7354784,1
65,7354784,2
62,7354785,1
68,7354788,1
68,7354790,1
75,7354797,1
69,7354797,2
76,7354798,1
69,7354798,2
61,7354799,1
60,7354799,2
72,7354801,1
68,7354801,2
64,7354802,1
68,7354803,1
63,7354809,1
71,7354810,1
86,7354812,5
84,7354812,6
72,7354815,1
70,7354817,1
64,7354818,1
63,7354818,2
74,7354821,1
64,7354821,2
60,7354823,1
81,7354824,6
72,7354827,1
71,7354831,1
65,7354831,2
85,7354831,8
70,7354833,1
61,7354838,1
65,7354844,1
69,7354846,4
60,7354850,1
61,7354858,1
60,7354861,1
61,7354865,1
78,7354870,1
73,7354871,1
81,7354885,1
60,7354885,2
61,7354887,1
64,7354888,1
62,7354888,2
75,7354889,1
67,7354893,1
62,7354893,2
68,7354896,4
62,7354897,1
62,7354897,2
80,7354898,1
70,7354903,1
70,7354903,2
67,7354912,1
66,7354912,2
64,7354919,1
70,7354924,1
79,7354925,1
77,7354925,2
77,7354926,1
64,7354928,1
61,7354931,1
87,7354931,2
65,7354937,1
72,7354941,1
74,7354941,2
70,7354943,1
70,7354943,2
69,7354944,3
82,7354945,2
72,7354946,1
65,7354947,1
89,7354948,1
64,7354950,1
60,7354951,1
84,7354951,5
76,7354954,1
75,7354959,1
65,7354962,1
66,7354962,2
62,7354973,1
62,7354975,1
94,7354978,3
63,7354981,1
60,7354981,2
63,7354983,1
60,7354988,1
76,7354992,2
72,7354992,3
60,7354996,1
96,7355002,1
63,7355002,2
79,7355004,1
71,7355004,2
73,7355008,1
69,7355013,1
60,7355025,1
86,7355026,1
87,7355026,2
89,7355029,1
91,7355029,3
63,7355030,1
93,7355031,1
62,7355032,1
60,7355036,1
67,7355038,2
66,7355038,3
81,7355039,1
66,7355040,1
68,7355040,2
68,7355043,1
60,7355043,2
61,7355043,3
91,7355046,1
93,7355046,2
62,7355046,3
77,7355047,1
74,7355047,2
81,7355051,1
73,7355053,1
69,7355057,1
68,7355057,2
61,7355063,1
68,7355068,1
73,7355069,1
77,7355070,1
78,7355070,2
70,7355073,1
65,7355073,2
71,7355076,1
71,7355076,2
69,7355089,1
78,7355091,1
68,7355095,1
79,7355096,2
64,7355097,1
75,7355104,2
76,7355113,1
80,7355118,2
88,7355118,3
64,7355120,1
63,7355123,1
73,7355123,2
74,7355130,1
62,7355131,1
60,7355132,1
89,7355144,1
66,7355147,1
97,7355147,2
61,7355155,1
67,7355177,1
91,7355177,5
69,7355179,1
77,7355181,3
79,7355187,1
84,7355187,2
90,7355189,1
70,7355189,2
71,7355190,1
79,7355197,1
73,7355200,1
62,7355202,1
72,7355206,1
71,7355206,2
85,7355211,1
62,7355213,1
68,7355214,1
61,7355217,1
68,7355231,1
66,7355248,1
60,7355252,1
63,7355267,1
66,7355276,1
70,7355281,1
63,7355281,2
71,7355282,1
79,7355282,2
81,7355285,1
84,7355290,1
64,7355292,1
67,7355297,1
84,7355300,2
61,7355305,1
71,7355309,1
60,7355310,1
60,7355312,1
64,7355314,1
86,7355315,1
66,7355316,1
65,7355325,1
61,7355330,1
65,7355330,2
61,7355331,1
78,7355335,5
71,7355338,1
60,7355339,2
85,7355341,4
80,7355343,1
78,7355352,1
70,7355352,2
69,7355355,1
84,7355362,1
61,7355363,1
62,7355371,1
68,7355373,1
62,7355374,1
62,7355376,1
95,7355376,3
60,7355378,1
79,7355381,1
72,7355381,2
79,7355385,1
64,7355386,1
61,7355390,4
63,7355395,1
78,7355397,1
61,7355398,1
60,7355398,2
68,7355399,1
61,7355399,2
65,7355401,1
63,7355401,2
72,7355407,1
62,7355408,1
61,7355408,2
70,7355409,1
69,7355409,2
67,7355411,2
75,7355413,1
72,7355413,2
67,7355415,2
70,7355418,1
76,7355421,1
94,7355422,1
69,7355423,1
71,7355425,1
76,7355425,2
62,7355427,2
78,7355428,1
69,7355428,2
60,7355433,1
68,7355435,4
65,7355436,6
65,7355439,1
68,7355439,2
64,7355443,6
89,7355451,1
83,7355451,2
60,7355456,6
66,7355458,1
66,7355472,1
67,7355474,1
76,7355475,1
78,7355481,4
69,7355481,5
87,7355485,1
60,7355485,2
70,7355486,1
63,7355489,1
64,7355489,2
68,7355491,1
74,7355491,2
80,7355492,1
68,7355494,1
64,7355494,2
62,7355495,1
68,7355495,2
71,7355498,1
82,7355502,1
61,7355506,1
61,7355506,2
78,7355511,1
69,7355511,2
65,7355516,1
61,7355517,1
61,7355519,1
64,7355520,1
71,7355524,1
66,7355524,2
63,7355525,2
76,7355530,1
65,7355539,1
60,7355542,1
60,7355543,2
60,7355548,1
74,7355550,1
60,7355552,1
62,7355554,1
65,7355554,2
80,7355556,1
80,7355557,1
78,7355559,1
80,7355559,2
60,7355560,1
69,7355561,2
64,7355562,3
76,7355565,7
70,7355568,1
63,7355568,2
76,7355568,4
70,7355581,1
65,7355584,1
68,7355584,2
68,7355585,1
85,7355585,7
69,7355586,1
71,7355587,1
68,7355587,2
70,7355600,1
67,7355600,2
65,7355603,1
69,7355606,2
63,7355607,1
74,7355608,1
67,7355612,1
62,7355612,2
85,7355627,3
60,7355635,2
60,7355641,1
66,7355644,1
93,7355650,3
69,7355650,4
68,7355653,1
68,7355657,1
73,7355668,1
63,7355668,2
69,7355669,1
66,7355669,4
61,7355681,1
87,7355682,2
60,7355683,1
61,7355683,2
66,7355696,1
79,7355696,3
66,7355700,1
78,7355701,1
60,7355702,2
66,7355703,4
64,7355706,1
69,7355708,2
72,7355709,1
80,7355712,1
69,7355713,2
69,7355713,3
61,7355715,1
63,7355715,2
69,7355722,4
69,7355729,1
62,7355729,2
60,7355733,1
68,7355736,1
70,7355747,1
60,7355747,2
62,7355748,2
62,7355749,2
69,7355750,1
69,7355750,2
68,7355759,1
70,7355762,1
70,7355762,2
65,7355763,1
65,7355763,2
80,7355765,1
60,7355765,2
63,7355765,3
83,7355766,2
69,7355767,1
67,7355767,2
65,7355771,1
67,7355772,1
61,7355775,2
63,7355781,1
66,7355782,1
61,7355782,2
63,7355783,1
65,7355784,2
68,7355784,3
80,7355785,1
61,7355786,1
86,7355786,3
72,7355790,1
71,7355790,2
78,7355791,1
74,7355791,2
60,7355792,2
69,7355793,2
73,7355796,1
69,7355796,2
63,7355800,1
79,7355802,1
62,7355803,1
72,7355803,2
60,7355805,4
68,7355808,1
70,7355811,1
88,7355813,1
81,7355813,2
75,7355814,1
61,7355815,2
67,7355818,2
85,7355823,1
85,7355823,2
68,7355825,1
74,7355825,2
62,7355826,1
67,7355827,1
72,7355830,1
70,7355830,2
76,7355832,1
78,7355832,2
60,7355834,1
64,7355834,2
64,7355836,1
61,7355836,2
60,7355845,1
95,7355846,2
91,7355847,1
78,7355847,2
87,7355860,1
81,7355860,2
65,7355873,1
68,7355874,1
70,7355880,1
70,7355881,1
66,7355884,1
64,7355890,1
77,7355893,1
77,7355893,2
72,7355894,1
74,7355894,2
71,7355894,3
70,7355894,4
69,7355894,5
67,7355894,6
63,7355895,1
72,7355903,1
77,7355903,2
66,7355917,1
67,7355917,2
65,7355923,1
62,7355923,2
70,7355923,6
70,7355927,1
63,7355927,2
71,7355935,4
87,7355945,3
70,7355948,1
82,7355949,1
74,7355955,1
62,7355956,1
92,7355967,1
80,7355967,2
66,7355969,1
62,7355971,5
79,7355973,1
69,7355976,1
79,7355981,1
87,7355981,4
60,7355982,1
81,7355986,1
70,7355986,2
68,7355988,2
60,7355990,1
78,7355991,1
75,7355992,1
74,7355992,2
68,7355994,1
71,7355994,2
89,7355994,4
72,7355996,1
60,7355999,1
87,7356001,1
75,7356001,2
82,7356007,1
81,7356007,2
79,7356013,1
82,7356021,4
72,7356025,1
82,7356027,1
70,7356027,2
73,7356032,2
65,7356033,2
60,7356035,1
81,7356040,1
70,7356040,2
72,7356041,1
63,7356041,2
78,7356056,1
74,7356056,2
63,7356058,1
69,7356060,1
60,7356060,2
61,7356061,1
90,7356061,2
62,7356063,1
73,7356069,1
78,7356072,6
79,7356073,1
64,7356076,1
82,7356077,1
73,7356077,2
75,7356080,1
65,7356080,2
72,7356081,1
60,7356084,1
62,7356086,1
65,7356094,1
72,7356095,1
72,7356096,1
77,7356101,1
72,7356101,2
67,7356103,2
63,7356104,1
65,7356104,2
67,7356105,1
63,7356109,1
62,7356114,1
63,7356117,1
63,7356121,1
67,7356128,4
73,7356129,1
61,7356135,1
70,7356138,1
65,7356138,2
65,7356141,1
70,7356142,1
71,7356142,2
68,7356143,1
80,7356147,1
73,7356147,2
69,7356154,2
61,7356154,4
60,7356164,1
62,7356164,2
63,7356165,1
75,7356170,1
70,7356170,2
73,7356171,1
74,7356171,2
78,7356175,1
79,7356178,3
69,7356179,1
60,7356179,2
60,7356180,2
68,7356183,1
62,7356183,2
80,7356184,1
62,7356185,1
63,7356186,1
62,7356188,3
65,7356189,1
62,7356190,1
60,7356190,2
75,7356191,1
86,7356193,3
65,7356194,1
83,7356200,3
79,7356201,1
76,7356201,2
73,7356202,1
61,7356204,1
63,7356205,1
60,7356205,2
62,7356206,1
78,7356208,1
68,7356208,2
66,7356209,1
73,7356210,1
70,7356210,2
65,7356211,1
64,7356211,2
70,7356225,2
65,7356228,2
69,7356232,1
82,7356233,1
63,7356237,1
95,7356240,1
61,7356246,1
63,7356259,1
92,7356260,1
75,7356260,2
68,7356266,1
72,7356266,2
64,7356274,1
73,7356278,1
65,7356279,1
64,7356281,1
74,7356282,1
61,7356286,1
63,7356287,1
63,7356287,2
73,7356294,1
62,7356297,1
65,7356297,2
65,7356300,1
64,7356300,2
69,7356302,2
74,7356302,5
80,7356303,2
69,7356305,1
67,7356305,2
61,7356308,1
91,7356308,2
66,7356310,1
67,7356310,2
73,7356319,1
73,7356319,2
79,7356320,1
63,7356324,1
64,7356331,1
65,7356332,1
67,7356333,1
64,7356335,1
68,7356335,2
60,7356340,1
65,7356342,1
65,7356346,1
78,7356346,2
66,7356348,1
64,7356350,1
93,7356352,1
64,7356352,2
67,7356352,4
60,7356356,1
61,7356364,1
65,7356364,2
67,7356367,2
77,7356368,1
67,7356369,1
61,7356369,2
65,7356373,2
79,7356377,1
66,7356378,1
64,7356381,6
66,7356384,1
72,7356384,2
63,7356397,1
63,7356398,1
73,7356399,1
60,7356400,1
62,7356402,1
60,7356405,1
83,7356407,3
63,7356408,1
62,7356409,1
62,7356409,2
72,7356413,1
62,7356415,1
74,7356419,1
66,7356424,1
72,7356424,2
68,7356428,1
61,7356429,1
80,7356432,1
84,7356434,1
66,7356437,3
96,7356438,1
81,7356439,6
89,7356439,7
68,7356441,1
63,7356442,1
71,7356442,2
64,7356445,1
64,7356446,1
64,7356446,2
64,7356448,1
79,7356448,2
65,7356449,1
73,7356452,1
69,7356457,1
65,7356459,1
74,7356460,1
61,7356462,2
61,7356469,1
66,7356474,4
75,7356476,1
64,7356476,2
63,7356482,1
62,7356488,2
60,7356493,1
63,7356494,1
72,7356494,2
61,7356495,1
60,7356495,2
98,7356500,3
64,7356500,4
77,7356501,1
62,7356503,1
68,7356504,1
66,7356504,2
90,7356508,3
62,7356511,1
92,7356515,1
73,7356515,2
71,7356516,1
60,7356516,2
75,7356517,1
69,7356517,2
69,7356523,1
68,7356524,1
79,7356524,11
73,7356529,1
83,7356532,2
66,7356537,1
61,7356543,1
61,7356549,1
60,7356549,2
76,7356561,5
60,7356563,1
77,7356582,1
75,7356582,6
60,7356583,5
91,7356584,1
81,7356584,2
72,7356587,4
80,7356596,3
83,7356604,1
62,7356605,1
71,7356605,2
62,7356613,1
87,7356614,1
65,7356614,2
86,7356615,1
83,7356619,1
70,7356619,2
63,7356623,2
65,7356624,1
90,7356624,2
62,7356624,3
69,7356626,1
66,7356626,2
68,7356630,1
73,7356630,2
62,7356632,1
60,7356634,2
64,7356637,1
64,7356638,1
62,7356638,2
99,7356641,1
64,7356641,2
86,7356645,5
60,7356645,6
65,7356647,5
75,7356649,1
69,7356650,1
66,7356650,2
62,7356653,1
67,7356661,1
64,7356661,2
68,7356662,1
65,7356662,2
66,7356667,1
68,7356669,1
70,7356671,3
82,7356672,1
68,7356672,2
68,7356673,1
70,7356673,2
64,7356676,4
60,7356679,1
78,7356679,4
81,7356680,1
60,7356681,1
84,7356684,1
60,7356686,1
73,7356690,1
71,7356690,2
76,7356691,1
73,7356692,6
63,7356698,1
82,7356699,2
60,7356701,1
91,7356701,3
62,7356705,3
67,7356705,4
69,7356708,1
73,7356710,1
62,7356712,1
60,7356712,2
71,7356713,1
65,7356720,1
84,7356721,3
73,7356731,1
63,7356732,1
81,7356738,1
67,7356743,1
61,7356744,1
74,7356746,1
63,7356747,1
78,7356753,1
66,7356755,1
64,7356759,1
69,7356760,1
81,7356765,1
69,7356769,1
94,7356769,2
67,7356769,3
66,7356783,1
66,7356786,1
62,7356786,2
74,7356787,1
69,7356787,2
66,7356788,2
72,7356788,3
64,7356790,1
81,7356792,1
71,7356794,1
87,7356799,1
64,7356808,1
60,7356810,1
64,7356815,1
84,7356818,1
66,7356818,2
90,7356820,1
86,7356820,2
64,7356821,1
84,7356822,1
67,7356828,1
60,7356832,1
61,7356832,2
61,7356835,1
60,7356838,2
86,7356841,1
81,7356841,2
99,7356842,1
61,7356842,2
70,7356846,1
72,7356850,1
68,7356850,2
80,7356851,1
63,7356853,1
76,7356854,1
72,7356854,2
67,7356856,1
81,7356858,1
79,7356858,2
90,7356860,1
60,7356860,2
72,7356862,1
60,7356865,1
70,7356866,1
66,7356866,2
87,7356867,3
60,7356868,1
78,7356869,1
66,7356870,1
68,7356870,2
74,7356871,1
78,7356871,2
102,7356872,1
70,7356872,2
67,7356876,1
61,7356876,2
86,7356877,2
76,7356882,1
71,7356882,2
68,7356884,1
61,7356884,2
70,7356887,1
62,7356889,1
77,7356890,1
69,7356894,1
64,7356895,1
67,7356896,1
61,7356896,2
64,7356898,1
65,7356898,2
62,7356898,3
65,7356899,1
75,7356902,4
74,7356903,1
66,7356903,2
78,7356905,1
70,7356905,2
68,7356906,1
66,7356912,1
69,7356912,2
64,7356914,1
62,7356914,2
81,7356920,1
62,7356923,1
72,7356925,1
64,7356926,1
61,7356926,2
82,7356927,1
83,7356928,4
64,7356929,1
66,7356933,1
62,7356933,2
72,7356934,1
71,7356938,1
66,7356940,1
65,7356943,1
77,7356944,1
61,7356944,2
64,7356948,1
64,7356950,1
73,7356950,2
74,7356951,1
76,7356951,2
76,7356953,1
72,7356956,1
71,7356959,4
69,7356960,1
60,7356963,1
68,7356964,1
68,7356964,2
64,7356965,4
65,7356969,2
63,7356973,1
72,7356975,1
72,7356979,1
82,7356983,2
67,7356984,1
73,7356989,1
70,7356989,2
75,7356992,5
66,7356993,1
62,7356996,1
64,7357003,1
88,7357003,2
61,7357007,1
82,7357023,1
65,7357024,1
62,7357025,1
61,7357027,1
63,7357029,1
73,7357039,1
69,7357039,2
76,7357042,1
67,7357046,1
63,7357046,2
72,7357047,1
70,7357049,1
66,7357050,1
75,7357051,1
63,7357051,2
71,7357054,1
84,7357057,1
80,7357057,2
68,7357058,1
72,7357058,2
87,7357066,1
62,7357066,2
64,7357066,3
68,7357067,1
66,7357069,1
67,7357070,4
61,7357075,1
69,7357075,4
63,7357077,1
88,7357077,2
65,7357078,1
60,7357078,2
64,7357082,1
70,7357083,1
66,7357085,1
60,7357085,2
76,7357086,1
63,7357090,1
61,7357091,3
67,7357092,1
60,7357092,2
65,7357093,1
75,7357094,1
74,7357095,1
65,7357095,2
64,7357097,1
97,7357097,2
61,7357104,1
72,7357109,3
73,7357113,1
70,7357115,1
68,7357115,2
62,7357116,1
65,7357117,1
69,7357130,3
69,7357132,1
60,7357133,1
87,7357135,5
60,7357135,6
79,7357140,1
74,7357140,2
71,7357144,1
72,7357146,1
78,7357146,2
60,7357147,1
61,7357149,1
64,7357149,2
62,7357150,1
60,7357150,2
71,7357152,1
73,7357154,1
66,7357154,2
62,7357156,6
82,7357159,2
75,7357159,3
64,7357160,2
81,7357163,1
73,7357163,2
62,7357165,1
79,7357167,1
74,7357167,2
79,7357169,1
78,7357172,1
60,7357173,1
62,7357173,2
65,7357175,1
60,7357176,2
63,7357187,1
70,7357189,1
72,7357189,2
76,7357190,1
86,7357190,2
72,7357192,5
65,7357200,2
74,7357206,1
67,7357206,2
62,7357209,1
80,7357210,1
65,7357211,1
66,7357213,1
65,7357213,2
63,7357219,1
72,7357226,1
72,7357226,2
76,7357228,1
86,7357229,1
79,7357229,2
68,7357232,1
62,7357232,2
65,7357235,4
69,7357237,1
73,7357237,2
67,7357240,1
72,7357242,1
62,7357249,1
67,7357250,1
66,7357250,2
62,7357253,1
65,7357256,1
62,7357256,2
64,7357258,1
68,7357258,2
70,7357261,5
82,7357263,1
64,7357263,2
61,7357265,2
67,7357271,1
80,7357272,1
87,7357285,1
65,7357285,2
79,7357287,1
71,7357287,2
79,7357288,1
64,7357288,2
71,7357291,1
63,7357292,2
63,7357293,1
68,7357293,2
68,7357297,1
61,7357297,2
66,7357298,1
76,7357301,1
64,7357301,2
64,7357302,1
74,7357303,1
73,7357305,1
65,7357310,1
84,7357317,1
64,7357318,1
66,7357318,2
76,7357319,2
62,7357321,2
72,7357322,1
67,7357323,1
74,7357323,2
70,7357324,1
82,7357326,1
73,7357330,1
72,7357334,1
88,7357334,2
65,7357337,1
81,7357338,1
82,7357338,2
67,7357343,3
68,7357348,1
73,7357350,1
66,7357351,1
73,7357353,1
73,7357353,2
62,7357357,1
73,7357359,1
65,7357360,1
60,7357360,2
80,7357363,1
69,7357367,1
60,7357369,1
60,7357370,1
66,7357371,1
65,7357381,9
63,7357384,1
76,7357387,1
84,7357390,1
76,7357390,2
80,7357391,1
72,7357391,2
67,7357398,1
63,7357398,2
66,7357403,1
68,7357403,2
62,7357410,4
68,7357411,1
60,7357414,1
67,7357416,1
75,7357418,1
88,7357419,1
62,7357419,2
60,7357419,3
60,7357422,1
80,7357426,1
65,7357431,1
74,7357433,1
72,7357434,1
66,7357441,1
91,7357451,5
63,7357453,1
83,7357455,6
70,7357457,1
65,7357458,1
69,7357460,1
82,7357463,1
67,7357466,1
68,7357466,2
70,7357469,4
64,7357482,1
62,7357482,2
74,7357487,1
70,7357489,1
64,7357490,1
70,7357491,1
66,7357492,6
62,7357494,1
73,7357497,1
70,7357497,2
74,7357500,1
68,7357500,2
83,7357501,1
88,7357508,1
80,7357508,2
62,7357508,5
67,7357509,1
63,7357509,2
72,7357510,1
67,7357511,1
84,7357521,1
69,7357521,2
62,7357521,3
66,7357522,1
72,7357522,2
72,7357524,1
68,7357527,1
77,7357527,2
65,7357527,3
75,7357529,1
61,7357530,1
65,7357531,4
74,7357533,1
73,7357534,1
69,7357534,2
73,7357535,1
80,7357535,2
70,7357539,1
60,7357539,2
71,7357543,1
74,7357543,2
71,7357544,1
68,7357550,4
86,7357557,1
66,7357557,2
63,7357568,4
73,7357578,1
89,7357579,1
60,7357580,1
85,7357581,1
62,7357581,2
67,7357585,1
64,7357585,5
62,7357586,1
68,7357592,1
68,7357597,1
77,7357601,1
71,7357603,1
67,7357603,2
84,7357603,4
64,7357606,1
60,7357606,2
66,7357608,1
71,7357608,2
77,7357610,1
88,7357612,1
83,7357612,2
68,7357615,1
64,7357619,1
72,7357619,2
74,7357621,1
69,7357621,2
60,7357624,1
62,7357625,1
62,7357627,1
62,7357628,2
83,7357629,1
70,7357630,1
64,7357632,1
62,7357632,2
71,7357632,3
90,7357633,2
61,7357640,1
81,7357640,2
85,7357641,2
80,7357646,1
61,7357648,1
63,7357649,1
60,7357649,2
67,7357651,1
66,7357652,1
62,7357657,1
80,7357661,1
74,7357661,2
63,7357667,1
73,7357667,2
81,7357677,1
73,7357677,2
63,7357678,1
61,7357679,1
62,7357681,1
71,7357681,2
76,7357684,1
73,7357684,2
61,7357685,1
70,7357686,1
64,7357686,2
71,7357687,1
63,7357689,1
71,7357690,1
64,7357691,1
85,7357691,1
72,7357692,1
75,7357693,4
73,7357695,1
81,7357702,1
66,7357703,2
76,7357704,1
68,7357704,2
76,7357705,1
73,7357706,1
64,7357707,1
60,7357709,1
60,7357709,2
64,7357712,1
77,7357713,3
81,7357723,1
67,7357724,1
66,7357724,2
82,7357726,1
68,7357727,4
63,7357729,1
70,7357730,1
63,7357731,1
63,7357732,1
73,7357733,1
61,7357733,2
63,7357734,1
61,7357734,2
78,7357740,1
75,7357740,2
64,7357743,1
69,7357743,2
61,7357750,1
69,7357758,2
85,7357760,1
61,7357765,1
61,7357765,2
70,7357768,1
68,7357768,2
63,7357775,1
60,7357792,1
65,7357792,3
72,7357794,1
68,7357802,1
63,7357802,3
62,7357806,1
64,7357812,2
66,7357817,1
69,7357818,1
70,7357824,1
66,7357824,2
67,7357831,1
62,7357831,2
61,7357854,1
64,7357856,1
64,7357856,2
70,7357859,3
69,7357865,2
68,7357870,1
82,7357875,1
70,7357878,1
81,7357883,3
88,7357885,7
69,7357894,1
61,7357896,1
64,7357909,1
61,7357914,1
63,7357914,2
62,7357917,1
62,7357917,2
80,7357928,1
66,7357934,1
62,7357938,2
92,7357938,3
68,7357946,1
82,7357952,1
64,7357952,2
60,7357953,2
81,7357957,1
62,7357967,1
61,7357971,2
65,7357972,3
78,7357979,1
69,7357985,1
74,7357990,1
74,7358016,6
60,7358019,2
69,7358020,1
80,7358025,1
68,7358030,1
68,7358030,2
88,7358034,1
80,7358034,2
60,7358036,1
63,7358038,1
66,7358039,1
64,7358045,1
76,7358050,1
65,7358052,1
63,7358055,1
69,7358056,1
60,7358058,1
63,7358061,2
77,7358067,1
88,7358069,1
89,7358069,2
62,7358074,1
80,7358082,5
67,7358087,1
60,7358087,2
61,7358096,1
62,7358096,2
88,7358097,1
70,7358098,1
66,7358098,2
63,7358100,1
68,7358100,2
83,7358106,1
70,7358113,1
76,7358117,6
73,7358121,1
78,7358137,1
64,7358140,1
81,7358143,2
64,7358145,2
64,7358146,1
63,7358150,4
67,7358151,1
61,7358151,2
61,7358154,2
71,7358157,2
68,7358157,3
64,7358161,2
61,7358162,1
62,7358162,2
68,7358164,1
62,7358169,1
60,7358169,2
71,7358172,1
63,7358172,2
79,7358172,3
67,7358175,1
74,7358175,3
69,7358178,1
60,7358179,1
61,7358180,1
67,7358185,1
63,7358186,1
63,7358190,5
68,7358196,1
79,7358196,2
73,7358198,1
79,7358201,1
70,7358201,2
65,7358208,1
66,7358216,1
68,7358217,1
67,7358217,2
73,7358230,1
60,7358230,2
75,7358231,1
65,7358233,1
70,7358234,1
73,7358235,6
75,7358242,1
64,7358242,2
68,7358246,1
60,7358247,1
70,7358257,1
74,7358257,8
91,7358268,1
87,7358268,2
80,7358270,1
69,7358270,2
75,7358273,4
91,7358276,1
68,7358279,1
70,7358279,2
95,7358283,1
85,7358292,1
72,7358297,1
62,7358301,1
69,7358301,2
60,7358302,1
65,7358303,1
65,7358305,2
81,7358308,1
90,7358308,2
68,7358317,1
63,7358317,2
64,7358318,1
66,7358319,1
63,7358319,2
68,7358327,1
81,7358329,1
68,7358336,1
83,7358341,1
60,7358341,2
71,7358342,1
67,7358345,7
62,7358345,8
66,7358347,2
65,7358349,1
74,7358351,2
62,7358352,1
63,7358354,1
62,7358357,1
68,7358359,1
64,7358359,2
60,7358361,1
81,7358369,4
73,7358373,1
64,7358374,2
60,7358377,2
61,7358379,1
63,7358382,1
67,7358390,1
69,7358391,6
65,7358399,1
63,7358401,1
64,7358403,1
68,7358410,2
70,7358415,5
72,7358424,1
61,7358424,2
68,7358427,1
64,7358429,1
78,7358434,1
70,7358434,2
67,7358439,4
76,7358439,5
67,7358442,1
75,7358443,1
85,7358443,2
68,7358448,1
63,7358448,2
64,7358449,1
65,7358449,2
86,7358452,4
60,7358452,5
75,7358455,1
75,7358455,2
67,7358457,1
64,7358457,2
80,7358458,1
60,7358458,2
70,7358460,2
64,7358464,4
71,7358465,1
63,7358467,1
63,7358473,2
89,7358473,4
70,7358477,1
81,7358488,1
61,7358488,2
79,7358489,1
74,7358489,2
66,7358490,1
88,7358490,3
60,7358491,1
80,7358495,1
74,7358495,2
76,7358496,1
75,7358496,2
75,7358497,1
63,7358498,1
61,7358498,2
68,7358499,1
63,7358499,2
62,7358500,1
68,7358503,1
74,7358503,2
74,7358505,1
71,7358508,1
64,7358509,1
64,7358509,2
70,7358514,5
70,7358516,3
62,7358520,1
