DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P8692S3A1
7251861;2;1;2;1268,75396540296;2
7251864;1;1;1;1456,38595481397;1
7251864;2;1;2;1456,38595481397;2
7251865;1;1;1;1169,47604489133;1
7251865;2;1;2;1169,47604489133;2
7251873;1;1;1;1691,67195387062;1
7251873;2;1;2;1691,67195387062;2
7251885;1;1;1;1551,55695946545;1
7251885;2;1;2;1551,55695946545;2
7251886;1;1;1;1585,97193640529;1
7251886;2;1;2;1585,97193640529;2
7251890;1;1;1;1533,01304084366;1
7251890;2;1;2;1533,01304084366;2
7251901;1;1;1;1227,13342888011;1
7251901;2;1;2;1227,13342888011;2
7251902;1;1;1;1691,67195387062;1
7251902;2;1;2;1691,67195387062;2
7251903;1;1;1;1636,46138811792;1
7251903;2;1;2;1636,46138811792;2
7251911;1;1;1;1184,67978644306;1
7251911;2;1;2;1184,67978644306;2
7251917;1;1;1;1155,56810592499;1
7251917;2;1;2;1155,56810592499;2
7251921;1;1;1;1605,11969386703;1
7251921;2;1;2;1605,11969386703;2
7251922;1;1;1;1083,7840215117;1
7251922;2;1;2;1083,7840215117;2
7251940;1;1;1;1139,91952036069;1
7251940;2;1;2;1139,91952036069;2
7251965;1;1;1;17,2851866964132;1
7251965;2;1;2;17,2851866964132;2
7252043;1;1;1;611,992081926867;1
7252043;2;1;2;611,992081926867;2
7252044;1;1;1;711,448389532014;1
7252044;2;1;2;711,448389532014;2
7252045;1;1;1;635,190902210547;1
7252045;2;1;2;635,190902210547;2
7252046;1;1;1;617,099768309687;1
7252046;2;1;2;617,099768309687;2
7252049;1;1;1;678,741611561741;1
7252049;2;1;2;678,741611561741;2
7252061;1;1;1;755,485101003876;1
7252061;2;1;2;755,485101003876;2
7252064;1;1;1;635,190902210547;1
7252064;2;1;2;635,190902210547;2
7252075;1;1;1;242,441746889556;1
7252075;2;1;2;242,441746889556;2
7252082;1;1;1;150,644224721252;1
7252082;2;1;2;150,644224721252;2
7252147;1;1;1;122,090968737896;1
7252147;2;1;2;122,090968737896;2
7252163;1;1;1;197,560113258146;1
7252163;2;1;2;197,560113258146;2
7252163;3;1;3;197,560113258146;3
7252167;1;1;1;214,664078800383;1
7252167;2;1;2;214,664078800383;2
7252170;1;1;1;244,217601058664;1
7252170;2;1;2;244,217601058664;2
7252172;1;1;1;201,414575817193;2
7252172;2;1;2;201,414575817193;3
7252248;1;1;1;1141,91637301714;1
7252248;2;1;2;1141,91637301714;2
7252249;1;1;1;1162,61257235141;1
7252249;2;1;2;1162,61257235141;2
7252333;1;1;1;135,903133590152;1
7252333;2;1;2;135,903133590152;2
7252394;1;1;1;85,5832525287911;1
7252394;2;1;2;85,5832525287911;2
7252459;1;1;1;12,5441812698995;1
7252459;2;1;2;12,5441812698995;2
7252470;1;1;1;13,1863164524237;1
7252470;2;1;2;13,1863164524237;2
7252496;1;1;1;10,8289430711775;1
7252496;2;1;2;10,8289430711775;2
7252496;3;1;3;10,8289430711775;3
7252496;4;1;4;10,8289430711775;5
7252496;5;1;5;10,8289430711775;6
7252599;1;1;1;427,443927289432;1
7252599;2;1;2;427,443927289432;2
7252636;1;1;1;479,992874877094;1
7252636;2;1;2;479,992874877094;2
7252643;1;1;1;457,494655990895;1
7252643;2;1;2;457,494655990895;2
7252645;1;1;1;331,116652570413;1
7252645;2;1;2;331,116652570413;2
7252685;1;1;1;144,094284883488;1
7252685;2;1;2;144,094284883488;2
7252735;1;1;1;34,4291291356148;1
7252735;2;1;2;34,4291291356148;2
7252766;1;1;1;330,481027980224;1
7252766;2;1;2;330,481027980224;2
7252766;3;1;3;330,481027980224;3
7252769;1;1;1;375,294253748834;1
7252769;2;1;2;375,294253748834;2
7252771;1;1;1;438,233382307037;1
7252771;2;1;2;438,233382307037;2
7252776;1;1;1;386,801841963082;1
7252776;2;1;2;386,801841963082;2
7252778;1;1;1;318,902415126996;1
7252778;2;1;2;318,902415126996;2
7252784;1;1;1;250,463697955547;1
7252784;2;1;2;250,463697955547;2
7252786;1;1;1;327,511286481873;1
7252786;2;1;2;327,511286481873;2
7252788;1;1;1;379,230394485784;1
7252788;2;1;2;379,230394485784;2
7252822;1;1;1;264,237495501711;2
7252822;2;1;2;264,237495501711;3
7252822;3;1;3;264,237495501711;4
7252822;4;1;4;264,237495501711;5
7252861;1;1;1;68,9758348894426;1
7252861;2;1;2;68,9758348894426;2
7252861;3;1;3;68,9758348894426;3
7252861;4;1;4;68,9758348894426;4
7252889;1;1;1;47,4047509682881;1
7252889;2;1;2;47,4047509682881;2
7252978;1;1;1;201,35513890437;1
7252978;2;1;2;201,35513890437;2
7252986;1;1;1;249,938969377589;1
7252986;2;1;2;249,938969377589;2
7252987;1;1;1;216,971159518555;1
7252987;2;1;2;216,971159518555;2
7253126;1;1;1;220,29083566793;1
7253126;2;1;2;220,29083566793;2
7253313;1;1;1;213,467107378643;1
7253313;2;1;2;213,467107378643;2
7253316;1;1;1;115,087729952636;1
7253316;2;1;2;115,087729952636;2
7253318;1;1;1;128,337232935826;1
7253318;2;1;2;128,337232935826;2
7253318;3;1;3;128,337232935826;3
7253319;1;1;1;234,612631953225;1
7253319;2;1;2;234,612631953225;2
7253324;1;1;1;177,401631424007;1
7253324;2;1;2;177,401631424007;2
7253335;1;1;1;75,2851618652188;1
7253335;2;1;2;75,2851618652188;2
7253343;1;1;1;64,9133158796811;1
7253343;2;1;2;64,9133158796811;2
7253352;1;1;1;91,8010991325416;1
7253352;2;1;2;91,8010991325416;2
7253377;1;1;1;61,1703096338776;1
7253377;2;1;2;61,1703096338776;2
7253401;1;1;1;107,618060687361;1
7253401;2;1;2;107,618060687361;2
7253423;1;1;1;314,04260537866;1
7253423;2;1;2;314,04260537866;2
7253430;1;1;1;366,361806837171;1
7253430;2;1;2;366,361806837171;2
7253430;3;1;3;366,361806837171;3
7253432;1;1;1;238,230512685442;1
7253432;2;1;2;238,230512685442;2
7253432;3;1;3;238,230512685442;3
7253432;4;1;4;238,230512685442;4
7253440;1;1;1;244,434414820969;1
7253440;2;1;2;244,434414820969;2
7253449;1;1;1;350,437716926855;1
7253449;2;1;2;350,437716926855;2
7253449;3;1;3;350,437716926855;3
7253449;4;1;4;350,437716926855;4
7253450;1;1;1;297,9018695284;1
7253450;2;1;2;297,9018695284;2
7253450;3;1;3;297,9018695284;3
7253450;4;1;4;297,9018695284;4
7253481;1;1;1;22,8359169246159;1
7253481;2;1;2;22,8359169246159;2
7253494;1;1;1;119,649583038296;1
7253494;2;1;2;119,649583038296;2
7253542;1;1;1;238,010979292898;1
7253542;2;1;2;238,010979292898;2
7253579;1;1;1;166,392383518687;1
7253579;2;1;2;166,392383518687;2
7253583;1;1;1;203,715214463846;1
7253583;2;1;2;203,715214463846;2
7253587;1;1;1;183,782248134686;1
7253587;2;1;2;183,782248134686;2
7253588;1;1;1;180,331212248599;1
7253588;2;1;2;180,331212248599;2
7253604;1;1;1;233,480807474281;1
7253604;2;1;2;233,480807474281;2
7253604;3;1;3;233,480807474281;3
7253632;1;1;1;271,11684013223;1
7253632;2;1;2;271,11684013223;2
7253649;1;1;1;53,7659760042039;3
7253649;2;1;2;53,7659760042039;4
7253686;1;1;1;76,019415365813;1
7253686;2;1;2;76,019415365813;2
7253692;1;1;1;72,4320133686959;1
7253692;2;1;2;72,4320133686959;2
7253697;1;1;1;68,2296356069072;1
7253697;2;1;2;68,2296356069072;2
7253699;1;1;1;72,8203251961585;1
7253699;2;1;2;72,8203251961585;2
7253708;1;1;1;75,7647518133657;1
7253708;2;1;2;75,7647518133657;2
7253838;1;1;1;31,9946493375314;1
7253838;2;1;2;31,9946493375314;2
7253859;1;1;1;729,84972051505;1
7253859;2;1;2;729,84972051505;2
7253891;1;1;1;140,527468339023;1
7253891;2;1;2;140,527468339023;2
7253915;1;1;1;82,6543155877037;1
7253915;2;1;2;82,6543155877037;2
7253917;1;1;1;154,945472036346;1
7253917;2;1;2;154,945472036346;2
7253918;1;1;1;98,1170414302314;1
7253918;2;1;2;98,1170414302314;2
7253929;1;1;1;154,945472036346;1
7253929;2;1;2;154,945472036346;2
7253929;3;1;3;154,945472036346;3
7253929;4;1;4;154,945472036346;4
7253934;1;1;1;799,128221278593;1
7253934;2;1;2;799,128221278593;3
7253937;1;1;1;710,731855831994;1
7253937;2;1;2;710,731855831994;2
7253939;1;1;1;710,731855831994;1
7253939;2;1;2;710,731855831994;2
7253947;1;1;1;782,500406594288;1
7253947;2;1;2;782,500406594288;2
