"P6040","DIRECTORIO","SECUENCIA_ENCUESTA"
11,7326983,5
11,7326984,3
10,7326984,4
7,7326984,5
2,7326985,2
9,7326987,3
1,7326987,4
2,7326988,3
7,7326989,3
5,7326989,4
0,7326989,5
5,7326990,2
2,7326990,3
5,7326991,8
11,7326992,5
5,7326992,6
7,7326993,4
2,7326995,3
4,7326997,3
0,7326997,4
5,7326998,5
5,7326999,6
10,7327000,3
9,7327001,3
7,7327001,4
6,7327001,5
3,7327005,3
8,7327006,3
8,7327007,3
4,7327007,4
1,7327007,5
3,7327008,6
0,7327008,7
7,7327009,4
12,7327012,4
10,7327013,6
2,7327017,7
12,7327019,5
4,7327027,3
0,7327027,4
1,7327028,4
6,7327028,6
1,7327029,5
5,7327029,6
11,7327033,4
7,7327033,5
0,7327033,6
6,7327035,3
5,7327036,3
2,7327036,4
9,7327038,5
0,7327038,6
9,7327041,3
9,7327041,4
0,7327042,4
6,7327043,2
8,7327048,3
1,7327048,4
8,7327050,4
0,7327050,5
6,7327051,3
5,7327057,3
3,7327057,4
5,7327060,3
4,7327061,3
5,7327063,3
1,7327065,5
4,7327065,7
2,7327065,8
8,7327067,3
9,7327067,4
10,7327068,4
7,7327069,3
4,7327069,4
10,7327071,2
5,7327071,3
12,7327072,3
8,7327072,4
1,7327076,3
7,7327077,4
4,7327078,4
3,7327078,5
11,7327079,4
3,7327080,3
12,7327081,4
5,7327082,3
2,7327082,4
0,7327082,5
10,7327083,3
9,7327083,4
11,7327084,6
3,7327084,8
11,7327085,4
3,7327086,3
5,7327088,4
6,7327101,5
0,7327108,4
6,7327109,5
0,7327109,6
4,7327110,4
0,7327110,5
6,7327111,3
2,7327111,4
1,7327111,5
2,7327112,3
0,7327115,3
3,7327119,4
11,7327120,6
9,7327120,7
8,7327121,4
0,7327121,5
1,7327122,3
12,7327123,6
12,7327128,3
3,7327128,4
3,7327129,3
4,7327131,5
6,7327132,3
11,7327132,4
2,7327133,4
2,7327136,3
0,7327137,3
6,7327139,2
10,7327141,4
6,7327141,5
11,7327142,3
5,7327146,3
1,7327146,4
11,7327153,5
8,7327153,6
6,7327153,7
4,7327153,8
6,7327154,3
10,7327162,4
11,7327164,4
2,7327164,5
7,7327165,5
7,7327166,3
5,7327166,4
3,7327167,5
8,7327174,3
0,7327174,4
4,7327175,2
3,7327176,5
4,7327177,4
8,7327181,3
2,7327181,4
0,7327181,5
10,7327185,3
0,7327190,2
1,7327192,2
10,7327196,2
2,7327196,3
10,7327199,4
6,7327199,5
10,7327199,7
3,7327200,5
9,7327200,7
8,7327201,3
5,7327201,4
11,7327202,4
2,7327202,5
9,7327203,5
11,7327204,5
6,7327205,7
10,7327206,3
4,7327206,4
9,7327208,4
8,7327215,4
1,7327215,5
9,7327223,5
11,7327225,3
5,7327225,4
12,7327226,5
5,7327226,6
1,7327226,7
7,7327227,3
5,7327227,4
3,7327227,5
4,7327228,7
8,7327228,9
12,7327233,3
8,7327233,4
12,7327234,5
4,7327234,6
4,7327234,9
11,7327239,4
6,7327239,5
12,7327241,3
10,7327242,4
4,7327243,5
3,7327243,6
12,7327247,3
8,7327249,3
5,7327249,4
11,7327250,4
5,7327252,3
3,7327252,4
8,7327255,4
4,7327260,3
1,7327262,3
11,7327269,5
8,7327271,2
11,7327272,3
6,7327272,4
3,7327275,3
9,7327276,4
4,7327278,2
10,7327281,3
3,7327281,4
7,7327282,3
6,7327291,6
0,7327291,7
11,7327293,4
7,7327296,4
6,7327298,3
8,7327299,4
5,7327299,5
2,7327299,6
11,7327300,3
2,7327300,4
11,7327302,3
5,7327303,6
5,7327304,3
6,7327305,5
1,7327307,3
12,7327310,3
11,7327310,4
10,7327314,6
7,7327319,3
2,7327319,4
8,7327321,3
2,7327321,4
2,7327327,3
11,7327328,3
9,7327328,4
4,7327328,5
6,7327331,4
4,7327331,5
10,7327333,3
5,7327338,3
0,7327338,4
3,7327341,3
3,7327346,3
9,7327352,3
5,7327352,4
0,7327356,3
8,7327357,3
10,7327358,3
2,7327358,4
6,7327359,4
9,7327360,3
11,7327361,4
11,7327362,4
5,7327363,4
3,7327364,4
12,7327364,6
11,7327374,7
11,7327375,3
1,7327375,4
3,7327376,4
8,7327377,5
1,7327377,6
11,7327379,3
8,7327379,4
4,7327379,5
9,7327380,7
8,7327384,3
0,7327384,5
11,7327391,4
11,7327396,3
6,7327396,4
11,7327398,3
1,7327403,3
11,7327406,4
9,7327411,3
6,7327413,5
6,7327420,3
12,7327424,4
11,7327432,3
6,7327432,4
4,7327436,3
1,7327436,4
7,7327446,4
2,7327446,5
5,7327449,3
12,7327453,2
10,7327453,3
9,7327453,4
9,7327456,4
3,7327456,5
11,7327459,3
9,7327459,4
10,7327469,2
11,7327470,3
2,7327470,4
2,7327471,4
11,7327471,5
7,7327472,3
4,7327472,4
10,7327481,4
3,7327484,2
2,7327485,2
6,7327487,3
10,7327490,3
3,7327498,2
12,7327499,3
1,7327499,4
4,7327504,3
1,7327508,3
5,7327509,3
0,7327512,4
4,7327515,3
1,7327515,4
6,7327520,3
6,7327526,2
7,7327528,2
11,7327532,3
2,7327532,4
9,7327534,5
5,7327534,6
2,7327534,7
4,7327541,4
3,7327542,3
12,7327545,3
2,7327548,2
4,7327549,5
7,7327550,5
7,7327551,3
4,7327551,4
10,7327553,3
11,7327556,4
6,7327557,3
12,7327559,6
5,7327559,8
5,7327560,3
2,7327563,3
6,7327569,4
1,7327571,3
11,7327573,4
12,7327577,4
8,7327578,3
12,7327580,3
7,7327584,3
5,7327585,3
1,7327585,4
11,7327588,6
8,7327590,3
11,7327591,3
8,7327606,3
0,7327606,5
4,7327609,4
4,7327609,6
3,7327611,2
2,7327611,4
8,7327614,3
4,7327614,4
11,7327616,2
7,7327616,3
3,7327616,6
11,7327622,3
9,7327626,4
0,7327652,5
12,7327653,3
12,7327661,5
11,7327661,6
3,7327662,3
5,7327666,2
11,7327667,2
6,7327667,3
7,7327670,3
0,7327670,4
8,7327672,2
0,7327673,3
8,7327675,3
12,7327676,3
10,7327676,4
7,7327679,3
3,7327679,4
8,7327681,4
6,7327682,3
5,7327683,2
4,7327685,3
4,7327686,3
12,7327747,2
11,7327754,3
9,7327759,5
10,7327760,2
8,7327762,3
2,7327762,4
5,7327765,3
2,7327765,4
5,7327768,4
11,7327769,3
2,7327769,4
7,7327773,5
6,7327773,6
10,7327773,8
1,7327773,11
0,7327786,5
6,7327790,2
1,7327790,3
5,7327792,3
2,7327792,4
3,7327793,3
11,7327794,3
7,7327794,4
3,7327796,3
0,7327796,4
7,7327799,4
7,7327800,3
1,7327800,4
2,7327805,3
8,7327810,3
5,7327810,4
10,7327815,3
2,7327818,3
2,7327818,4
11,7327821,4
5,7327822,3
7,7327842,3
11,7327844,3
11,7327848,2
1,7327848,3
12,7327849,2
3,7327849,3
0,7327849,4
7,7327853,2
2,7327853,3
6,7327856,3
4,7327856,4
3,7327857,2
5,7327858,2
8,7327859,3
4,7327859,4
2,7327870,3
11,7327873,4
8,7327873,5
6,7327873,6
6,7327874,4
4,7327874,5
3,7327874,6
11,7327875,3
8,7327875,4
3,7327875,5
1,7327875,6
7,7327876,3
2,7327876,4
9,7327883,3
0,7327889,2
11,7327891,2
9,7327891,3
7,7327891,4
4,7327891,5
12,7327892,3
9,7327892,4
5,7327892,5
10,7327894,3
6,7327894,4
12,7327896,3
6,7327896,4
5,7327899,5
5,7327902,3
9,7327904,3
8,7327904,4
10,7327905,2
6,7327906,5
6,7327907,3
1,7327907,4
5,7327907,2
5,7327909,2
8,7327910,2
4,7327911,5
10,7327915,6
12,7327916,3
7,7327916,4
3,7327916,5
11,7327924,5
6,7327924,6
11,7327925,4
9,7327925,5
8,7327925,6
5,7327925,7
9,7327927,3
4,7327927,4
2,7327927,5
7,7327928,4
5,7327929,3
3,7327929,4
1,7327929,5
10,7327933,4
10,7327936,4
10,7327939,3
6,7327939,4
6,7327943,3
2,7327944,3
5,7327945,4
11,7327947,3
9,7327947,4
9,7327948,3
7,7327948,4
10,7327949,4
7,7327949,5
3,7327950,2
7,7327955,2
2,7327955,3
11,7327959,3
2,7327959,4
4,7327960,4
9,7327960,5
0,7327961,3
2,7327964,2
8,7327965,3
6,7327965,4
3,7327966,3
4,7327974,3
3,7327975,5
7,7327976,4
6,7327980,4
4,7327980,5
8,7327981,6
12,7327981,8
9,7327982,3
11,7327982,5
3,7327983,3
2,7327983,4
2,7327985,3
1,7327985,4
4,7327986,3
9,7327987,6
12,7327995,4
11,7327995,5
9,7327995,6
8,7327995,7
9,7327996,3
0,7327996,4
6,7327997,3
6,7327997,5
9,7328003,7
1,7328005,3
7,7328006,5
12,7328007,3
11,7328007,4
12,7328011,4
1,7328016,4
6,7328017,3
0,7328018,3
9,7328020,3
4,7328020,4
10,7328023,6
4,7328024,3
0,7328024,4
4,7328025,5
2,7328030,3
7,7328032,3
11,7328033,4
10,7328034,6
3,7328035,6
6,7328036,5
12,7328039,3
9,7328039,4
3,7328039,5
3,7328041,6
10,7328044,4
1,7328047,3
10,7328048,3
8,7328048,4
3,7328048,5
11,7328049,3
7,7328049,4
12,7328050,3
12,7328051,4
12,7328052,5
11,7328054,4
3,7328054,5
2,7328059,3
8,7328063,4
9,7328064,2
12,7328064,5
12,7328065,4
5,7328066,3
7,7328071,4
2,7328071,5
0,7328074,3
3,7328083,3
11,7328086,6
5,7328086,7
10,7328087,4
9,7328087,5
11,7328087,9
9,7328087,10
3,7328087,17
10,7328087,20
8,7328087,21
5,7328087,22
8,7328089,3
6,7328089,4
2,7328089,5
10,7328091,7
8,7328091,8
6,7328091,9
4,7328091,10
1,7328091,11
10,7328092,5
8,7328092,6
1,7328092,7
0,7328094,2
5,7328094,6
6,7328096,3
9,7328099,3
10,7328100,9
6,7328100,10
12,7328101,4
11,7328101,5
5,7328101,6
6,7328103,3
3,7328103,4
5,7328105,5
11,7328106,3
6,7328108,3
2,7328108,4
11,7328109,4
3,7328111,3
6,7328111,5
6,7328113,4
5,7328113,5
8,7328116,5
4,7328117,5
6,7328119,5
5,7328120,6
5,7328122,3
1,7328123,4
5,7328123,6
9,7328124,4
2,7328125,4
12,7328126,4
5,7328126,5
4,7328129,4
1,7328129,6
12,7328131,3
11,7328133,4
5,7328134,3
1,7328134,4
7,7328138,5
2,7328140,3
10,7328141,3
8,7328142,2
8,7328143,3
3,7328143,4
12,7328145,3
12,7328145,4
10,7328145,5
2,7328147,4
8,7328150,3
6,7328150,4
1,7328150,5
11,7328151,5
9,7328151,6
7,7328151,7
6,7328151,8
5,7328151,9
4,7328151,10
1,7328151,11
7,7328152,3
12,7328155,4
9,7328155,5
2,7328155,6
10,7328156,7
1,7328157,5
3,7328159,5
7,7328160,3
6,7328160,4
11,7328161,4
9,7328161,5
11,7328162,3
8,7328162,4
4,7328162,5
5,7328163,3
11,7328166,3
1,7328166,6
2,7328167,6
12,7328168,4
7,7328168,5
2,7328168,6
5,7328170,6
2,7328170,7
0,7328171,5
11,7328175,5
5,7328178,4
3,7328178,5
12,7328180,4
9,7328193,3
0,7328193,6
6,7328194,3
8,7328214,3
5,7328218,3
1,7328218,4
6,7328224,3
0,7328224,4
6,7328227,2
2,7328227,3
1,7328231,2
8,7328234,3
1,7328234,4
2,7328236,3
2,7328242,4
8,7328243,4
10,7328245,2
5,7328245,3
5,7328245,4
5,7328246,3
12,7328248,3
5,7328249,6
1,7328250,4
2,7328253,3
5,7328255,5
12,7328258,3
12,7328260,3
6,7328260,4
6,7328260,5
12,7328266,3
6,7328267,3
4,7328267,4
9,7328274,3
10,7328275,3
5,7328275,4
2,7328275,5
0,7328276,3
11,7328278,4
8,7328282,2
11,7328283,4
10,7328284,3
6,7328284,4
3,7328284,5
12,7328288,4
4,7328289,4
11,7328293,4
12,7328294,3
9,7328294,4
10,7328296,4
10,7328297,3
5,7328297,4
8,7328300,3
4,7328301,5
11,7328303,5
11,7328303,6
1,7328303,7
12,7328304,4
7,7328309,4
7,7328312,3
2,7328318,3
9,7328319,4
2,7328322,2
7,7328328,7
11,7328330,3
7,7328330,4
6,7328330,5
3,7328337,4
6,7328338,2
2,7328338,3
9,7328342,4
3,7328345,3
1,7328345,4
12,7328346,3
10,7328346,4
3,7328346,5
4,7328347,3
0,7328347,4
9,7328350,3
6,7328350,4
3,7328350,5
10,7328351,6
7,7328351,7
5,7328351,8
2,7328351,9
6,7328351,10
3,7328354,3
1,7328354,4
3,7328355,6
5,7328355,7
1,7328361,6
10,7328363,4
1,7328363,5
10,7328369,5
5,7328369,6
2,7328369,7
6,7328370,3
4,7328370,4
4,7328370,3
3,7328370,4
7,7328374,6
1,7328374,7
11,7328375,4
10,7328375,5
8,7328375,6
3,7328375,7
8,7328378,4
1,7328378,5
7,7328379,4
11,7328380,6
9,7328386,3
8,7328386,4
5,7328389,3
2,7328389,4
3,7328389,3
12,7328397,3
9,7328397,4
11,7328398,4
5,7328398,5
11,7328402,5
11,7328402,8
3,7328402,9
10,7328403,2
3,7328403,3
11,7328405,3
11,7328407,3
2,7328407,5
1,7328410,2
0,7328411,3
2,7328414,3
6,7328417,3
3,7328421,3
9,7328429,3
10,7328432,4
4,7328432,5
12,7328433,4
10,7328433,5
0,7328434,3
7,7328436,3
7,7328438,3
2,7328442,2
10,7328443,3
8,7328443,4
7,7328443,5
5,7328443,6
10,7328444,5
8,7328444,6
6,7328444,7
3,7328444,8
1,7328444,9
11,7328448,3
8,7328448,4
4,7328448,5
6,7328448,6
3,7328448,7
1,7328448,8
8,7328451,3
6,7328451,4
12,7328452,3
9,7328452,4
5,7328454,3
1,7328454,4
4,7328459,3
0,7328460,3
10,7328461,3
8,7328461,4
7,7328462,3
5,7328462,4
2,7328462,5
8,7328463,3
4,7328464,3
2,7328464,4
9,7328466,3
7,7328466,4
8,7328468,3
4,7328468,4
0,7328469,3
0,7328472,2
0,7328475,2
3,7328476,3
5,7328477,3
0,7328477,4
5,7328484,3
4,7328484,4
10,7328485,3
1,7328486,3
3,7328487,3
3,7328488,3
1,7328488,4
2,7328489,3
0,7328490,2
11,7328491,3
1,7328495,3
10,7328496,2
7,7328497,3
0,7328497,4
4,7328502,3
0,7328502,4
6,7328505,3
4,7328505,4
11,7328506,4
6,7328506,5
4,7328506,6
7,7328513,5
2,7328515,3
11,7328516,2
8,7328516,3
8,7328517,3
10,7328518,5
6,7328518,6
1,7328528,4
3,7328534,3
1,7328534,4
12,7328535,3
7,7328535,4
11,7328541,2
7,7328543,3
8,7328544,4
10,7328545,2
3,7328545,4
10,7328546,2
6,7328546,3
5,7328549,3
12,7328550,3
2,7328563,3
4,7328566,3
2,7328566,4
2,7328572,2
10,7328581,4
3,7328582,3
4,7328583,3
6,7328584,4
6,7328594,3
3,7328597,3
7,7328598,3
2,7328601,3
0,7328602,3
9,7328606,3
7,7328606,4
4,7328610,5
9,7328613,3
2,7328613,4
9,7328616,3
6,7328616,4
4,7328621,3
4,7328622,3
7,7328623,3
1,7328625,3
9,7328626,5
5,7328627,3
3,7328627,4
1,7328627,5
4,7328628,4
10,7328633,4
6,7328634,3
12,7328639,3
4,7328639,4
2,7328650,2
7,7328654,3
6,7328656,2
4,7328657,3
0,7328657,4
3,7328658,3
3,7328661,3
3,7328669,6
2,7328669,7
11,7328671,5
7,7328671,6
1,7328671,7
3,7328672,3
0,7328672,4
3,7328672,7
1,7328674,3
9,7328675,3
6,7328675,4
3,7328676,3
1,7328676,4
8,7328677,4
5,7328677,5
1,7328678,4
10,7328680,3
9,7328680,4
5,7328689,6
10,7328691,5
12,7328692,3
2,7328692,4
10,7328697,4
7,7328701,3
4,7328701,4
5,7328702,3
1,7328703,7
2,7328705,3
9,7328705,4
5,7328706,3
4,7328706,4
10,7328707,5
8,7328707,6
12,7328708,3
6,7328708,4
6,7328709,3
0,7328709,4
6,7328710,5
1,7328711,3
0,7328711,4
6,7328712,3
1,7328712,4
12,7328713,4
5,7328713,6
2,7328715,2
7,7328721,3
0,7328721,4
11,7328722,3
10,7328722,4
1,7328722,5
6,7328724,4
4,7328724,6
5,7328726,3
8,7328726,4
8,7328733,2
6,7328733,3
4,7328733,4
0,7328733,5
8,7328741,5
11,7328742,6
10,7328742,7
6,7328742,8
2,7328742,9
0,7328743,5
12,7328743,7
12,7328746,4
2,7328746,5
11,7328748,8
7,7328749,3
7,7328751,6
12,7328755,2
6,7328755,3
3,7328755,4
10,7328757,3
5,7328760,3
12,7328764,4
9,7328764,5
6,7328764,6
2,7328764,7
3,7328767,7
3,7328770,4
1,7328771,3
12,7328772,4
10,7328772,5
9,7328772,6
12,7328777,4
1,7328777,6
0,7328779,7
3,7328780,3
7,7328781,3
2,7328781,4
1,7328781,5
9,7328782,2
9,7328783,3
7,7328783,4
1,7328783,5
7,7328784,3
2,7328784,4
1,7328786,3
12,7328789,3
7,7328789,4
8,7328791,2
1,7328791,3
6,7328792,4
9,7328795,3
1,7328795,4
10,7328796,3
4,7328796,4
1,7328797,4
0,7328797,6
9,7328798,3
7,7328798,4
10,7328801,5
7,7328801,6
0,7328802,2
8,7328805,3
4,7328805,4
1,7328805,5
0,7328806,7
5,7328808,3
0,7328808,4
9,7328809,4
6,7328809,5
2,7328810,4
8,7328812,3
8,7328815,4
7,7328820,5
7,7328821,3
7,7328826,3
4,7328826,4
12,7328833,3
8,7328833,4
0,7328833,5
12,7328835,3
1,7328836,3
6,7328839,3
6,7328840,5
5,7328842,3
7,7328846,4
5,7328847,3
12,7328848,4
4,7328850,3
8,7328851,3
0,7328851,4
7,7328852,2
11,7328855,3
8,7328855,4
6,7328855,5
12,7328857,3
12,7328857,4
9,7328857,5
8,7328857,6
8,7328857,7
8,7328863,3
5,7328863,4
2,7328863,5
6,7328864,3
9,7328865,3
7,7328865,4
3,7328866,4
9,7328872,2
4,7328874,2
11,7328875,4
5,7328875,5
10,7328876,4
8,7328876,5
7,7328881,4
6,7328886,4
12,7328892,5
8,7328894,3
9,7328902,4
5,7328906,2
6,7328907,4
1,7328907,5
2,7328913,3
1,7328914,4
5,7328918,3
12,7328920,3
1,7328920,4
0,7328925,3
7,7328931,5
8,7328932,4
8,7328933,4
8,7328936,3
5,7328936,4
12,7328938,5
5,7328938,6
5,7328938,3
6,7328939,4
3,7328939,5
2,7328941,3
11,7328942,2
8,7328942,3
6,7328942,4
11,7328946,2
10,7328948,4
12,7328951,6
12,7328951,8
7,7328951,9
3,7328951,10
9,7328954,5
8,7328955,3
1,7328958,3
0,7328964,3
6,7328968,4
11,7328982,3
8,7328982,4
0,7328982,5
0,7328982,6
0,7328983,3
5,7328985,2
3,7328985,3
6,7328989,4
5,7328996,3
6,7328998,3
3,7328998,4
12,7329003,3
12,7329007,3
6,7329007,4
0,7329009,6
11,7329014,4
5,7329014,5
2,7329014,6
9,7329020,3
8,7329024,5
11,7329026,2
6,7329026,3
12,7329027,3
4,7329029,3
3,7329029,4
5,7329031,3
11,7329033,2
6,7329034,3
11,7329041,3
11,7329041,4
6,7329042,4
7,7329043,3
4,7329046,3
2,7329046,4
11,7329050,4
10,7329054,3
7,7329054,4
5,7329061,4
2,7329061,5
8,7329064,3
2,7329064,4
7,7329067,3
5,7329067,4
0,7329073,3
3,7329075,3
1,7329075,4
9,7329076,7
1,7329076,8
9,7329077,3
10,7329078,5
11,7329084,2
11,7329087,3
1,7329097,3
0,7329110,3
9,7329119,3
6,7329119,4
5,7329119,5
0,7329119,6
2,7329120,4
11,7329129,2
9,7329129,3
12,7329131,3
9,7329131,4
9,7329131,5
4,7329131,6
11,7329151,5
10,7329169,3
1,7329169,4
12,7329172,4
12,7329173,4
11,7329178,3
9,7329178,4
12,7329182,5
7,7329185,4
3,7329190,3
1,7329190,4
1,7329192,5
2,7329193,3
1,7329197,5
8,7329200,4
6,7329200,5
5,7329200,6
10,7329203,5
10,7329204,3
7,7329204,4
6,7329209,5
8,7329214,4
7,7329215,3
0,7329215,4
4,7329217,3
2,7329218,3
10,7329220,4
9,7329220,5
9,7329220,6
5,7329220,7
8,7329224,5
6,7329224,6
0,7329226,4
2,7329228,4
0,7329228,7
9,7329230,3
5,7329244,3
2,7329244,5
2,7329245,3
11,7329247,2
9,7329247,3
6,7329247,4
8,7329248,3
11,7329249,2
0,7329252,3
10,7329253,4
10,7329256,3
3,7329257,3
0,7329257,4
12,7329259,3
6,7329259,4
2,7329262,4
12,7329269,3
4,7329269,4
5,7329282,3
7,7329285,3
4,7329285,4
6,7329286,3
0,7329287,3
12,7329289,2
1,7329291,3
3,7329295,6
12,7329298,4
11,7329298,5
7,7329301,7
12,7329305,3
2,7329307,3
4,7329308,3
0,7329308,4
8,7329316,3
4,7329319,3
9,7329320,4
5,7329320,5
2,7329321,3
7,7329321,4
2,7329325,3
0,7329326,3
9,7329330,4
4,7329330,5
11,7329331,3
5,7329336,3
9,7329337,5
0,7329337,6
6,7329341,3
8,7329342,3
9,7329343,3
6,7329343,4
2,7329344,3
11,7329345,3
7,7329345,4
6,7329346,3
4,7329346,4
2,7329346,5
0,7329346,6
11,7329348,2
9,7329348,3
0,7329351,6
11,7329352,4
9,7329353,3
0,7329354,3
3,7329355,3
0,7329356,3
1,7329361,3
4,7329362,3
8,7329363,3
5,7329363,4
2,7329364,3
0,7329364,4
9,7329368,3
12,7329369,4
9,7329372,2
5,7329372,3
0,7329372,4
8,7329373,3
5,7329374,3
4,7329375,2
1,7329375,3
6,7329377,3
6,7329381,5
4,7329382,3
12,7329383,2
1,7329385,3
12,7329387,3
7,7329387,4
10,7329388,4
12,7329390,5
4,7329391,2
8,7329393,3
2,7329393,4
10,7329394,5
4,7329395,4
0,7329395,5
3,7329399,4
12,7329399,5
0,7329400,3
1,7329400,3
7,7329401,3
5,7329402,5
2,7329404,3
9,7329407,5
10,7329412,5
8,7329412,6
0,7329415,3
9,7329421,6
8,7329421,7
7,7329424,2
11,7329426,2
4,7329430,6
0,7329432,3
1,7329433,7
5,7329433,8
6,7329436,3
3,7329444,4
10,7329445,3
0,7329445,5
10,7329450,4
5,7329451,4
9,7329453,3
6,7329453,4
2,7329453,5
6,7329459,3
11,7329460,2
9,7329460,3
8,7329463,6
9,7329467,3
7,7329467,4
7,7329467,5
12,7329471,4
10,7329471,5
8,7329471,6
7,7329472,3
6,7329474,3
5,7329474,4
5,7329475,3
4,7329475,4
7,7329480,4
0,7329480,5
10,7329483,2
12,7329487,3
1,7329488,2
12,7329491,4
11,7329494,4
0,7329495,3
8,7329496,2
1,7329500,4
5,7329507,3
12,7329509,5
4,7329509,6
2,7329509,7
11,7329512,3
7,7329512,4
9,7329513,2
3,7329513,3
12,7329514,3
11,7329514,4
9,7329515,3
11,7329516,4
7,7329516,5
4,7329516,6
1,7329516,7
9,7329517,4
12,7329518,3
9,7329519,5
0,7329521,3
5,7329524,5
10,7329525,4
8,7329526,5
7,7329526,6
1,7329526,8
0,7329526,9
8,7329530,2
4,7329530,3
7,7329538,3
7,7329540,3
12,7329542,3
4,7329552,3
4,7329554,6
0,7329554,7
2,7329558,3
5,7329559,4
10,7329561,3
4,7329561,4
8,7329563,3
5,7329563,4
12,7329564,3
5,7329565,3
12,7329566,3
10,7329566,4
3,7329572,2
0,7329572,3
7,7329573,4
10,7329574,3
7,7329574,4
0,7329574,5
11,7329575,4
9,7329575,6
8,7329576,3
7,7329576,4
4,7329576,5
8,7329577,3
4,7329577,4
11,7329578,3
8,7329578,4
6,7329578,5
0,7329578,6
6,7329579,4
11,7329583,2
7,7329583,3
10,7329587,3
5,7329588,3
8,7329593,4
9,7329596,2
5,7329596,3
3,7329596,4
11,7329599,3
8,7329605,3
12,7329609,3
5,7329610,3
3,7329610,4
9,7329616,5
2,7329619,3
9,7329620,5
12,7329621,2
11,7329622,3
3,7329631,3
8,7329635,3
11,7329636,2
6,7329638,4
12,7329638,5
4,7329639,2
6,7329641,3
6,7329642,2
6,7329643,4
9,7329645,2
12,7329646,4
8,7329646,5
6,7329646,6
9,7329648,3
5,7329652,5
1,7329653,5
4,7329655,5
12,7329656,5
6,7329657,3
1,7329657,4
7,7329660,2
2,7329663,5
0,7329663,6
0,7329682,5
12,7329683,4
10,7329685,4
8,7329687,2
4,7329687,3
12,7329691,5
1,7329698,3
6,7329701,2
4,7329701,3
10,7329702,4
6,7329703,4
2,7329703,5
8,7329704,5
11,7329715,3
3,7329717,3
7,7329719,6
7,7329720,3
8,7329722,4
9,7329723,3
3,7329723,4
10,7329724,2
8,7329724,3
2,7329732,3
9,7329734,3
0,7329738,5
12,7329743,3
2,7329743,4
10,7329745,3
8,7329745,4
8,7329747,3
5,7329751,5
3,7329753,4
3,7329753,5
2,7329755,3
11,7329763,4
6,7329765,3
7,7329770,6
7,7329772,3
9,7329776,5
12,7329777,4
9,7329777,5
8,7329779,5
2,7329779,6
0,7329780,3
11,7329781,3
6,7329781,4
2,7329782,3
1,7329783,3
4,7329784,3
8,7329790,5
2,7329795,2
11,7329798,3
10,7329802,5
5,7329806,3
3,7329809,5
8,7329814,3
1,7329814,4
0,7329816,3
9,7329817,4
12,7329819,3
9,7329819,4
4,7329820,2
2,7329820,3
5,7329823,4
10,7329831,3
2,7329833,3
2,7329836,3
10,7329837,3
10,7329838,4
7,7329838,5
12,7329839,3
8,7329839,4
7,7329840,5
0,7329841,4
9,7329848,4
7,7329855,3
0,7329856,3
4,7329860,3
1,7329866,4
2,7329869,3
3,7329874,4
8,7329876,4
1,7329881,3
10,7329882,2
11,7329883,3
4,7329883,4
11,7329887,2
4,7329888,3
9,7329893,2
11,7329897,6
6,7329897,7
10,7329905,4
11,7329913,3
9,7329918,3
6,7329918,4
10,7329920,2
6,7329920,3
3,7329920,4
4,7329921,3
2,7329921,4
1,7329926,7
10,7329944,3
7,7329944,4
4,7329945,3
6,7329950,2
4,7329950,3
2,7329953,2
1,7329954,3
11,7329957,4
1,7329963,3
7,7329965,4
11,7329969,5
6,7329973,3
11,7329975,4
12,7329981,2
12,7329984,5
3,7329984,6
2,7329984,7
10,7329986,5
9,7329988,2
7,7329989,3
4,7329989,4
6,7329990,3
10,7329992,2
8,7329992,3
1,7329992,4
4,7329994,3
1,7329994,4
12,7329995,3
2,7329995,4
5,7329998,5
4,7330000,2
8,7330006,3
6,7330006,4
1,7330008,3
10,7330009,3
7,7330014,3
4,7330014,4
6,7330016,2
4,7330018,3
2,7330022,3
4,7330023,3
10,7330025,2
4,7330027,3
11,7330029,2
3,7330030,3
11,7330031,4
6,7330034,2
3,7330034,3
10,7330039,5
10,7330039,7
4,7330039,8
12,7330041,4
3,7330041,5
1,7330041,6
1,7330043,3
12,7330048,4
5,7330048,5
12,7330049,2
2,7330050,4
2,7330053,3
11,7330055,4
0,7330055,5
0,7330057,4
6,7330058,3
0,7330058,4
11,7330064,5
7,7330064,6
4,7330064,7
7,7330068,2
0,7330068,3
9,7330083,3
1,7330083,4
8,7330085,4
10,7330089,3
8,7330092,2
3,7330092,3
8,7330094,3
10,7330103,5
4,7330103,7
2,7330103,8
12,7330107,3
10,7330107,4
8,7330107,5
5,7330107,6
1,7330109,6
2,7330112,3
0,7330112,4
5,7330116,2
7,7330118,3
1,7330120,3
7,7330125,3
8,7330127,3
4,7330127,4
9,7330128,5
9,7330128,6
9,7330129,3
2,7330130,8
3,7330133,5
1,7330133,6
5,7330141,3
0,7330141,4
3,7330143,3
9,7330144,4
6,7330144,5
3,7330149,3
6,7330150,3
11,7330151,3
4,7330151,4
10,7330152,4
5,7330152,5
12,7330153,5
8,7330153,6
3,7330153,7
5,7330157,3
6,7330157,4
3,7330157,5
2,7330157,6
9,7330160,4
6,7330160,5
7,7330165,4
3,7330165,5
5,7330165,3
8,7330168,3
1,7330168,4
10,7330169,5
6,7330169,6
0,7330169,7
8,7330174,3
5,7330174,4
2,7330174,5
9,7330180,6
10,7330188,4
11,7330191,5
12,7330193,6
