"P6040","DIRECTORIO","SECUENCIA_ENCUESTA"
11,7339592,2
8,7339593,3
0,7339594,3
5,7339598,3
0,7339599,3
6,7339600,4
9,7339602,5
4,7339602,6
9,7339604,4
0,7339604,5
10,7339606,6
4,7339606,7
12,7339614,4
11,7339615,3
9,7339615,4
6,7339615,5
3,7339615,6
7,7339617,3
7,7339617,4
6,7339622,4
11,7339624,5
1,7339625,2
0,7339632,2
9,7339633,3
7,7339635,3
5,7339635,4
12,7339638,6
8,7339639,3
2,7339639,4
1,7339640,3
10,7339642,4
5,7339643,3
7,7339645,2
7,7339646,3
6,7339646,4
3,7339646,5
3,7339649,4
10,7339650,4
7,7339650,5
4,7339650,6
7,7339650,7
12,7339653,4
12,7339654,4
10,7339654,5
8,7339654,6
4,7339655,3
1,7339655,4
10,7339656,2
5,7339657,2
3,7339657,3
12,7339660,4
11,7339660,5
0,7339662,3
1,7339664,3
6,7339668,5
6,7339670,3
4,7339670,4
0,7339670,5
10,7339672,5
11,7339673,5
12,7339676,4
10,7339676,5
11,7339676,7
8,7339677,5
9,7339678,3
3,7339679,3
3,7339681,3
4,7339683,4
8,7339684,5
8,7339684,6
12,7339685,3
9,7339685,4
5,7339685,5
2,7339685,6
0,7339685,8
6,7339687,3
1,7339687,4
6,7339690,4
6,7339694,4
6,7339698,3
11,7339703,3
8,7339703,4
2,7339703,5
8,7339705,5
11,7339706,4
4,7339711,3
9,7339713,3
2,7339713,4
1,7339715,3
12,7339718,3
7,7339718,4
4,7339718,5
0,7339719,3
3,7339720,4
0,7339721,3
10,7339722,4
2,7339722,5
4,7339723,3
4,7339725,3
1,7339725,4
0,7339726,3
12,7339727,2
6,7339727,3
6,7339733,5
4,7339737,3
9,7339739,2
11,7339743,3
8,7339743,4
3,7339747,3
7,7339751,2
11,7339755,3
3,7339755,4
10,7339758,4
12,7339759,3
10,7339763,4
10,7339764,4
5,7339764,5
12,7339765,3
3,7339765,4
0,7339767,4
10,7339776,3
6,7339776,4
9,7339779,5
10,7339780,3
0,7339789,3
6,7339792,2
6,7339803,3
9,7339805,4
5,7339807,4
8,7339808,3
2,7339811,3
10,7339812,3
2,7339812,4
6,7339814,3
2,7339814,4
0,7339815,3
1,7339816,6
11,7339818,5
9,7339818,6
4,7339820,3
10,7339821,4
10,7339822,2
3,7339822,3
5,7339823,5
0,7339823,6
2,7339825,4
6,7339826,3
8,7339827,3
7,7339827,4
4,7339827,5
2,7339831,4
5,7339832,3
4,7339832,4
4,7339833,4
6,7339836,3
0,7339836,4
11,7339837,3
4,7339837,4
12,7339841,3
7,7339841,4
3,7339843,2
11,7339845,3
3,7339845,4
9,7339846,3
5,7339846,4
2,7339846,5
5,7339848,4
11,7339849,2
10,7339849,3
8,7339849,4
6,7339850,4
10,7339851,2
9,7339851,3
6,7339852,3
6,7339853,3
0,7339854,2
3,7339855,3
7,7339859,2
5,7339863,5
8,7339867,3
4,7339868,3
10,7339869,4
12,7339872,3
10,7339873,3
7,7339873,4
10,7339874,2
10,7339877,2
5,7339878,3
11,7339879,4
7,7339882,3
0,7339882,4
0,7339883,3
7,7339884,4
4,7339886,3
8,7339893,3
5,7339893,4
3,7339893,5
1,7339893,6
6,7339900,3
5,7339900,4
6,7339919,3
6,7339921,3
2,7339921,4
5,7339924,3
6,7339926,4
11,7339927,4
10,7339928,3
5,7339928,4
7,7339930,3
2,7339930,4
10,7339931,5
10,7339937,2
8,7339937,3
10,7339938,3
4,7339938,4
1,7339940,4
7,7339942,4
8,7339946,3
12,7339963,4
12,7339971,3
3,7339971,4
7,7339977,4
12,7339979,3
4,7339979,4
4,7339981,3
2,7339981,4
6,7339982,3
3,7339982,4
0,7339989,4
2,7339994,4
12,7339999,4
9,7339999,5
1,7340001,5
3,7340002,3
12,7340004,4
6,7340006,3
4,7340009,3
1,7340009,4
2,7340010,2
10,7340012,3
7,7340012,4
1,7340012,5
9,7340013,4
6,7340013,5
12,7340016,4
7,7340016,5
8,7340018,3
8,7340021,5
3,7340021,6
0,7340022,3
10,7340023,3
7,7340025,3
8,7340028,3
12,7340029,4
9,7340029,5
5,7340034,3
11,7340041,4
10,7340041,5
10,7340042,3
3,7340042,4
11,7340044,3
10,7340044,4
10,7340045,5
4,7340049,4
9,7340051,4
12,7340052,2
0,7340052,3
9,7340054,3
5,7340054,4
4,7340064,2
5,7340065,6
4,7340069,5
0,7340071,4
11,7340077,2
8,7340077,3
5,7340077,4
1,7340083,2
10,7340084,3
0,7340088,3
2,7340089,4
0,7340092,3
2,7340114,2
7,7340115,3
3,7340116,3
1,7340116,4
9,7340117,4
12,7340118,3
7,7340120,4
1,7340131,2
12,7340133,2
7,7340133,3
12,7340135,2
10,7340135,3
12,7340137,2
2,7340140,3
6,7340143,3
8,7340145,3
7,7340145,4
8,7340146,2
7,7340147,2
1,7340150,3
0,7340151,4
0,7340151,6
5,7340151,8
0,7340151,9
8,7340161,4
6,7340161,5
4,7340162,3
12,7340165,3
8,7340165,4
7,7340167,4
9,7340168,5
1,7340168,6
3,7340168,7
3,7340171,3
2,7340174,3
5,7340174,3
12,7340175,3
2,7340177,3
11,7340179,3
1,7340179,4
12,7340183,3
7,7340185,3
7,7340187,5
12,7340191,3
5,7340191,4
8,7340192,3
6,7340192,4
3,7340192,5
1,7340192,6
2,7340194,3
11,7340195,4
4,7340198,3
0,7340198,5
4,7340199,3
5,7340202,3
8,7340204,4
4,7340205,2
9,7340208,3
8,7340209,4
5,7340212,4
5,7340212,5
1,7340212,6
0,7340212,8
10,7340218,2
5,7340218,3
5,7340221,2
0,7340221,3
11,7340224,3
11,7340224,4
10,7340224,5
8,7340224,6
10,7340227,4
7,7340228,5
9,7340230,4
10,7340231,5
8,7340232,3
2,7340232,4
7,7340233,3
3,7340235,4
7,7340236,3
2,7340236,4
1,7340238,4
11,7340242,2
9,7340250,3
6,7340250,4
11,7340251,3
8,7340251,4
12,7340253,3
11,7340253,4
9,7340254,4
11,7340257,4
1,7340258,3
11,7340261,3
11,7340264,3
11,7340272,5
11,7340273,3
11,7340273,4
10,7340274,2
6,7340274,3
5,7340274,4
12,7340279,4
7,7340280,6
12,7340284,4
6,7340285,3
0,7340288,5
5,7340288,7
8,7340290,3
5,7340290,4
2,7340292,3
6,7340294,5
2,7340294,6
4,7340300,4
11,7340301,4
2,7340301,2
12,7340302,3
8,7340302,4
1,7340303,4
11,7340304,3
9,7340304,4
8,7340304,5
9,7340305,4
2,7340305,5
8,7340307,3
1,7340307,4
4,7340307,5
1,7340308,4
4,7340309,9
12,7340310,2
12,7340310,3
10,7340310,4
9,7340310,5
8,7340311,5
5,7340314,4
3,7340314,5
7,7340315,10
3,7340315,11
5,7340316,3
3,7340317,4
8,7340318,4
1,7340318,5
6,7340319,3
4,7340319,4
11,7340320,6
9,7340320,7
3,7340320,8
9,7340322,4
7,7340322,5
4,7340322,6
0,7340323,3
12,7340326,3
12,7340328,6
11,7340328,7
10,7340328,4
1,7340331,3
8,7340333,3
7,7340333,4
2,7340333,5
2,7340334,3
0,7340334,4
9,7340336,4
12,7340337,3
9,7340340,2
7,7340340,3
0,7340341,3
2,7340342,2
3,7340343,3
7,7340344,4
0,7340344,5
11,7340345,3
6,7340345,4
0,7340345,5
1,7340346,3
12,7340347,4
6,7340348,3
4,7340348,4
2,7340348,5
10,7340350,2
9,7340350,3
7,7340350,4
10,7340351,6
6,7340351,8
0,7340351,9
9,7340352,3
6,7340352,4
9,7340355,3
8,7340355,4
7,7340355,8
0,7340357,7
8,7340360,3
9,7340362,3
7,7340362,4
3,7340363,3
12,7340365,2
3,7340366,3
12,7340369,4
8,7340369,5
11,7340377,4
10,7340380,3
4,7340380,4
7,7340381,4
2,7340384,3
11,7340387,3
8,7340387,4
0,7340389,3
6,7340390,3
0,7340390,4
0,7340391,3
11,7340392,3
3,7340393,3
2,7340394,4
2,7340396,3
6,7340397,4
0,7340397,5
4,7340398,3
12,7340400,3
3,7340400,5
9,7340401,2
2,7340402,3
5,7340403,5
2,7340403,6
1,7340403,7
9,7340404,3
4,7340404,5
12,7340407,2
10,7340409,3
6,7340409,4
0,7340410,7
9,7340411,3
5,7340411,4
4,7340411,5
8,7340413,2
9,7340414,2
10,7340421,5
9,7340421,7
0,7340421,8
8,7340422,4
11,7340422,6
7,7340427,4
4,7340427,5
10,7340430,4
7,7340430,5
2,7340430,6
4,7340435,2
0,7340435,3
6,7340436,3
0,7340436,4
5,7340437,6
1,7340437,7
12,7340439,3
5,7340439,4
9,7340440,5
5,7340444,5
2,7340448,4
6,7340452,6
3,7340452,7
9,7340453,3
6,7340455,2
9,7340455,3
2,7340457,4
0,7340458,3
4,7340463,3
0,7340464,2
4,7340465,5
12,7340466,5
11,7340466,4
7,7340467,3
1,7340467,4
7,7340469,4
9,7340470,3
2,7340470,4
6,7340472,5
4,7340472,6
2,7340474,4
10,7340475,4
12,7340478,3
5,7340486,5
2,7340486,6
9,7340487,3
3,7340487,4
3,7340487,5
2,7340488,3
7,7340489,6
3,7340489,7
11,7340490,3
9,7340490,4
1,7340491,4
11,7340492,2
9,7340492,3
7,7340492,4
3,7340493,5
10,7340494,3
2,7340494,4
1,7340495,3
11,7340497,2
6,7340497,3
7,7340499,3
4,7340504,4
0,7340504,5
11,7340505,4
3,7340506,4
12,7340506,5
4,7340506,6
8,7340507,4
2,7340510,2
0,7340512,5
11,7340513,5
1,7340514,5
12,7340515,3
8,7340515,4
5,7340515,5
1,7340517,4
6,7340518,3
4,7340518,4
4,7340520,3
11,7340521,5
8,7340521,6
4,7340521,7
5,7340522,3
2,7340522,4
8,7340524,4
6,7340524,5
6,7340525,3
5,7340534,3
1,7340534,4
12,7340537,4
12,7340542,4
3,7340543,4
9,7340545,3
9,7340546,6
1,7340551,5
4,7340553,3
5,7340559,2
3,7340560,5
10,7340561,5
12,7340564,4
10,7340564,5
2,7340566,3
10,7340568,4
4,7340568,5
2,7340569,3
5,7340570,3
2,7340570,4
0,7340570,5
6,7340573,3
1,7340573,4
5,7340574,5
9,7340581,3
3,7340581,4
1,7340582,3
4,7340584,4
3,7340584,5
2,7340585,4
1,7340586,4
11,7340587,4
0,7340590,4
11,7340592,4
4,7340600,3
9,7340601,3
1,7340601,4
10,7340602,4
7,7340603,3
4,7340603,4
0,7340606,5
3,7340612,3
1,7340617,3
5,7340619,3
4,7340620,3
6,7340621,2
4,7340623,3
7,7340624,4
12,7340635,3
12,7340637,4
9,7340637,5
9,7340648,4
2,7340658,4
8,7340663,5
11,7340665,2
3,7340665,3
7,7340672,2
11,7340677,2
4,7340683,3
0,7340683,4
8,7340696,3
8,7340702,4
8,7340711,4
0,7340716,2
6,7340719,3
11,7340737,5
11,7340737,6
9,7340738,6
9,7340738,7
8,7340739,6
6,7340739,7
11,7340742,4
12,7340743,3
2,7340743,4
11,7340747,4
11,7340749,4
12,7340753,3
10,7340753,4
7,7340758,4
9,7340764,4
11,7340765,4
12,7340766,5
5,7340766,6
10,7340774,3
9,7340779,3
2,7340781,3
5,7340784,2
2,7340784,3
0,7340787,5
12,7340788,3
10,7340788,4
7,7340788,5
1,7340788,6
9,7340792,3
3,7340792,4
2,7340795,3
11,7340803,5
1,7340805,4
11,7340806,4
9,7340808,4
7,7340808,5
11,7340812,3
10,7340813,5
9,7340825,4
11,7340826,3
4,7340830,3
1,7340830,4
6,7340835,3
1,7340835,4
3,7340849,3
11,7340851,3
5,7340856,3
2,7340872,6
6,7340877,5
5,7340877,6
5,7340877,7
4,7340880,3
6,7340883,3
11,7340887,4
2,7340887,5
2,7340888,6
7,7340890,4
10,7340891,4
12,7340893,3
10,7340894,5
5,7340894,7
1,7340895,4
7,7340896,5
7,7340900,6
12,7340901,4
5,7340901,5
8,7340905,5
11,7340907,3
12,7340910,3
10,7340910,4
8,7340911,4
9,7340911,5
7,7340913,3
5,7340913,4
3,7340919,5
11,7340921,2
3,7340921,3
2,7340923,5
7,7340925,4
0,7340926,3
2,7340927,3
11,7340928,3
7,7340928,4
8,7340930,4
5,7340932,3
1,7340932,4
3,7340933,2
2,7340933,3
0,7340933,4
4,7340935,3
9,7340941,4
2,7340941,5
6,7340942,4
12,7340943,6
10,7340945,5
0,7340946,3
12,7340947,2
12,7340948,3
9,7340948,4
12,7340949,5
6,7340949,7
10,7340950,3
8,7340951,3
0,7340952,4
9,7340953,4
7,7340955,2
1,7340955,3
11,7340959,3
11,7340960,2
2,7340962,3
8,7340968,3
5,7340968,4
2,7340969,5
12,7340970,4
3,7340970,5
10,7340971,3
3,7340971,4
0,7340971,5
9,7340972,3
12,7340976,2
9,7340977,2
12,7340978,3
8,7340978,4
4,7340978,5
2,7340978,6
7,7340980,3
2,7340980,4
4,7340982,3
0,7340982,4
9,7340984,3
0,7340984,4
7,7340985,8
4,7340985,11
9,7340985,14
7,7340985,15
6,7340987,3
7,7340990,6
5,7340990,7
2,7340993,3
8,7340996,3
4,7340996,4
2,7340997,3
11,7340998,3
2,7340998,4
5,7341001,3
4,7341001,4
1,7341002,5
9,7341003,4
7,7341005,5
1,7341006,5
9,7341008,6
3,7341008,7
0,7341008,9
12,7341010,3
8,7341010,4
0,7341011,3
8,7341013,3
1,7341013,4
12,7341021,2
9,7341021,3
7,7341022,4
10,7341023,3
7,7341023,4
12,7341027,3
2,7341028,3
2,7341029,3
3,7341031,5
8,7341035,3
7,7341035,4
8,7341038,3
12,7341040,3
7,7341043,4
3,7341043,5
9,7341043,6
8,7341046,4
0,7341046,5
7,7341048,3
3,7341048,4
12,7341050,3
3,7341050,4
11,7341055,4
5,7341055,5
7,7341057,5
5,7341057,6
0,7341066,3
0,7341068,6
7,7341069,3
0,7341069,4
9,7341077,4
6,7341077,5
11,7341078,3
9,7341085,4
6,7341085,5
4,7341085,6
2,7341087,3
11,7341090,4
6,7341090,5
10,7341091,3
5,7341092,5
7,7341092,8
9,7341105,4
7,7341106,5
7,7341107,3
9,7341110,4
1,7341111,3
2,7341124,3
0,7341124,4
6,7341127,2
3,7341128,7
6,7341132,2
12,7341134,3
10,7341134,4
2,7341134,5
12,7341135,4
8,7341136,5
12,7341137,4
9,7341138,3
6,7341138,4
10,7341139,3
5,7341139,4
3,7341143,3
9,7341144,5
6,7341144,6
12,7341146,4
4,7341147,3
7,7341148,6
6,7341150,3
1,7341150,4
7,7341151,3
0,7341151,4
8,7341154,5
6,7341155,3
3,7341155,4
0,7341155,5
4,7341156,3
1,7341156,4
8,7341157,3
7,7341159,3
11,7341160,4
9,7341161,7
4,7341161,8
0,7341161,9
7,7341162,3
3,7341162,4
2,7341165,3
0,7341165,4
10,7341165,6
4,7341168,7
9,7341169,4
12,7341170,4
12,7341174,3
6,7341175,4
9,7341178,5
4,7341178,6
9,7341179,5
12,7341180,2
9,7341180,3
3,7341180,5
3,7341180,7
4,7341181,4
2,7341181,5
3,7341183,2
0,7341184,4
2,7341185,3
8,7341186,6
5,7341186,7
12,7341187,6
11,7341187,7
1,7341187,8
10,7341188,3
5,7341188,4
0,7341188,5
2,7341190,4
5,7341194,4
9,7341200,3
4,7341202,3
5,7341204,3
9,7341210,3
10,7341215,4
9,7341215,5
7,7341223,3
1,7341224,5
6,7341224,7
1,7341227,4
6,7341229,4
11,7341230,4
10,7341232,3
2,7341232,4
0,7341233,8
11,7341234,7
7,7341234,8
5,7341235,4
7,7341239,3
10,7341242,5
3,7341242,6
10,7341244,3
6,7341245,2
7,7341248,3
4,7341248,4
6,7341261,3
3,7341261,4
10,7341298,2
9,7341300,3
4,7341301,3
10,7341305,3
12,7341306,3
12,7341307,4
6,7341309,2
3,7341309,3
12,7341310,3
6,7341310,4
2,7341313,2
4,7341319,3
1,7341322,3
9,7341326,3
6,7341326,4
3,7341328,3
6,7341332,3
4,7341345,2
3,7341347,3
2,7341354,3
3,7341354,5
3,7341359,7
1,7341360,4
4,7341360,6
12,7341361,4
10,7341364,4
12,7341365,4
7,7341366,3
4,7341366,4
2,7341367,3
2,7341368,5
4,7341370,3
4,7341371,5
4,7341371,6
0,7341375,3
6,7341377,3
8,7341380,2
5,7341380,3
1,7341381,5
4,7341381,7
0,7341382,3
6,7341383,3
4,7341383,4
6,7341386,3
10,7341386,4
9,7341387,4
1,7341387,5
12,7341388,2
11,7341388,3
7,7341391,2
12,7341392,3
7,7341392,4
7,7341397,3
0,7341399,3
6,7341401,3
2,7341401,4
1,7341402,2
0,7341403,3
1,7341407,3
11,7341408,2
9,7341408,3
7,7341408,4
7,7341410,3
2,7341410,4
10,7341411,6
9,7341411,7
8,7341411,3
4,7341411,4
8,7341416,3
10,7341417,3
1,7341417,4
6,7341418,2
2,7341418,3
4,7341419,3
11,7341421,2
7,7341422,3
4,7341422,4
3,7341422,5
4,7341423,3
0,7341423,4
5,7341424,3
3,7341424,4
12,7341425,5
3,7341426,2
0,7341426,3
3,7341427,6
8,7341432,4
2,7341433,3
6,7341435,4
8,7341437,4
10,7341451,4
6,7341452,3
3,7341454,5
8,7341455,4
11,7341462,4
7,7341462,5
12,7341463,3
7,7341463,4
0,7341463,5
3,7341464,5
6,7341467,3
11,7341469,5
2,7341470,5
12,7341471,5
11,7341471,6
10,7341471,7
6,7341471,8
7,7341471,9
6,7341471,10
6,7341472,4
12,7341477,4
3,7341477,5
0,7341477,6
5,7341484,6
1,7341486,4
8,7341487,3
4,7341487,4
3,7341493,5
9,7341496,3
8,7341497,3
7,7341500,3
0,7341502,6
7,7341504,4
3,7341504,5
8,7341505,3
1,7341505,4
12,7341507,4
8,7341507,5
9,7341508,4
5,7341508,5
3,7341508,6
0,7341508,7
10,7341511,8
9,7341511,9
3,7341511,10
4,7341512,4
1,7341512,5
1,7341516,3
2,7341519,3
0,7341519,4
10,7341520,6
2,7341524,5
3,7341525,5
2,7341526,3
9,7341529,2
4,7341530,3
7,7341531,4
6,7341531,5
12,7341532,3
12,7341532,4
2,7341535,4
5,7341536,4
8,7341543,3
12,7341544,3
9,7341544,4
10,7341545,4
12,7341547,3
3,7341547,4
3,7341548,3
12,7341549,4
6,7341550,3
11,7341552,4
12,7341556,3
9,7341556,4
4,7341560,3
9,7341562,6
7,7341565,3
8,7341566,6
10,7341567,3
9,7341567,4
8,7341567,5
10,7341568,5
10,7341569,6
5,7341570,3
6,7341572,4
12,7341574,3
9,7341577,3
2,7341578,5
2,7341579,3
2,7341579,5
1,7341579,6
0,7341580,6
5,7341586,5
1,7341589,3
8,7341591,6
0,7341591,7
2,7341593,6
0,7341593,7
7,7341595,3
4,7341595,4
2,7341595,5
10,7341600,3
3,7341600,4
4,7341600,5
8,7341601,3
12,7341603,4
12,7341605,3
8,7341605,4
6,7341605,5
5,7341606,3
3,7341606,4
11,7341608,4
6,7341609,3
11,7341612,5
6,7341612,6
6,7341614,4
4,7341614,5
9,7341616,6
8,7341616,7
10,7341616,9
11,7341617,3
6,7341617,4
6,7341619,4
1,7341619,5
0,7341621,3
3,7341623,6
1,7341623,7
4,7341625,3
7,7341629,5
7,7341630,3
6,7341630,4
2,7341637,3
3,7341638,3
5,7341642,4
3,7341642,5
4,7341650,4
3,7341651,3
9,7341652,2
6,7341652,3
7,7341653,3
5,7341653,4
5,7341655,3
12,7341656,4
4,7341659,3
0,7341659,4
9,7341660,3
3,7341660,4
7,7341661,2
4,7341662,3
2,7341662,4
8,7341666,2
6,7341666,3
4,7341666,4
9,7341674,3
11,7341675,4
12,7341681,3
9,7341681,4
11,7341683,4
10,7341684,3
10,7341691,4
10,7341697,4
11,7341699,3
5,7341699,4
11,7341700,4
5,7341701,3
3,7341705,3
2,7341706,3
11,7341708,5
11,7341710,4
0,7341712,5
9,7341714,3
7,7341714,4
11,7341718,4
6,7341719,3
4,7341719,4
1,7341720,3
0,7341720,4
10,7341721,3
5,7341721,4
3,7341721,5
4,7341722,2
10,7341725,4
9,7341727,2
9,7341727,3
3,7341730,3
5,7341731,3
7,7341734,3
10,7341735,3
9,7341735,4
6,7341735,5
7,7341736,3
9,7341739,3
1,7341739,4
3,7341748,3
2,7341748,4
2,7341750,5
1,7341750,6
7,7341751,4
6,7341752,3
1,7341752,4
10,7341757,3
5,7341757,4
11,7341761,3
3,7341761,4
5,7341762,4
4,7341768,3
9,7341769,4
11,7341774,3
12,7341775,3
10,7341775,4
12,7341776,4
12,7341777,2
5,7341777,3
11,7341780,2
6,7341780,3
8,7341789,2
1,7341790,3
9,7341795,3
7,7341798,5
10,7341802,3
9,7341804,3
4,7341804,4
10,7341807,3
3,7341822,2
2,7341822,3
1,7341824,3
10,7341826,3
6,7341826,4
9,7341827,3
4,7341827,4
6,7341831,2
1,7341831,3
4,7341836,2
5,7341844,4
2,7341844,5
6,7341847,2
10,7341855,2
4,7341855,3
11,7341857,5
7,7341857,6
2,7341860,4
0,7341860,5
0,7341861,4
5,7341861,6
12,7341863,3
3,7341863,6
7,7341870,5
3,7341874,9
2,7341874,10
12,7341875,5
12,7341876,2
9,7341877,4
4,7341877,5
3,7341878,3
11,7341880,4
4,7341880,5
8,7341884,4
5,7341884,5
3,7341884,6
2,7341889,4
12,7341891,4
9,7341891,5
12,7341892,4
9,7341892,5
5,7341892,6
12,7341895,2
11,7341896,6
10,7341896,7
6,7341896,8
1,7341899,4
0,7341906,5
11,7341908,4
7,7341909,3
0,7341915,5
12,7341916,5
5,7341917,4
12,7341918,3
9,7341918,4
10,7341919,5
10,7341920,7
12,7341921,3
6,7341921,4
5,7341922,2
1,7341923,3
9,7341927,4
11,7341929,2
8,7341931,4
4,7341931,5
2,7341931,6
12,7341932,4
9,7341937,4
9,7341938,3
2,7341941,3
0,7341941,5
7,7341943,2
3,7341944,3
12,7341949,3
10,7341952,2
9,7341953,4
8,7341963,4
5,7341966,5
5,7341968,3
3,7341968,4
8,7341969,4
3,7341969,5
0,7341970,5
6,7341970,8
1,7341970,9
11,7341973,3
2,7341977,3
0,7341977,4
9,7341978,4
4,7341979,3
8,7341980,5
6,7341980,6
11,7341982,3
9,7341982,4
0,7341986,6
2,7341987,7
5,7341989,4
8,7341992,3
6,7341992,4
4,7341992,5
1,7341992,6
9,7341993,3
8,7341993,4
3,7341993,5
2,7341993,6
5,7341996,2
9,7341997,3
5,7341997,4
0,7341997,5
12,7341999,4
7,7342005,3
2,7342005,4
8,7342013,4
9,7342021,5
5,7342026,6
11,7342027,5
8,7342028,2
10,7342030,4
10,7342030,6
2,7342030,7
1,7342031,3
5,7342032,3
0,7342033,3
11,7342034,4
9,7342034,5
4,7342034,8
4,7342034,9
9,7342039,6
8,7342039,8
9,7342041,4
3,7342041,5
11,7342042,3
6,7342043,4
7,7342043,3
2,7342043,3
3,7342048,3
10,7342050,4
8,7342054,3
5,7342054,4
10,7342058,3
3,7342058,4
3,7342061,3
1,7342061,4
5,7342062,4
3,7342062,5
10,7342064,4
7,7342067,4
12,7342068,3
6,7342068,4
8,7342070,3
1,7342070,4
2,7342072,3
6,7342074,3
2,7342074,4
12,7342082,3
5,7342082,4
3,7342082,5
9,7342088,3
11,7342089,4
10,7342089,5
4,7342090,4
2,7342091,4
4,7342093,7
4,7342094,3
12,7342095,3
11,7342095,4
10,7342102,4
6,7342102,5
0,7342104,6
7,7342107,3
3,7342107,4
12,7342111,5
7,7342114,4
12,7342115,4
4,7342115,5
6,7342117,4
4,7342118,3
0,7342118,4
7,7342120,2
2,7342120,3
10,7342122,3
8,7342123,4
12,7342126,4
11,7342130,3
2,7342131,3
12,7342134,3
12,7342136,6
10,7342137,3
1,7342137,4
3,7342138,3
11,7342139,3
7,7342142,3
12,7342143,2
6,7342143,3
11,7342148,4
10,7342149,3
7,7342149,4
3,7342149,5
11,7342155,4
10,7342155,5
9,7342155,6
7,7342155,7
7,7342157,3
4,7342157,4
3,7342157,5
8,7342158,3
2,7342158,4
10,7342161,4
12,7342164,2
6,7342164,3
10,7342165,3
4,7342165,4
3,7342165,5
11,7342166,3
10,7342166,4
11,7342167,3
10,7342167,4
10,7342172,2
12,7342173,6
7,7342174,3
7,7342181,4
10,7342182,2
8,7342184,3
0,7342194,4
2,7342194,6
1,7342194,7
11,7342195,3
2,7342195,4
10,7342197,3
4,7342197,4
10,7342199,4
3,7342205,3
1,7342225,2
11,7342226,5
9,7342226,6
12,7342229,4
7,7342229,5
6,7342232,3
12,7342236,3
8,7342236,4
8,7342239,4
12,7342243,2
7,7342247,3
11,7342249,3
7,7342249,4
8,7342252,3
4,7342252,4
3,7342254,7
8,7342255,4
2,7342256,3
1,7342256,4
7,7342258,2
5,7342258,3
12,7342260,2
7,7342266,4
12,7342273,2
1,7342273,4
10,7342276,2
12,7342288,4
3,7342297,2
11,7342299,3
3,7342301,4
10,7342302,4
6,7342303,3
1,7342303,4
11,7342307,3
7,7342307,4
6,7342309,4
6,7342311,3
2,7342311,4
8,7342313,3
3,7342313,4
1,7342314,3
5,7342316,3
3,7342316,4
7,7342318,3
5,7342318,4
11,7342318,5
10,7342331,3
2,7342332,2
6,7342333,3
11,7342334,4
2,7342336,2
4,7342345,3
0,7342345,4
11,7342348,4
6,7342356,3
3,7342356,4
2,7342362,4
12,7342368,4
9,7342368,5
10,7342369,4
8,7342369,5
12,7342370,3
2,7342370,4
7,7342371,4
3,7342374,4
1,7342376,6
4,7342379,3
8,7342379,4
3,7342383,3
11,7342384,3
5,7342384,4
6,7342386,2
4,7342388,3
4,7342391,3
10,7342395,2
9,7342395,3
6,7342395,4
6,7342395,5
6,7342400,3
0,7342400,4
7,7342403,4
11,7342404,3
6,7342406,6
11,7342408,3
8,7342408,4
2,7342410,3
6,7342412,3
4,7342412,4
4,7342415,5
12,7342416,3
10,7342416,4
2,7342416,6
9,7342422,4
0,7342423,3
8,7342424,4
7,7342426,2
10,7342426,4
0,7342427,3
11,7342429,4
11,7342431,3
9,7342432,2
8,7342432,3
11,7342434,2
7,7342434,3
12,7342436,3
10,7342436,4
8,7342436,5
3,7342440,2
10,7342446,4
2,7342447,4
12,7342448,4
10,7342448,5
6,7342448,6
10,7342449,3
7,7342449,4
4,7342449,5
1,7342449,6
0,7342449,7
8,7342450,3
7,7342450,4
12,7342452,2
9,7342452,3
0,7342452,4
8,7342453,2
11,7342459,3
9,7342459,4
9,7342461,6
6,7342462,3
11,7342463,4
9,7342463,5
1,7342463,6
1,7342465,3
10,7342467,6
11,7342468,4
10,7342468,5
6,7342468,6
9,7342470,4
7,7342470,5
4,7342470,6
11,7342471,5
10,7342472,5
10,7342474,3
8,7342474,4
5,7342474,5
2,7342474,6
1,7342474,7
11,7342475,3
7,7342475,4
4,7342475,5
10,7342476,5
11,7342477,2
10,7342478,4
9,7342480,3
2,7342480,4
8,7342481,4
4,7342481,5
4,7342481,6
12,7342482,4
11,7342482,5
8,7342482,6
1,7342482,7
7,7342483,3
4,7342489,3
9,7342490,3
8,7342490,4
7,7342491,4
8,7342492,3
11,7342492,5
6,7342495,3
7,7342497,3
10,7342499,5
12,7342501,4
0,7342501,5
12,7342502,3
7,7342502,4
0,7342503,5
12,7342504,2
4,7342504,3
5,7342505,2
9,7342506,5
6,7342507,3
2,7342509,3
9,7342512,4
7,7342512,5
5,7342514,3
11,7342515,4
9,7342516,3
2,7342516,4
12,7342517,4
10,7342517,5
9,7342518,2
2,7342519,3
7,7342520,3
6,7342520,4
4,7342520,5
3,7342520,6
5,7342521,3
10,7342522,6
8,7342529,3
10,7342530,2
5,7342530,3
12,7342531,3
6,7342531,4
2,7342531,5
9,7342538,4
6,7342538,5
7,7342539,3
5,7342539,4
3,7342540,3
0,7342541,3
10,7342543,2
0,7342544,3
10,7342545,6
9,7342545,7
9,7342546,5
10,7342547,2
3,7342551,3
12,7342560,3
0,7342560,5
7,7342560,6
3,7342561,2
11,7342562,5
0,7342563,3
7,7342564,3
1,7342564,4
10,7342568,3
8,7342573,3
4,7342579,4
12,7342595,3
8,7342595,4
1,7342595,5
6,7342596,3
