DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S4A2;P784S4A3;P784S4A4
7341639;1;1;1;332,299578408705;ALCALDIA;1;100000
7341648;1;1;1;322,741489950236;VICTIMAS DE DESPLAZADOS;1;99
7341671;1;1;1;64,1447104555837;MERCADO;1;100000
7341706;1;1;1;344,940574292661;CRECIMIENTO Y DESARROLLO;1;960000
7341756;1;1;1;13,7236264250202;MERCADOS PARA TODOS;1;130000
7341761;1;1;1;19,5868825563926;MERCADOS PARA TODOS;1;300000
7341762;1;1;1;14,410279774336;MERCADOS PARA TODOS;1;200000
7341763;1;1;1;11,9613326267544;MERCADOS PARA TODOS;1;150000
7341769;1;1;1;18,8430608912331;MERCADOS PARA TODOS;1;200000
7341828;1;1;1;103,882332706098;DEVOLUCION DEL IVA;1;150000
7341854;1;1;1;309,657410529901;MERCADOS SOLIDARIOS;2;450000
7341854;2;1;2;309,657410529901;MERCADOS SOLIDARIOS;2;450000
7341962;1;1;1;78,6409294124956;MERCADO DE ALIMENTOS NO PERECEDEROS;1;50000
7341965;1;1;1;48,6353538269822;MERCADO DE ALIMENTOS NO PERECEDEROS;1;80000
7341977;1;1;1;63,5218807550278;MERCADO DE ALIMENTOS NO PETECEDEROS;2;150000
7341983;1;1;1;40,2386676918912;MERCADO DE ALIMENTOS NO PERECEDEROS;1;90000
7341990;1;1;1;44,7372225271868;MERCADO DE ALIMENTOS NO PERECEDEROS;1;150000
7341993;1;1;1;64,5822815511294;PAE;2;150000
7341993;2;1;2;64,5822815511294;MERCADO DE ALIMENTOS NO PERECEDEROS;1;150000
7341997;1;1;1;60,6448557350249;MERCADO DE ALIMENTOS NO PERECEDEROS;1;60000
7341997;2;1;2;60,6448557350249;PAE;2;80000
7342013;1;1;1;33,6667607716699;MERCADO DE ALIMENTOS NO PERECEDEROS;1;120000
7342013;2;1;2;33,6667607716699;PAE;1;45000
7342017;1;1;1;47,852279630389;PAE;1;90000
7342017;2;1;2;47,852279630389;MERCADO DE ALIMENTOS NO PERECEDERO;1;30000
7342021;1;1;1;56,06357856441;PAE;2;100000
7342034;1;1;1;134,553345299361;DEVOLUCION DEL IVA;1;150000
7342038;1;1;1;128,696624639077;DEVOLUCION DEL IVA;1;150000
7342043;1;1;1;55,1338513099532;DEVOLUCION DEL IVA;1;225000
7342044;1;1;1;63,2631046851855;DEVOLUCION IVA;1;225000
7342045;1;1;1;51,7747331924239;DEVOLUCION IVA;1;150000
7342101;1;1;1;74,8944453499476;DEVOLUCION DEL IVA;1;225000
7342116;1;1;1;402,305807239896;GESTOR CULTURAL;1;480000
7342147;1;1;1;67,414507810813;AYUDA HUMANITARIA MERCADO;1;100000
7342159;1;1;1;216,765823865943;AYUDA HUMANITARIA COMIDA;1;70000
7342162;1;1;1;209,31352754584;AYUDA HUMANITARIA COMIDA;1;130000
7342166;1;1;1;51,7518122525204;AYUDA HUMANITARIA COMIDA;1;300000
7342167;1;1;1;55,5072130587981;AYUDA HUMANITARIA COMIDA;1;250000
7342172;1;1;1;53,4907833408947;AYUDA HUMANITARIA COMIDA;1;200000
7342175;1;1;1;53,4907833408947;AYUDA HUMANITARIA COMIDA;1;150000
7342181;1;1;1;63,8635544856593;AYUDA HUMANITARIA COMIDA;1;60000
7342186;1;1;1;61,5211767042395;AYUDA HUMANITARIA COMIDA;1;70000
7342189;1;1;1;43,9841576243285;AYUDA HUMANITARIA COMIDA;1;70000
7342262;1;1;1;1572,58923442587;MERCADO;1;150000
7342307;1;1;1;11,0372993446012;CANASTA RURAL TIPO A;2;600000
7342313;1;1;1;14,1031922188804;BONO ESCOLAR;1;360000
7342316;1;1;1;14,9120465478607;BONO ESCOLAR;1;300000
7342356;1;1;1;14,1031922188804;BONO LOCHERA ESCOLAR;1;250000
7342358;1;1;1;6,70875894186828;BONO LONCHERA;1;350000
7342361;1;1;1;4,05743930332499;BONO LONCHERA ESCOLAR;1;400000
7342362;1;1;1;9,50251919271647;BONO ESCOLAR;1;300000
7342364;1;1;1;8,3947778099706;BOGOTA SOLIDARIA;1;460000
7342420;1;1;1;59,7166595652785;GESTOR CULTURAL;1;480000
7342445;1;1;1;46,7359352404113;DEVOLUCION DEL IVA;1;225000
7342446;1;1;1;47,8779885232588;DEVOLUCION DEL IVA;1;225000
7342452;1;1;1;8,7532445275589;AYUDA HUMANITARIA;3;2100000
7342483;1;1;1;40,4331155687861;MERCADOS DE LA ALCALDIA MUNICIPAL;1;60000
7342492;1;1;1;33,2216366121482;ERRADICACION DE CULTIVOS ILICITOS;1;8000000
7342493;1;1;1;33,2216366121482;ERRADICACION DE CULTIVOS ILICITOS;1;8000000
7342501;1;1;1;67,6170053766403;ANGELES DE LA GUARDA;1;270000
7342833;1;1;1;133,644553082699;CAJA COMPENSACION COFREM;2;840000
7342846;1;1;1;105,306885581209;PRESIDENCIA;1;70000
7342920;1;1;1;63,9796278340386;MERCADO BOMBEROS;1;35000
7343082;1;2;1;259,282334361683;PAE;2;350000
7343219;1;1;1;43,1222047902253;MERCADO DE LA ALCALDIA;1;25000
7343221;1;1;1;26,3107092151195;MERCADO DE ALCALDIA;1;75000
7343224;1;1;1;36,1403912539465;MINIMERCADO;1;25000
7343243;1;1;1;122,581547628215;MERCADO DE LA IGLESIA;1;20000
7343451;1;1;1;28,2023227065318;DEVOLUCION DEL IVA;1;300000
7343454;1;1;1;23,6216499912506;MERCADOS DE LA ALCALDIA DE HERVEO;1;160000
7343458;1;1;1;37,7160254170905;MERCADOS DE LA ALCALDIA DE HERVEO;1;100000
7343461;1;1;1;57,2227911137041;MERCADOS ALCALDIA DE HERVEO;1;100000
7343663;1;1;1;31,1806224026935;DEVOLUCION DEL IVA;1;300000
7343769;1;1;1;29,561846392762;UNIDAD DE VICTIMAS;4;700000
7343944;1;1;1;93,5983280278649;DESPLAZAMIENTO;1;240000
7343992;1;1;1;725,63302709228;MERCADOS DEL PAE;1;40000
7343996;1;1;1;628,861820549212;MERCADOS DEL PAE;1;40000
7344002;1;1;1;634,361976025749;MERCADOS DEL PAE;3;225000
7344028;1;1;1;481,933498352988;MERCADOS DEL PAE;2;180000
7344034;1;1;1;362,149845277411;MERCADOS DEL PAE;1;80000
7344036;1;1;1;481,905042679518;MERCADOS DEL PAE;1;80000
7344036;2;1;2;481,905042679518;MERCADOS ICBF ENTORNO FAMILIAR;1;18000
7344139;1;1;1;163,616297856956;MERCADO SUMINISTRADO POR LA ALCALDIA;1;50000
7344145;1;1;1;162,108667017803;DESPLAZADO;1;400000
7344146;1;1;1;371,825662191319;DEVOLUCION DE IVA;1;225000
7344307;1;1;1;579,847694617112;DESPLAZADOS POR LA VIOLENCIA;1;780000
7344323;1;1;1;299,135108054894;DEVOLUCION DEL IVA;1;225000
7344614;1;1;1;8,59188912225691;AYUDA ALIMENTARIA;1;75000
7344619;1;1;1;11,4558521630092;PAE;2;120000
7344709;1;1;1;44,122605289378;IVA;1;500000
7344712;1;1;1;47,3159617265649;MUNICIPIO;1;80000
7344717;1;1;1;90,1228483173834;GOBERNACIO;1;50000
7344860;1;1;1;26,1780711288696;ATENCION PARA LA PRIMERA INFANCIA ICBF MERCADOS;3;900000
7344861;1;1;1;25,8999318677476;PROGRAMA AETOL;2;420000
7344866;1;1;1;20,1185196768876;ATENCION PARA LA PRIMERA INFANCIA ICBF MERCADO;2;2000000
7344871;1;1;1;26,0396606079132;PROGRAMA MODALIDAD FAMILIAR;1;420000
7344906;1;2;1;73,7222364512638;CONFACASAMARE;2;20000
7344973;1;1;1;236,443190010835;DEBULUCION DEL IVA;1;75000
7345122;1;1;1;155,450842903273;ALCALDIA DE ARMENIA;1;90000
7345239;1;1;1;42,3755984776959;DEVOLUCION DEL IVA;1;240000
7345413;1;1;1;5,503930791488;AYUDA GOBERNADOR;2;200000
7345485;1;1;1;13,5852787488116;DESPLAZAMIENTO;1;400000
7345520;1;1;1;295,104953694139;NO SABE;1;400000
7345536;1;1;1;528,909124194438;AYUDA HUMANITARIA DE LA ALCALDIA;1;100000
7345540;1;1;1;330,307814696313;JOVENES EN ACCION;1;1200000
7345553;1;1;1;401,745990541252;FUNDACION REY;1;150000
7345562;1;1;1;270,294882847884;IVA;1;225000
7345578;1;1;1;393,437722491489;DEVOLUCION DEL IVA;1;300000
7345585;1;1;1;332,495713771231;CONTROL Y DESARROLLO;1;2400000
7345590;1;1;1;337,615418975942;IVA;1;225000
7345609;1;1;1;81,8570537221809;FAMILIAS EN SU TIERRA;1;1400000
7345715;1;1;1;177,264519380326;IVA;1;225000
7345764;1;1;1;1691,67195387062;SUBSIDIO DE DESEMPLEO;1;642000
7345826;1;1;1;1691,67195387062;SUBSIDIO DESEMPLEO;1;1200000
7345831;1;1;1;1650,33415570567;MERCADO;1;70000
7345844;1;1;1;1675,014607192;MERCADO;1;110000
7345869;1;1;1;1240,08097964764;ALCALDIA DE BOGOTA;1;2000000
7345889;1;1;1;1108,71940552447;GRUPO SANTODOMINGO;1;143000
7346008;1;1;1;8,28481032079106;BONO ESCOLAR;2;400000
7346172;1;1;1;575,612250421342;SUBSIDIO AGUA;1;78000
7346173;1;1;1;689,804218444809;MERCADO;1;90000
7346175;1;1;1;99,9139509055451;MERCADO;1;60000
7346191;1;1;1;535,948377061484;MERCADO DE ALCALDIA;3;400000
7346384;1;1;1;95,1199333907123;MERCADO;1;100000
7346385;1;1;1;69,2132230459895;MERCADO ESCOLAR;2;100000
7346390;1;1;1;114,674948817646;MERCADO ESCOLAR;3;100000
7346394;1;1;1;86,4267608006729;MERCADO;1;100000
7346403;1;1;1;86,6724753674614;MERCADO ESCOLAR;1;50000
7346410;1;1;1;80,4847438480116;MERCADO POR PANDEMIA;1;70000
7346421;1;1;1;82,1106783643849;MERCADO;1;50000
7346430;1;1;1;71,7065270233926;MERCADO;1;50000
7346440;1;1;1;45,3280479037854;MERCADO;1;70000
7346443;1;1;1;57,1939457406027;MERCADO;2;100000
7346448;1;1;1;72,6442966056561;MERCADO;2;150000
7346459;1;1;1;31,0297004784912;MERCADO;1;50000
7346461;1;1;1;30,3621096032194;MERCADO;1;120000
7346505;1;1;1;36,7693255708008;MEJORAMIENTO DE VIVIENDA;1;3000000
7346519;1;1;1;138,597494550846;SER PILO PAGA;1;1400000
7346520;1;1;1;132,755999949183;JOVENES ACCION;1;1200000
7346637;1;1;1;58,0861459708172;BONO PENSIONAL DEL INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR;1;3360000
7346644;1;1;1;56,3511043820928;DEVOLUCION DEL IBA;1;150000
7346645;1;1;1;58,3622945686804;SUBSIDIO A GESTORES CULTURALES;1;280000
7346685;1;1;1;361,853167711708;DEVOLUCION DEL IVA;1;300000
7346848;1;1;1;20,0444603840776;DEVOLUCION DEL IVA;1;75000
7346903;1;1;1;13,3459400788995;DEVOLUCION DEL IVA;1;150000
7346936;1;1;1;68,266399200631;GOBERNACION;1;200000
7346950;1;1;1;368,581522439701;GRUPO FAMI;1;360000
7347006;1;1;1;59,1445242533423;AYUDA HUMANITARIA UAO;2;2238000
7347020;1;1;1;36,8056056258853;DEVOLUCCION DEL IVA;1;150000
7347131;1;1;1;290,090277806062;DEVOLUCION DEL IVA;1;150000
7347176;1;1;1;98,7925433443122;DE CERO A SIEMPRE;1;30000
7347212;1;1;1;69,4029593198564;AYUDA HUMANITARIA;1;700000
7347230;1;1;1;67,6245428048235;DESPLAZAMIENTO;1;1800000
7347305;1;1;1;259,850932335029;MERCADO ALCALDIA DE TURBO;1;200000
7347310;1;1;1;289,233802922065;MERCADOS ICBF ENTORNO FAMILIAR;1;150000
7347314;1;1;1;401,951675268587;MERCADOS DEL PAE;1;120000
7347320;1;1;1;461,252532361215;MERCADOS DEL PAE;1;100000
7347320;2;1;2;461,252532361215;MERCADOS DEL ICBF;1;200000
7347328;1;1;1;648,857277026746;MERCADO;1;30000
7347488;1;1;1;200,695101659684;MERCADO SUMINISTRADO POR LA ALCALDIA;1;100000
7347489;1;1;1;207,382127443573;DEVOLUCION DE IVA;1;250000
7347490;1;1;1;362,008719142325;DEVOLUCION DEL IVA;1;225000
7347493;1;1;1;215,648937809505;MERCADOS;1;100000
7347581;1;1;1;207,525766922214;IVA;1;220000
7347617;1;1;1;266,630012539448;IVA;1;150000
7347623;1;1;1;312,20126759193;IVA;1;150000
7347673;1;1;1;158,938581404607;DESPLAZADOS;1;1689000
7347677;1;1;1;135,139705889698;DESPLAZADOS;1;1200000
7347678;1;1;1;155,715700032501;SUBSIDIO DE DESPLAZADOS;1;1500000
7347681;1;1;1;151,867704050856;DESPLAZADOS;1;400000
7347694;1;1;1;86,6967173550219;DESPLAZADOS;1;1480000
7347696;1;1;1;101,199468806853;DESPLAZADOS;3;780000
7347700;1;1;1;109,534767074173;DESPLAZADOS;1;560000
7347721;1;1;1;115,802703953923;DEVOLUCION DE IVA;1;420000
7347754;1;1;1;165,143849920775;DESPLAZADOS;1;450000
7347762;1;1;1;136,40388606145;DESPLAZADOS;1;400000
7347765;1;1;1;111,156578209292;DESPLAZADOS;1;460000
7347771;1;1;1;150,475802378028;DEVOLUCION DEL IVA;1;160000
7347790;1;1;1;139,362939455721;DESPLAZADOS;1;1800000
7347797;1;1;1;186,208130034899;DESPLAZAMIENTO;1;400000
7347812;1;1;1;206,530121483881;DESPLAZADOS;1;1300000
7347817;1;1;1;253,253243570835;DESPLAZADOS;1;770000
7347818;1;1;1;208,281886162632;DESPLAZAMIENTO;1;200000
7347821;1;1;1;155,812520163358;DESPLAZADOS;2;1300000
7347835;1;1;1;101,502354459797;DESPLAZADOS;1;840000
7347837;1;1;1;132,388302365602;DESPLAZADO;4;800000
7347839;1;1;1;163,581782779255;DESPLAZADOS;1;730000
7347866;1;1;1;198,232819772568;DESPLAZADOS;1;410000
7347942;1;1;1;32,60440861291;CARITAS;1;1000000
7347942;2;1;2;32,60440861291;ONU;1;50000
7348078;1;1;1;17,8377362688364;IVA;2;470000
7348254;1;1;1;16,304513642004;PROGRAMA DE PREVENCION Y PROMOCION PYP BIENESTAR FAMILIAR;2;720000
7348307;1;1;1;5,16068388980804;MERCADOS;1;80000
7348308;1;1;1;7,07232429771608;AYUDA DE LOS MERCADOS;1;80000
7348310;1;1;1;8,96001898483932;AYUDAS DE MERCADOS;1;80000
7348397;1;1;1;55,4513344315945;IVA;1;525000
7348399;1;1;1;49,9483768561774;IVA;2;1050000
7348414;1;1;1;49,5552069663017;IVA;1;525000
7348502;1;1;1;58,366204031568;MERCADO;1;100000
7348539;1;1;1;244,27499070903;MADRE CABEZA DE HOGAR;1;420000
7348541;1;1;1;225,634523463215;JUSTO URRIC;2;3840000
7348574;1;1;1;121,867636180274;NO SABE;6;1200000
7348582;1;1;1;114,624670955999;DEBULUCION DEL IVA;1;75000
7348640;1;1;1;92,7465967339812;PAE;1;120000
7348640;2;1;2;92,7465967339812;FAMI FAMILIAR;1;140000
7348644;1;1;1;63,90804451383;2;1;1200000
7348647;1;1;1;41,8251599191382;JOVENES EN ACCION;1;1800000
7348648;1;1;1;50,6141823291543;CRUZ ROJA COLOMBIANA;1;800000
7348661;1;1;1;69,2143315496678;PAE;1;120000
7348667;1;1;1;63,8324863155459;PAE;1;200000
7348696;1;1;1;101,93756901914;DEVOLUCION DEL IVA;1;60000
7348968;1;1;1;15,4727469036957;CAJASAI;2;816000
7348978;1;1;1;21,3002422390496;MERCADOS PARA TODOS;1;330000
7349006;1;1;1;11,9444758729011;MERCADOS PARA TODOS;1;150000
7349016;1;1;1;15,8402079156456;CAJASAI;2;90000
7349041;1;1;1;10,1798882519605;MERCADOS PARA TODOS;1;150000
7349044;1;1;1;10,750028285611;MERCADOS PARA TODOS;1;130000
7349046;1;1;1;9,50007437194124;MERCADOS PARA TODOS;1;150000
7349115;1;1;1;90,8862830516971;MERCADOS SOLIDARIOS;1;200000
7349119;1;1;1;84,6927002643239;MERCADO SOLIDARIO;1;600000
7349121;1;1;1;165,356269634864;MERCADOS SOLIDARIOS;1;200000
7349125;1;1;1;111,905669266331;MERCADOS SOLIDARIOS;1;200000
7349173;1;1;1;228,111389265708;IVA;1;300000
7349176;1;1;1;144,581311163478;MADRE TITULAR;1;560000
7349190;1;1;1;79,3898814099396;IVA;1;750000
7349195;1;1;1;53,1805127409707;BONO SOLIDARIO;1;650000
7349389;1;1;1;31,4327107075112;DEVOLUCION DEL IVA;1;225000
7349488;1;1;1;71,517393516651;DEVOLUCION DEL IVA;1;375000
7349491;1;1;1;43,9436848350338;DEVOLUCION IVA;1;150000
7349495;1;1;1;84,6336050130438;DEVOLUCION DEL IVA;1;225000
7349504;1;1;1;74,6803958762559;DEVOLUCION DEL IVA;1;75000
7349508;1;1;1;66,0773259095249;DESPLAZADO;1;700000
7349511;1;1;1;68,1334334038543;DEVOLUCION IVA;1;225000
7349513;1;1;1;78,1036433619581;DEVOLUCION DEL IVA;1;150000
7349516;1;1;1;80,7842795423715;DEVOLUCION DEL IVA;1;225000
7349531;1;1;1;40,5919376041479;DEVOLUCION DEL IVA;1;225000
7349541;1;1;1;46,4166211919061;DEVOLUCION IVA;1;150000
7349542;1;1;1;40,8906935144027;DEVOLUCION DEL IVA;1;300000
7349546;1;1;1;34,5475134553247;DEVOLUCION IVA;1;225000
7349555;1;1;1;48,6695005703221;DEVOLUCION DEL IVA;1;225000
7349556;1;1;1;37,9725281021627;DEVOLUCION IVA;1;300000
7349557;1;1;1;45,8199078462645;DEVOLUCION DEL IVA;1;225000
7349565;1;1;1;52,106660422185;DEVOLUCION DEL IVA;1;225000
7349565;2;1;2;52,106660422185;SUBSIDIO DE DESPLAZADOS;1;790000
7349686;1;1;1;301,295523642324;IVA;1;450000
7349688;1;1;1;187,897196407931;IVA;1;150000
7349720;1;1;1;223,498373567079;AYUDA HUMANITARIA;1;150000
7349725;1;1;1;247,342941455411;AYUDA HUMANITARIA COMIDA;1;200000
7349729;1;1;1;75,2055072503704;AYUDA HUMANITARIA COMIDA;1;100000
7349733;1;1;1;55,1517471004558;AYUDA HUMANITARIA COMIDA;1;90000
7349739;1;1;1;63,6631292174941;AYUDA HUMANITARIA COMIDA;1;120000
7349747;1;1;1;60,2225993429922;AYUDA HUMANITARIA COMIDA;1;130000
7349751;1;1;1;72,575408738831;AYUDA HUMANITARIA COMIDA;1;100000
7349754;1;1;1;235,84369831022;AYUDA HUMANITARIA COMIDA;1;300000
7349818;1;1;1;106,956206177807;BANCO MUNDIAL DE ALIMENTOS;1;810000
7349905;1;1;1;118,536006419149;MERCADOS;1;80000
7349906;1;1;1;77,7912722134398;MERCADO;1;100000
7349921;1;1;1;40,9389047951797;MERCADO EN ESPECIE;1;200000
7349941;1;1;1;66,9657117359026;DEBOLUCION DEL IVA;1;140000
7349983;1;1;1;114,511353374288;IVA;1;525000
7350066;1;1;1;210,623048237363;AYUDA ALIMENTARIA DE LA ALCALDIA;1;70000
7350175;1;1;1;110,054456231148;DEVOLUCION DE IVA;1;150000
7350191;1;1;1;160,240241876637;DEVOLUCION DE IVA;1;300000
7350210;1;1;1;100,118025832233;DEVOLUCION DE IVA;1;150000
7350504;1;1;1;430,654328830574;SER PILO PAGA;1;2200000
7350653;1;1;1;154,192657018095;GESTION DE RIESGOS;1;100000
7350691;1;1;1;234,563221679062;DEVOLUCION DEL IVA;1;750000
7350739;1;1;1;285,279573089589;SUBSIDIO DE DESEMPLEO;1;1700000
7350907;1;1;1;113,905546814277;DEVOLUCION DEL IVA;1;150000
7350910;1;1;1;304,206978029768;DEVOLUCION DEL IVA;1;75000
7351040;1;1;1;224,777822747419;MERCADO SOLIDARIO;1;500000
7351200;1;1;1;191,467493993506;COMEDOR COMUNITARIO SAN JOSE;1;600000
7351208;1;1;1;191,467493993506;COMEDOR COMUNITARIO SAN JOSE;1;840000
7351291;1;1;1;20,1412615952562;AYUDA HUMANITARIA;1;35000
7351391;1;1;1;31,8033013256739;DEVOLUCCION DEL IVA;1;140000
7351509;1;1;1;660,935745221389;DESPLAZADOS;1;775000
7351809;1;1;1;279,341406123418;DESPLAZADO;1;450000
7351813;1;1;1;132,456123767931;DEVOLUCION IVA;1;225000
7351813;2;1;2;132,456123767931;DESPLAZADO;1;400000
7351817;1;1;1;170,859486091648;DEVOLUCION DEL IVA;1;200000
7351827;1;1;1;157,870621129179;DEVOLUCION DEL IVA;1;300000
7351834;1;1;1;151,787714330819;DEVOLUCION IVS;2;450000
7351913;1;1;1;171,377580578329;JOVENES EN ACCION;1;840000
7351925;1;1;1;706,207028660994;JOVENES EN ACCION;1;2000000
7352010;1;1;1;249,584466069848;DESPLAZADOS AYUDA HUMANITARIA;1;600000
7352013;1;1;1;366,211856372188;DEVOLUCION DEL IVA;1;225000
7352053;1;1;1;135,749448227701;BONO SOLIDARIO;1;100000
7352061;1;1;1;191,588122995187;COMFACAUCA;1;433200
7352233;1;1;1;68,5285418282144;DEVOLUCION DEL IVA;1;525000
7352234;1;1;1;76,5918031537928;PROGRAMA DE 1000 DIAS;1;120000
7352339;1;1;1;415,534808625094;DEVOLUCION DE IVA;1;225000
7352354;1;1;1;589,60335798391;PROGRAMA DE VICTIMAS;1;800000
7352359;1;1;1;339,669578918956;DEVOLUCION DE IVA;1;225000
7352365;1;1;1;344,784002813954;DEVOLUCION DEL IVA;1;70000
7352370;1;1;1;432,957561810641;DEVOLUCION DE IVA;1;225000
7352371;1;1;1;419,859898770144;DEVOLUCION DEL IVA;1;140000
7352375;1;1;1;328,326796343222;DEVOLUCION DE IVA;1;225000
7352400;1;1;1;42,9951317740333;MERCADO;1;80000
7352573;1;1;1;5,38650701518354;PAE;1;250000
7352986;1;1;1;60,3327885947644;ERRADICACION DE CULTIVOS ILICITOS;1;12000000
7353278;1;1;1;99,5352136298126;COMFACASANARE;1;160000
7353288;1;1;1;77,2467497542747;MERCADO;1;40000
7353307;1;1;1;73,7901382172195;MERCADOS;2;120000
7353369;1;1;1;15,9135893616986;CRUZ ROJA;1;8000
7353377;1;1;1;19,6869669531308;CRUZ ROJA;1;200000
7353397;1;1;1;42,5024223669613;MERCADOS;1;210000
7353420;2;1;2;447,856880093198;JOVENES EN ACCION;1;2650000
7353467;1;1;1;144,694139892783;EVOLUCION DEL IVA;1;225000
7353467;2;1;2;144,694139892783;4;1;960000
7353478;1;1;1;58,9106206274747;MERCICOR;2;3000000
7353682;1;1;1;109,483042489399;MERCADO DE ALIMENTOS NO PERECEDEROS;1;200000
7353686;1;1;1;118,163033016053;MERCADO DE ALIMENTOS NO PERECEDEROS ICBF;1;500000
7353686;2;1;2;118,163033016053;PAE;1;160000
7353694;1;1;1;143,376110345143;MERCADO DE ALIMENTOS NO PERECEDEROS;1;20000
7353696;1;1;1;141,834638478096;MERCADO DE ALIMENTOS NO PERECEDEROS;1;100000
7353707;1;1;1;169,283858323177;MERCADO DE ALIMENTOS NO PERECEDEROS DEL ICBF;1;160000
7353720;1;1;1;110,575388226967;MERCADO DE ALIMENTOS NO PERECEDEROS;1;80000
7353722;1;1;1;1351,24693289714;BONO ALIMENTICIO PARA ESTUDIANTES DEL DISTRITO;1;360000
7353861;1;1;1;6,6802567138325;BONO ESCOLAR;2;600000
7353971;1;1;1;122,805503698606;MERCADO POR PANDEMIA;1;60000
7353976;1;1;1;24,4339505088452;MERCADO;1;70000
7353978;1;1;1;25,9617713425774;MERCADO;1;200000
7353979;1;1;1;36,802311523698;MERCADO;1;200000
7353992;1;1;1;24,4339505088452;MERCADO;1;50000
7353996;1;1;1;48,4098543660021;MERCADO;1;150000
7354344;1;1;1;289,205810217975;JAVIER ENRIQUE OLASCUAGA;1;350000
7354581;1;1;1;9,17870413408573;BIENESTAR;1;99
7354737;1;1;1;7,26351306396392;CORMADES;1;1200000
7354740;1;1;1;7,26351306396392;YARAQUEISY;1;120000
7354741;1;1;1;7,26351306396392;PENIS;1;4000000
7354746;1;1;1;9,68468408528522;SEMILLAS;1;650000
7355009;1;1;1;478,06324274398;CRECIMIENTO Y DESARROLLO;1;960000
7355019;1;1;1;479,722722790006;CRECIMIENTO Y NUTRICION;1;948000
7355083;1;1;1;182,120742905955;PAGO DEL IVA;1;750000
7355288;1;1;1;15,6053380959202;MERCADOS PARA TODOS;1;100000
7355289;1;1;1;18,2396740744527;MERCADOS PARA TODOS;1;120000
7355315;1;3;1;158,184554981405;BONO;1;200000
7355335;2;1;2;230,16536091536;JOVENES EN ACCION;1;2312000
7355347;1;1;1;60,8351140291873;DEVOLUCION DEL IVA;1;375000
7355355;1;1;1;66,7698297073452;MERCADOS SOLIDARIO;2;800000
7355358;1;1;1;107,646023780648;MERCADO SOLIDARIO;1;400000
7355476;1;1;1;78,0310379225509;GENERACION E;1;400000
7355520;1;1;1;30,7302607492737;DEVOLUCION DEL IVA;1;250000
7355543;1;1;1;67,7976921595564;DEVOLUCION DEL IVA;1;300000
7355556;1;1;1;51,4883156716497;DEVOLUCION DEL IVA;1;300000
7355561;1;1;1;48,9695594556612;DEVOLUCION DEL IVA;1;300000
7355633;1;1;1;88,8618167400119;AYUDA HUMANITARIA COMIDA;1;200000
7355637;1;1;1;194,426861734773;AYUDA HUMANITARIA COMIDA;1;120000
7355640;1;1;1;228,156602741171;AYUDA HUMANITARIA COMIDA;1;120000
7355647;1;1;1;243,344382715827;AYUDA HUMANITARIA COMIDA;1;120000
7355652;1;1;1;272,465346312239;AYUDA HUMANITARIA COMIDA;1;80000
7355742;1;1;1;533,02318664329;SUBSIDIO AL DESEMPLEO;1;1200000
7355874;1;1;1;187,855489757515;MERCADO;1;100000
7355893;1;1;1;141,165717529157;MERCADO;1;50000
7355898;1;1;1;201,081739413787;MERCADO;1;60000
7355969;1;1;1;40,7706973370656;CENTRO VIDA;1;300000
7356042;1;1;1;35,8101057146202;DEVOLUCION DEL IVA;1;75000
7356053;1;1;1;105,832709059717;PROGRAMA DE MODALIDAD FAMILIAR;2;720000
7356057;1;1;1;105,832709059717;DEVOLUCION DEL IVA;1;150000
7356179;1;1;1;161,916215883752;MERCADO DE LA ALCALDIA;1;70000
7356182;1;1;1;257,914475118744;MERCADO DE LA ALCADIA;1;100000
7356184;1;1;1;154,164285705871;MERCADOS;1;140000
7356196;1;1;1;189,234955233109;MERCADOS DE LA ALCALDIA;2;100000
7356200;1;1;1;167,502321572952;MERCADO ALCALDIA;1;80000
7356321;1;1;1;154,03004189716;JOVENES EN ACCION;1;800000
7356400;1;1;1;26,8854006245507;DEVOLUCION DEL IVA;1;75000
7356447;1;1;1;29,4416411403578;AYUDA DE ECOPETROL;2;320000
7356451;1;1;1;58,6238431326867;CESANTES;1;580000
7356514;1;1;1;526,813414251478;MERCADO;1;100000
7356577;1;1;1;465,778568299091;BONO DE ECOPETROL;1;160000
7356588;1;1;1;386,220714958173;MERCADO DE LA ALCALDIA;1;100000
7356634;1;1;1;65,4394398034484;OCANA SIN HAMBRE;1;20000
7356690;1;1;1;286,910145112387;MERCADOS;1;360000
7356691;1;1;1;282,703622101359;ALCALDIA;1;30000
7356691;2;1;2;282,703622101359;PAE;1;200000
7356697;1;1;1;364,692395454788;ALCALDIA;1;30000
7356703;1;1;1;443,331848861609;MERCADOS;1;60000
7356706;1;1;1;364,692395454788;MERCADO;1;120000
7356713;1;1;1;363,27938873175;ALCALDIA;1;13000
7356720;1;1;1;350,967271166403;ALCALDIA;1;30000
7356720;2;1;2;350,967271166403;GOBERNACION;1;70000
7356721;1;1;1;251,96905178069;AYUDA DE LA GOBERNACION;1;100000
7356722;1;1;1;355,726571805082;MERCADO;1;200000
7356727;1;1;1;332,592900797835;GOBEENACION;1;60000
7356728;1;1;1;269,948781466857;MERCADOS;4;120000
7356741;1;1;1;130,726386536107;SUBSIDIO ALIMENTARIO DE LA ALCALDIA;1;3600000
