DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S4A2;P784S4A3;P784S4A4
7281634;1;1;1;15,3394902704463;MERCADOS PARA TODOS;1;80000
7281645;1;1;1;20,503076061998;MERCADOS PAR TODOS;1;80000
7281778;1;1;1;124,78313214085;DEVOLUCION DEL IVA;1;225000
7281804;1;1;1;120,257752185989;MERCADO SOLIDARIO;1;99
7281840;1;1;1;186,58193313898;NO SABE;1;160000
7281886;1;1;1;99,9748891258494;MERCADO SOLIDARIO;1;250000
7281935;1;1;1;84,5549711248859;DEVOLUCION IVA;1;300000
7282125;1;1;1;42,926669577563;DEVOLUCION DEL IVA;1;75000
7282145;1;1;1;52,3808322157713;DEVOLUCION DEL IVA;1;75000
7282154;1;1;1;63,3149748123189;DEVOLUCION DEL IVA;1;75000
7282165;1;1;1;48,880951025279;DEVOLUCION DEL IVA;1;75000
7282167;1;1;1;49,9967213635384;DEVOLUCION DEL IVA;1;75000
7282410;1;1;1;82,5275298109905;AYUDA HUMANITARIA COMIDA;1;150000
7282412;1;1;1;71,4922800467312;AYUDA HUMANITARIA COMIDA;1;60000
7282555;1;1;1;86,2775303197798;UNIDAD DE VICTIMAS;1;500000
7282562;1;1;1;5,27293514142558;DEVOLUCION DEL IVA;1;150000
7282569;1;1;1;20,7558425414159;DEVOLUCION DEL IVA;1;225000
7282580;1;1;1;39,8182335664853;DEVOLUCION DEL IVA;1;210000
7282583;1;1;1;29,863675174864;DEVOLUCION DEL IVA;1;150000
7282584;1;1;1;37,4863787604738;DEVOLUCION DEL IVA;1;150000
7282601;1;1;1;31,3008615285791;DEVOLUCION DEL IVA;1;140000
7282631;1;1;1;14,5240983992982;DEVOLUCION DEL IVA;1;150000
7282751;1;1;1;71,5449327559709;AYUDA AGROPECUARIA DEPARTAMENTAL;1;80000
7282757;1;1;1;68,2765519527209;MERCADO POR LA ALCALDIA;1;160000
7283036;1;1;1;405,584437616768;JOVENES EN ACCION;1;1000000
7283066;1;1;1;73,7546896772598;PAE;3;50000
7283102;1;1;1;107,158369636784;DEVOLUCION DEL IVA;1;300000
7283151;1;1;1;132,992628910653;PAE;1;48000
7283152;1;1;1;85,5681292999422;PAE;2;400000
7283161;1;1;1;163,524472590339;DESPLAZADO;1;200000
7283261;1;1;1;177,225280621363;DAVIVIENDA;1;25000
7283427;1;1;1;224,777822747419;ALCALDIA DE MANIZALES;2;100000
7283891;1;1;1;105,386045314157;DEVOLUCION DEL IVA;1;225000
7283992;1;1;1;156,294323777442;VICTIMA;1;500000
7284012;1;1;1;64,6412275283898;MADRE EN ACCION;1;99
7284028;1;1;1;63,2961211245311;VICTIMAS POR DESPLAZAMIENTO;1;900000
7284058;1;1;1;88,2208639312;FAMILIA EN ACCION;1;99
7284060;1;1;1;91,371395819235;DESPLAZAMIENTO;1;99
7284061;1;1;1;71,5958066739498;DESPLAZAMIENTO;1;99
7284083;1;1;1;31,6857574255522;MERCADOS;1;300000
7284090;1;1;1;39,6179264388583;MERCADOS;1;300000
7284091;1;1;1;63,6858102101704;MERCADOS;1;300000
7284097;1;1;1;57,9823185266712;MERCADOS;1;300000
7284106;1;1;1;58,9489173313228;MERCADO;1;300000
7284108;1;1;1;93,3571051695633;MERCADO;1;300000
7284111;1;1;1;135,566709722037;MERCADO;1;350000
7284112;1;1;1;77,3655453434613;MERCADO;1;300000
7284114;1;1;1;66,9564671176469;MERCADO;1;300000
7284129;1;1;1;93,9454602153949;NO SUMINISTRA INFORMACION;2;1320000
7284214;1;1;1;157,441403157787;AYUDA ALIMENTARIA;1;90000
7284220;1;1;1;133,39583984461;AYUDA ALIMENTARIA;5;90000
7284223;1;1;1;99,4318515344968;AYUDA ALIMENTARIA;1;30000
7284242;1;1;1;211,849126545234;SEGURIDAD ALIMENTARIA;1;80000
7284261;1;1;1;203,686558225439;MERCADO BIENESTAR FAMILIAR;1;250000
7284448;1;1;1;163,020663700554;JOVENES EN ACCION;1;1200000
7284851;1;1;1;7,03108060995946;RAPI GAS;1;30000
7285202;1;1;1;11,068739577191;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;150000
7285225;1;1;1;12,9639985414434;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;180000
7285232;1;1;1;14,1268257927391;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;180000
7285233;1;1;1;14,439440234152;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;200000
7285266;1;1;1;17,9214207752069;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA ALCALDIA;1;200000
7285267;1;1;1;12,8994929605344;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA ALCALDIA;1;150000
7285275;1;1;1;11,6812456459381;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA ALCALDIA;1;150000
7285332;1;1;1;30,0921911994619;PROGRAMA DE PREVENCION Y PROMOCION DE LA SALUD BIENESTAR FAMILIAR;1;360000
7285351;1;1;1;23,2011895829601;PROGRAMA DE PREVENCION Y PROMOCION DE SALUD BIENESTAR FAMILIAR;1;360000
7285372;1;2;1;5,60125102746828;SUBSIDIO DEL DESEMPLEADO;1;2100000
7285378;1;1;1;6,12870388085444;PROGRAMA DE PREVENCION Y PROMOCION DE LA SALUD BIENESTAR FAMILIAR;1;300000
7285645;1;1;1;119,693437430737;MERCADO DE PANDEMIA;1;30000
7285647;1;1;1;125,823920052495;MERCADO POR PANDEMIA;1;50000
7285698;1;1;1;135,338692358821;MERCADO;1;200000
7285705;1;1;1;112,72077487274;IVA;1;75000
7285747;1;1;1;32,2611278389445;DECOLORACION DEL IVA;1;225000
7285765;1;1;1;242,422518378611;JOVENES EN ACCION;1;800000
7285806;1;1;1;191,234703970813;MERCADO DE LA CRUZ RO;1;25000
7285884;1;1;1;1310,97062756096;AYUDA FAMILIAR;1;400000
7285985;1;1;1;485,804585617206;MERCADOS;1;50000
7285986;1;1;1;472,636871896446;MERCADOS;1;50000
7286021;1;1;1;365,468609122626;MERCADOS;1;50000
7286139;1;1;1;34,693665818395;AYUDA A MOTOTAXI;1;200000
7286462;1;1;1;583,770375893367;SUBSIDIO SOLIDARIO;1;640000
7286552;1;1;1;73,6700386477569;CONSEJO NORUEGO;1;600000
7286579;1;1;1;32,040169237122;DEVOLUCION DEL IVA;1;321000
7286593;1;1;1;43,745636836567;DEVOLUCION DEL IVA;1;75000
7286600;1;1;1;11,3480998789011;DEVOLUCION DEL IVA;1;210000
7286620;1;1;1;29,09343958312;MERCADO POR ALCALDIA;1;60000
7286661;1;1;1;38,2433005262935;INDEMNIZACION AYUDA HUMANITARIA;1;5900000
7286869;1;1;1;118,096789727198;OCANA SIN AMBRE;1;30000
7286874;1;1;1;192,963263142067;OCANA SIN AMBRE;1;160000
7286887;1;1;1;194,406585890383;OCANA SIN HAMBRE;1;50000
7286902;1;1;1;194,00569673844;CONFLICTO ARMADO;1;1400000
7286931;1;1;1;177,225280621363;IVA;1;180000
7286943;1;1;1;149,773375032906;MERCADO 0 SIEMPRE;1;800000
7286944;1;1;1;145,515725420342;CERO A SIEMPRE;2;1500000
7286945;1;1;1;43,447155856447;AYUDA GOBERNACION DEL TOLIMA;1;120000
7286951;1;1;1;73,3223118207177;AYUDA GOBERNACION;1;50000
7286952;1;1;1;85,9687482076563;ALCALDIA;1;80000
7286958;1;1;1;76,5916115313959;PAI;1;50000
7286961;1;1;1;85,9687482076563;IBAGUE VIBRA;1;100000
7286963;1;1;1;60,3006145722604;ONG;1;50000
7286969;1;1;1;63,357943381208;ALCALDIA;1;130000
7286970;1;1;1;52,9168988934386;AYUDAS DE LA GOBERNACION;1;60000
7286971;1;1;1;82,5669789514811;ALCALDIA;1;100000
7286971;2;1;2;82,5669789514811;GOBWRNACION;1;110000
7286974;1;1;1;66,8641596471336;AYUDAS DE GOBERNACION;1;60000
7286975;1;1;1;60,3006145722604;ALCALDIA;1;30000
7286977;1;1;1;64,2835068864457;AYUDA ALIMENTOS ALCALDIA;1;80000
7286981;1;1;1;43,447155856447;LOS OLIVOS;1;35000
7286981;2;1;2;43,447155856447;ALCALDIA;1;60000
7286982;1;1;1;57,8253547128616;ALCALDIA;1;120000
7286986;1;1;1;100,266324169353;ALCALDIA;1;80000
7286989;1;1;1;92,7423786352637;ALCALDIA;1;50000
7286993;1;1;1;120,261639281135;ALCALDIA;1;100000
7286995;1;1;1;123,255393646473;AKCALDIA;1;106000
7287005;1;1;1;120,100255045688;AYUDA ALIMENTARIA;1;25000
7287007;1;1;1;89,8054901723673;DEVOLUCION DEL IVA;1;150000
7287144;1;1;1;104,351819234929;MERCADO EN LA PANDEMIA;1;150000
7287271;2;1;2;1099,29209457722;SUBSIDIO DE VIVIENDA MUNICIPAL;1;5500000
7287318;1;1;1;433,771800822946;UNIDAD DE VICTIMAS;1;800000
7287325;1;1;1;468,251103887256;AYUDAS ALIMENTARIAS;1;50000
7295896;1;1;1;49,2077743252228;COLOMBIA ESTA CONTIGO;1;180000
7295904;1;1;1;93,6431845427624;NO SABE;1;80000
7295905;1;1;1;120,371368428444;COLOMBIA ESTA CONTIGO;1;80000
7295909;1;1;1;67,9571589728734;NO SABE;1;60000
7295912;1;1;1;97,2737226619167;MIL DIAZ;1;60000
7295920;1;1;1;123,330098546915;INCENTIVO;1;840000
7295920;1;2;1;123,330098546915;MADRE FAMI;1;60000
7295987;1;1;1;66,8926806003159;ALCALDIA DE URUMITA;1;70000
7295987;2;1;2;66,8926806003159;ALCALDIA DE URUMITA;1;70000
7295987;3;1;3;66,8926806003159;ALCALDIA DE URUMITA;1;70000
7295999;1;1;1;47,7776166898751;DEVOLUCION DEL IVA;1;225000
7296000;1;1;1;75,7624349564022;ALCALDIA DE URUMITA;1;30000
7296000;2;1;2;75,7624349564022;ALCALDIA DE URUMITA;1;50000
7296003;1;1;1;62,4045121039993;ALCALDIA DE URUMITA;1;80000
7296018;1;1;1;68,3126082520277;ALCALDIA DE URUMITA;1;50000
7296019;1;1;1;65,795400860869;ALCALDIA DE URUMITA;1;70000
7296019;2;1;2;65,795400860869;ALCALDIA DE URUMITA;1;50000
7296129;1;1;1;346,842031259663;DEVOLUCCION DEL IVA;1;225000
7296283;1;1;1;257,544019785643;EJERCITO NACIONAL;1;30000
7296284;1;1;1;246,431915116374;APOYO ALIMENTICIO EN EL MARCO DEL COVID 19 POR LA ALCALDIA;1;150000
7296284;2;1;2;246,431915116374;APOYO ALIMENTICIO POR LA CURIA;1;150000
7296360;1;1;1;149,064572839725;AYUDA HUMANITARIA COMIDA;1;120000
7296362;1;1;1;128,319521890774;AYUDA HUMANITARIA COMIDA;1;180000
7296364;1;1;1;146,574776390882;AYUDA HUMANITARIA COMIDA;1;130000
7296365;1;1;1;125,570138771791;AYUDA HUMANITARIA COMIDA;1;120000
7296366;1;1;1;113,980242217938;AYUDA HUMANITARIA COMIDA;1;150000
7296368;1;1;1;146,67104169328;AYUDA HUMANITARIA COMIDA;1;120000
7296372;1;1;1;122,930106858986;AYUDA HUMANITARIA COMIDA;1;150000
7296382;1;1;1;139,99423127011;AYUDA HUMANITARIA COMIDA;1;150000
7296386;1;1;1;108,698544965463;AYUDA HUMANITARIA COMIDA;1;150000
7296947;1;1;1;120,83057846499;MERCADO;1;100000
7296949;1;1;1;103,718340021488;MERCADOS;3;200000
7296952;1;1;1;101,433360718376;MERCADOS;2;150000
7296954;1;1;1;97,6997960821736;MERCADO;1;150000
7296955;1;1;1;125,451971097942;MERCADOS;1;150000
7296959;1;1;1;156,629772253108;MERCADO;1;50000
7297009;1;1;1;68,2765519527209;AYUDA HUMANITARIA;1;60000
7297080;1;1;1;85,9260520342352;DEVOLUCION DEL IVA;1;150000
7297345;1;1;1;322,187741223488;DEVOLUCION DEL IVA;1;300000
7297347;1;1;1;190,885313194957;ALCALDIA DE CONVENCION;1;50000
7297353;1;1;1;319,744083497537;DEVOLUCION DEL IVA;1;300000
7297475;1;1;1;16,3414532294233;SUBSIDIO AL ARTISTA;1;320000
7298030;1;1;1;223,415220146754;AYUDAS COVID;1;160000
7298120;1;1;1;171,894081888907;IVA;1;75000
7298268;1;1;1;130,380430867143;DEVOLUCION DEL IVA;1;375000
7298274;1;1;1;118,266628182132;1;1;960000
7298528;1;1;1;172,046616248421;DEVOLUCION DEL IVA;1;375000
7298568;1;1;1;272,613224627559;BIENESTAR FAMILIAR;1;80000
7298628;1;1;1;240,456061833925;MERCADO;1;70000
7298633;1;1;1;297,238489615761;MERCADO;1;100000
7298651;1;1;1;255,508776941554;MERCADO;1;60000
7298804;1;1;1;3,24876577200697;CRUZ ROJA NACIONAL;1;257000
7321430;1;1;1;419,130973390055;MERCADOS;1;50000
7321437;1;1;1;470,041832029759;MERCADOS;1;50000
7321448;1;1;1;438,295199811898;MERCADOS;1;50000
7321463;1;1;1;503,735756193554;MERCADO;2;100000
7321468;1;1;1;414,397617805228;MERCADOS;1;50000
7321566;2;1;2;371,435717641474;JOVENES EN ACCION;1;1128000
7321612;1;1;1;36,235894689475;DEVOLUCION DEL IVA;1;140000
7321716;1;1;1;231,821141198715;PROGRAMA MUNDIAL DE ALIMENTOS;1;1000000
7321857;1;1;1;11,6525812360712;MERCADOS PARA TODOS;1;200000
7321858;1;1;1;11,9444758729011;MERCADOS PARA TODOS;1;300000
7321860;1;1;1;15,1046204507209;MERCADOS PARA TODOS;1;300000
7321866;1;1;1;12,6771895630062;MERCADOS PARA TODOS;1;250000
7321941;1;1;1;300,324200297514;DEVOLUCION DEL IVA;1;300000
7321953;1;1;1;347,735585866272;MERCADO SOLIDARIO;1;200000
7321977;1;1;1;174,808275742858;MERCADO SOLIDARIO;1;200000
7321998;1;1;1;166,137363107218;DEVOLUCION DEL IVA;1;300000
7322004;1;1;1;85,6319576228613;DEVOLUCION DEL IVA;1;580000
7322013;1;1;1;221,503156850904;DEACUWNTO SR IA;1;300000
7322026;1;1;1;140,250574715662;DEVOLUCION DEL IVA;1;300000
7322069;1;1;1;216,735448159954;IVA;1;300000
7322072;1;1;1;201,460122169636;JOVENES EN ACCION;1;1400000
7322314;1;1;1;34,5428074666529;DEVOLUCION DEL IVA;1;225000
7322320;1;1;1;42,9367688845607;DEVOLUCION DEL IVA;1;225000
7322323;1;1;1;195,136129908003;DEVOLUCION DEL IVA;1;225000
7322331;1;1;1;38,7368803964661;DESCUENTO DE IVA;1;300000
7322335;1;1;1;31,9960996703031;AYUDA EN MERCADO DONADO POR GOBIERNO MUNICIPAL;1;200000
7322383;1;1;1;62,6928233357305;AYUDA HUMANITARIA COMIDA;1;80000
7322386;1;1;1;60,82223525285;AYUDA HUMANITARIA COMIDA;1;80000
7322390;1;1;1;74,9027312004011;AYUDA HUMANITARIA COMIDA;1;100000
7322393;1;1;1;65,5948843189502;AYUDA HUMANITARIA COMIDA;1;100000
7322393;2;1;2;65,5948843189502;AYUDA HUMANITARIA ONG;5;740000
7322396;1;1;1;35,7630541467928;AYUDA HUMANITARIA COMIDA;1;150000
7322406;1;1;1;61,3681821163174;AYUDA HUMANITARIA COMIDA;1;100000
7322408;1;1;1;61,3681821163174;AYUDA HUMANITARIA COMIDA;1;120000
7322505;1;1;1;1753,24959408014;MERCADO DE LA ALCALDIA;1;100000
7322543;1;1;1;14,7766562417673;CANASTA CAMPESINA;7;100000
7322549;1;1;1;13,3444072208508;BONO ESCOLAR;1;250000
7322596;1;1;1;5,10556708061113;99;2;2760000
7322598;1;1;1;15,4348173237227;CRECIENDO EN FAMILIA EN LA RULARIDAD;1;1440000
7322750;1;1;1;204,942749246777;AUXILIO SOLIDARIO;1;640000
7322763;1;1;1;106,845963028567;SUBSIDIO SOLIDARIO EN ESPECIE;1;120000
7322840;1;1;1;180,841335191483;MERCADO;1;640000
7323045;1;1;1;123,575739479183;MERCADO;1;80000
7323047;1;1;1;166,493000139713;MERCADO POR PANDEMIA;1;90000
7323048;1;1;1;123,575739479183;MERCADO;1;80000
7323050;1;1;1;108,792768100097;MERCADO ESCOLAR;1;160000
7323052;1;1;1;119,693437430737;MERCADO DE PANDEMIA;1;70000
7323052;2;1;2;119,693437430737;DEVOLUCION DE IVA;1;240000
7323056;1;1;1;123,575739479183;MERCADO POR PANDEMIA;1;80000
7323058;1;1;1;71,3380566701501;MERCADO;1;80000
7323068;1;1;1;108,460423125176;MERCADO POR PANDEMIA;1;40000
7323069;1;1;1;141,178372466509;MERCADO;2;160000
7323073;1;1;1;81,4368795265083;MERCADO;1;80000
7323080;1;1;1;103,846607949693;MERCADO ESCOLAR;2;160000
7323087;1;1;1;120,254845751894;MERCADO POR PANDEMIA;1;200000
7323089;1;1;1;45,6219306493487;MERCADO ESCOLAR;2;160000
7323092;1;1;1;111,878576304146;DEVOLUCION IVA;1;236000
7323093;1;1;1;98,2348659946607;MERCADO;1;22000
7323096;1;1;1;78,6405070130082;DEVOCION DEL IVQ;1;70000
7323099;1;1;1;72,1951708031207;DESPLAZADOS;1;4800000
7323176;1;1;1;97,8754207525235;GOBIERNO;1;50000
7323411;1;1;1;88,1616362233612;FAMILIAS;1;140000
7323420;1;1;1;101,541266591272;DEVOLUCION DEL IVA;1;21000
7323497;1;1;1;114,21300691684;INTEGRACION SOCIAL;1;80000
7323508;1;1;1;93,352038529546;IVA;1;450000
7323573;1;1;1;279,004163383764;GENERACION E;1;1400000
7323683;1;1;1;186,532341630444;DEVOLUCION DEL IVA;1;150000
7323721;1;1;1;208,698843870418;PAE;2;160000
7323725;1;1;1;381,939914791706;JOVENES EN ACCION;1;1600000
7323771;1;1;1;22,8359169246159;ALCALDIA DE CUCUTA;1;360000
7323775;1;1;1;190,885313194957;ALCALDIA DE CONVENCION;1;150000
7323804;1;1;1;122,689330304127;DEVOLUVION DEL IVA;1;300000
7323854;1;1;1;70,5180950928145;EL PAE;1;120000
7323867;1;1;1;61,8383526283546;PAE;2;120000
7323871;1;1;1;55,3928257391503;PAE;2;400000
7323887;1;1;1;155,100187839253;MERCADOS DE LA GOBERNACION ION;1;100000
7323981;1;1;1;84,1517042489841;DEVOLUCION IVA;1;225000
7323994;1;1;1;90,3174219361185;DEVOLUCION IVA;1;150000
7324006;1;1;1;26,6995784102529;DESEMPLEO COMFENALCO;1;1750000
7324045;1;1;1;229,840297450576;MERCADOS GOBERNACION FEL TOLIMA;1;200000
7324047;1;1;1;226,898972761495;BONO SOLIDARIO GOBIERNO;1;850000
7324095;1;1;1;58,7854841608547;IVA;1;225000
7324113;1;1;1;126,957477095371;DEVOLUCION DEL IVA;1;75000
7324157;1;1;1;79,980432488547;BONO SOLIDARIO ALCALDIA DE BOGOTA;1;140000
7324170;1;1;1;188,800720201818;DEVOLUCION DE IVA;1;225000
7324180;1;1;1;88,1988314020124;DEVOLUCION IVA;1;150000
7324448;1;1;1;406,49713860826;DE LA AL ALCALDIA;1;30000
7324479;1;1;1;230,969535815946;DOVOLUCION DEL IVA;1;150000
7324598;1;1;1;203,168656849491;MERCADOS DEL ICBF;1;200000
7324598;2;1;2;203,168656849491;MERCADOS DEL PAE;1;100000
7324622;1;1;1;131,83536234513;MERCADOS DEL ICBF;1;200000
7324628;1;1;1;158,373828789045;MERCADOS DEL PAE;1;150000
7324632;1;1;1;162,40188612005;MERCADOS DEL PAE;1;100000
7324642;1;1;1;151,317867301279;MERCADOS DEL PAE;2;200000
7324925;1;1;1;63,6425432781011;VICTIMAS DESPLAZADOS;1;800000
7324927;1;1;1;51,4052904140613;AYUDA POR DESPLAZAMIENTO;1;500000
7324931;1;1;1;80,2548171807434;DESPLAZAMIENTO;2;700000
7324940;1;1;1;83,4421629513345;IVA;1;450000
7324975;1;1;1;77,1112695816977;VICTIMAS DESPLAZADOS;2;820000
7324981;1;1;1;46,7531028891871;DESPLAZAMIENTO;1;900000
7325064;1;1;1;120,44525245505;JOVENES EN ACCION;1;2400000
7325210;1;1;1;95,361459917748;VILLA RICA MAYOR;1;400000
7325218;1;1;1;117,123004541513;ALCALDIA MUNICIPAL;1;60000
7325233;1;1;1;156,157983306572;ALCALDIA MUNICIPAL COVID 19;1;50000
7325402;1;1;1;7,03108060995946;BIENESTAR FAMILIAR;1;200000
7325536;1;1;1;8,00909592892261;IVA;1;100000
7325544;1;1;1;22,9678146469483;DEVOLUCION DEL IVA;1;75000
7325643;1;1;1;27,0735318656693;PENIS;1;2000000
7325810;1;1;1;12,4171989705426;UNIDAD DE VICTIMAS;1;800000
7325811;1;1;1;9,16261670943956;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;200000
7325816;1;1;1;12,7626413684293;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;200000
7325817;1;1;1;13,5852787488116;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;80000
7325818;1;1;1;15,793152154477;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;90000
7325819;1;1;1;7,82493311528284;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID19 POR MEDIO DE LA GOBERNACION DEL GUAVIARE;4;200000
7325830;1;1;1;12,5441812698995;AYUDAS EN ESPECIE  POR LA PANDEMIA  DEL COVID 19 POR PARTE DE LA GOBERNACION;1;200000
7325840;1;1;1;14,1268257927391;AYUDA ALIMENTARIA POR LA PANDEMIA DEL COVID19 POR PARTE DE LA GOBERNACION DEL GUAVIARE;3;200000
7325845;1;1;1;9,93734556784631;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;180000
7325872;1;1;1;12,628741082328;AYUDA EN ESPECIE POR LA PANDEMIA DEL COVID 19 POR PARTE DE LA GOBERNACION;1;200000
7326125;1;1;1;48,5172677983678;PROCESO DE PAZ;1;9360000
7326159;1;1;1;48,1707588362272;AYUDA HUMANITARIA;1;6000000
7326171;1;1;1;5,60125102746828;DE CERO A SIEMPRE;1;80000
7326266;1;1;1;91,9450188878191;COMFACASANARE;1;1746000
7326348;1;1;1;76,7565659938217;MERCADO;1;250000
7326559;1;1;1;109,100993804324;HERNANDEZ CHEVERRIA;1;190000
7326561;1;1;1;115,987282013851;DEVOLUCION DEL IVA;1;375000
7326645;1;1;1;105,654014241828;AYUDA HUMANITARIA ALIMENTO;1;75000
7326647;1;1;1;102,667254214645;AYUDA ALIMENTARIA ENFAMI;8;480000
7326815;1;1;1;119,855690857842;MERCADO DE ALIMENTOS NO PERECEDEROS;1;100000
7326818;1;1;1;68,4700326396962;MERCADO DE ALIMENTOS NO PERECEDEROS;1;500000
7326819;1;1;1;49,0855836787756;COMPLEMENTO DEL ICBF;1;90000
7326825;1;1;1;49,7546756519534;PAE;2;100000
7326827;1;1;1;57,272823408928;MERCADO DE ALIMENTOS NO PERECEDEROS;1;30000
7326831;1;1;1;43,6566870229518;MERCADO DE ALIMENTOS DE NO PERECEDEROS;1;80000
7326832;1;1;1;52,4094458832221;PAE;2;60000
7326832;2;1;2;52,4094458832221;COMPLEMENTO DEL ICBF;1;150000
7326833;1;1;1;98,8448787754208;MERCADO DE ALIMENTOS NO PERECEDEROS;1;30000
7326837;1;1;1;89,3974146005947;PAE;1;90000
7326840;1;1;1;88,1989806874024;1 MERCADO DE ALIMENTOS NO PERECEDEROS;1;40000
7326840;2;1;2;88,1989806874024;PAE;4;280000
7326842;1;1;1;100,24618975669;MERCADO DE ALIMENTOS NO PERECEDEROS;1;50000
7326847;1;1;1;94,0816420749029;IVA;1;225000
7326856;1;1;1;109,465514898407;MERCADO DE ALIMENTOS NO PERECEDEROS;1;50000
7326859;1;1;1;84,3125046598603;MERCADO DE ALIMENTOS NO PERECEDEROS;1;90000
7326863;1;1;1;65,9541501051691;DEVOLUCION DEL IVA;1;75000
7327031;1;1;1;5,27293514142558;DEVOLUCION DEL IVA;1;150000
7327120;1;1;1;96,320219028629;MERCADO ESCOLAR;2;160000
7327123;1;1;1;85,7375927274643;1;2;74000
7327137;1;1;1;118,536006419149;MERCADO;1;80000
7327139;1;1;1;104,995202652729;MERCADO;1;150000
7327141;1;1;1;147,701611589675;MERCADO;1;80000
7327143;1;1;1;101,208803840675;MERCADOS;1;50000
7327146;1;1;1;134,382337816255;MERCADO;1;300000
7327154;1;1;1;153,611165895369;COMPLEMENTO ESTUDIANTIL;1;50000
7327159;1;1;1;119,99180608848;MERCADO;1;100000
7327167;1;1;1;83,9228243373008;GOBERNACION DEL HUILA;1;80000
7327177;1;1;1;100,030790048653;JOVENES DE ACCION;1;800000
7327183;1;1;1;77,4911357938698;JOVENES EN ACCION;1;2000000
7327560;1;1;1;86,5970705870202;BONO SOLIDARIO;1;720000
7327888;1;1;1;5,24475393426954;AYUDAS HUMANITARIAS;1;80000
7327888;2;1;2;5,24475393426954;AYUDAS HUMANITARIAS;1;80000
7328095;1;1;1;167,566892562185;IVA;1;525000
7328115;1;1;1;10,7836470665609;IVA;1;504000
7328123;1;1;1;12,3174804568242;IVA;1;525000
7328145;1;1;1;13,2895840258226;IVA;1;525000
7328151;1;1;1;22,9302589221329;IVA;1;525000
7328242;1;1;1;426,887454372528;GOBERNACION;1;75000
7328263;1;1;1;500,664671926664;DEVOLUCION DEL IVA;1;80000
7328377;1;1;1;174,785902863519;UNIDAD PARA LAS VICTIMAS DEL DESPLASAMIENTO;1;800000
7328616;1;1;1;264,518120600499;MERCADO;1;200000
7328670;1;1;1;109,465514898407;MERCADO DE ALIMENTOS NO PERECEDEROS;1;120000
7328673;1;1;1;112,055786854763;IVA;1;525000
7328674;1;1;1;73,9567019381874;MERCADO DE ALIMENTOS NO PERECEDEROS;1;60000
7328680;1;1;1;80,9520494546779;PAE;2;80000
7328688;1;1;1;80,6313640026741;MERCADO DE ALIMENTOS NO PERECEDEROS;1;30000
7328691;1;1;1;82,7398083890258;PAE;3;170000
7328694;1;1;1;44,3764443334303;MERCADO DE ALIMENTOS NO PERECEDEROS;1;100000
7328702;1;1;1;45,5206393339637;PAE;1;30000
7328702;2;1;2;45,5206393339637;MERCADO DE ALIMENTOS NO PERECEDEROS;1;60000
7328704;1;1;1;40,2386676918912;MERCADO DE ALIMENTOS NO PERECEDEROS;1;30000
7328716;1;1;1;58,3903815530405;DEVOLUCION DEL IVA;1;150000
7328741;1;1;1;71,3080642474458;DEVOLUCION DEL IVA;1;225000
7328745;1;1;1;44,6937975748054;DEVOLUCION DEL IVA;1;150000
7328750;1;1;1;53,7229455265066;DEVOLUCION DEL IVA;1;225000
7328754;1;1;1;53,5766990559845;DEVOLUCION IVA;1;215000
7328755;1;1;1;63,5299081927724;DEVOLUCION DEL IVA;1;225000
7328762;1;1;1;53,5766990559845;DEVOLUCION IVA;2;450000
7328841;1;1;1;58,9545117294526;AYUDA HUMANITARIA COMIDA;1;120000
7328847;1;1;1;134,354155358911;AYUDA HUMANITARIA COMIDA;1;120000
7328849;1;1;1;91,8515305752074;AYUDA HUMANITARIA COMIDA;1;90000
7328852;1;1;1;102,347827979438;AYUDA HUMANITARIA COMIDA;1;120000
7328858;1;1;1;61,7084293019285;AYUDA HUMANITARIA COMIDA;1;120000
7328862;1;1;1;63,6243690922739;AYUDA HUMANITARIA COMIDA;1;100000
7328865;1;1;1;91,119099366086;AYUDA HUMANITARIA COMIDA;1;130000
7328878;1;1;1;72,5768864436453;AYUDA HUMANITARIA COMIDA;1;120000
7328970;1;1;1;1552,9025053739;SUBSIDIO DISCAPACIDAD SITP;1;175000
