"P6040","DIRECTORIO","SECUENCIA_ENCUESTA","id","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19"
63,7335738,1,"7335738-1",96514,NA,NA,31287,31003,89584,78406,305796,31287,96514,31287,89584,3014,31287,NA
80,7335742,1,"7335742-1",96532,NA,NA,31291,31007,89600,78420,305824,31291,96532,31291,89600,NA,31291,NA
76,7335743,1,"7335743-1",96533,NA,NA,31292,31008,89601,78421,305831,31292,96533,31292,89601,NA,31292,NA
72,7335744,1,"7335744-1",96534,NA,NA,31293,31009,89602,78422,305841,31293,96534,31293,89602,NA,31293,NA
69,7335744,2,"7335744-2",96535,NA,NA,NA,NA,89603,78423,305842,NA,96535,NA,89603,NA,NA,NA
73,7335746,1,"7335746-1",96541,NA,NA,31295,31011,89608,78428,305855,31295,96541,31295,89608,NA,31295,NA
64,7335751,1,"7335751-1",96557,NA,NA,31299,31015,89623,78440,305890,31299,96557,31299,89623,3016,31299,NA
76,7335753,1,"7335753-1",96564,NA,NA,31301,31017,89630,78446,305917,31301,96564,31301,89630,NA,31301,NA
61,7335755,1,"7335755-1",96571,NA,NA,31303,31019,89637,78451,305937,31303,96571,31303,89637,NA,31303,NA
74,7335759,1,"7335759-1",96594,NA,NA,31307,31023,89658,78467,305986,31307,96594,31307,89658,NA,31307,NA
67,7335760,1,"7335760-1",96597,NA,NA,31308,31024,89661,78470,305998,31308,96597,31308,89661,NA,31308,NA
75,7335769,1,"7335769-1",96630,NA,NA,31316,31032,89689,78495,306066,31316,96630,31316,89689,NA,31316,NA
65,7335771,5,"7335771-5",96646,NA,NA,NA,NA,89704,78509,NA,NA,96646,NA,89704,NA,NA,NA
71,7335781,1,"7335781-1",96675,NA,NA,31325,31041,89730,78531,306144,31325,96675,31325,89730,NA,31325,NA
68,7335781,2,"7335781-2",96676,NA,NA,NA,NA,89731,78532,306145,NA,96676,NA,89731,NA,NA,NA
67,7335782,1,"7335782-1",96678,NA,NA,31326,31042,89733,78534,306151,31326,96678,31326,89733,NA,31326,NA
96,7335785,3,"7335785-3",96695,NA,NA,NA,NA,89749,78547,306169,NA,96695,NA,89749,NA,NA,NA
86,7335785,4,"7335785-4",96696,NA,NA,NA,NA,89750,78548,306170,NA,96696,NA,89750,NA,NA,NA
63,7335787,1,"7335787-1",96702,NA,NA,31331,31047,89755,78552,306177,31331,96702,31331,89755,NA,31331,NA
64,7335787,2,"7335787-2",96703,NA,NA,NA,NA,89756,78553,306178,NA,96703,NA,89756,NA,NA,NA
79,7335794,5,"7335794-5",96730,NA,NA,NA,NA,89781,78575,306259,NA,96730,NA,89781,NA,NA,NA
83,7335798,1,"7335798-1",96739,NA,NA,31340,31056,89790,78584,306297,31340,96739,31340,89790,NA,31340,NA
63,7335801,1,"7335801-1",96747,NA,NA,31342,31058,89798,78591,306326,31342,96747,31342,89798,NA,31342,NA
65,7335804,1,"7335804-1",96763,NA,NA,31345,31061,89813,78604,306341,31345,96763,31345,89813,NA,31345,NA
78,7335806,2,"7335806-2",96766,NA,NA,NA,NA,89816,78607,306361,NA,96766,NA,89816,NA,NA,NA
79,7335807,1,"7335807-1",96769,NA,8357,31347,31063,89819,78610,306373,31347,96769,31347,89819,NA,31347,NA
60,7335817,2,"7335817-2",96791,NA,NA,NA,NA,89837,78625,306430,NA,96791,NA,89837,NA,NA,NA
62,7335820,1,"7335820-1",96805,NA,NA,31356,31072,89847,78631,306465,31356,96805,31356,89847,NA,31356,NA
67,7335820,2,"7335820-2",96806,NA,NA,NA,NA,89848,78632,306466,NA,96806,NA,89848,NA,NA,NA
64,7335823,1,"7335823-1",96812,NA,NA,31358,31074,89854,78638,306483,31358,96812,31358,89854,NA,31358,NA
84,7335824,1,"7335824-1",96813,NA,NA,31359,31075,89855,78639,306489,31359,96813,31359,89855,NA,31359,NA
70,7335825,1,"7335825-1",96814,NA,NA,31360,31076,89856,78640,306495,31360,96814,31360,89856,NA,31360,NA
85,7335831,1,"7335831-1",96838,NA,NA,31366,31082,89876,78657,306571,31366,96838,31366,89876,NA,31366,NA
75,7335831,2,"7335831-2",96839,NA,NA,NA,NA,89877,78658,306572,NA,96839,NA,89877,NA,NA,NA
60,7335832,1,"7335832-1",96840,NA,NA,31367,31083,89878,78659,306576,31367,96840,31367,89878,NA,31367,NA
63,7335838,4,"7335838-4",96847,NA,NA,NA,NA,89885,78665,306617,NA,96847,NA,89885,NA,NA,NA
60,7335840,1,"7335840-1",96848,NA,NA,31372,31088,89886,78666,306621,31372,96848,31372,89886,NA,31372,NA
71,7335852,1,"7335852-1",96869,NA,NA,31380,31096,89904,78681,306695,31380,96869,31380,89904,NA,31380,NA
67,7335868,4,"7335868-4",96919,NA,NA,NA,NA,89944,78716,306837,NA,96919,NA,89944,NA,NA,NA
63,7335868,5,"7335868-5",96920,NA,NA,NA,NA,89945,78717,306838,NA,96920,NA,89945,NA,NA,NA
78,7335880,1,"7335880-1",96954,NA,8372,31402,31117,89973,78743,306972,31402,96954,31402,89973,NA,31402,NA
70,7335882,1,"7335882-1",96969,NA,NA,31404,31119,89985,78754,306999,31404,96969,31404,89985,NA,31404,NA
67,7335906,1,"7335906-1",97031,NA,8382,31424,31139,90044,78801,307204,31424,97031,31424,90044,NA,31424,NA
63,7335911,1,"7335911-1",97046,NA,NA,31428,31143,90056,78812,307216,31428,97046,31428,90056,NA,31428,NA
71,7335919,1,"7335919-1",97058,971,NA,31431,31146,90066,78821,307234,31431,97058,31431,90066,NA,31431,NA
60,7335928,1,"7335928-1",97080,NA,NA,31438,31153,90087,78838,307307,31438,97080,31438,90087,NA,31438,NA
63,7335948,1,"7335948-1",97121,NA,8386,31451,31166,90124,78868,307429,31451,97121,31451,90124,NA,31451,NA
69,7335948,2,"7335948-2",97122,NA,NA,NA,NA,90125,78869,307430,NA,97122,NA,90125,NA,NA,NA
64,7335953,2,"7335953-2",97133,NA,NA,NA,NA,90136,78877,307466,NA,97133,NA,90136,NA,NA,NA
63,7335955,1,"7335955-1",97138,NA,NA,31456,31171,90141,78881,307493,31456,97138,31456,90141,NA,31456,NA
72,7335957,1,"7335957-1",97142,NA,NA,31458,31173,90145,78885,307514,31458,97142,31458,90145,NA,31458,NA
78,7335961,1,"7335961-1",97160,NA,NA,31462,31177,90161,78900,307561,31462,97160,31462,90161,NA,31462,NA
67,7335961,2,"7335961-2",97161,NA,NA,NA,NA,90162,78901,307562,NA,97161,NA,90162,NA,NA,NA
80,7335962,1,"7335962-1",97162,NA,NA,31463,31178,90163,78902,307573,31463,97162,31463,90163,NA,31463,NA
61,7335975,1,"7335975-1",97191,NA,NA,31472,31187,90187,78920,307667,31472,97191,31472,90187,NA,31472,NA
60,7335979,1,"7335979-1",97205,NA,NA,31476,31191,90199,78931,307721,31476,97205,31476,90199,NA,31476,NA
67,7335985,1,"7335985-1",97214,NA,NA,31480,31195,90208,78939,307755,31480,97214,31480,90208,NA,31480,NA
80,7335989,1,"7335989-1",97227,NA,NA,31483,31198,90220,78949,307795,31483,97227,31483,90220,NA,31483,NA
75,7335989,2,"7335989-2",97228,NA,NA,NA,NA,90221,78950,307796,NA,97228,NA,90221,NA,NA,NA
74,7335989,3,"7335989-3",97229,NA,NA,NA,NA,90222,78951,307797,NA,97229,NA,90222,NA,NA,NA
60,7336000,1,"7336000-1",97256,NA,NA,31493,31208,90245,78973,307900,31493,97256,31493,90245,NA,31493,NA
60,7336015,4,"7336015-4",97298,NA,NA,NA,NA,90283,79007,308057,NA,97298,NA,90283,NA,NA,NA
64,7336038,1,"7336038-1",97351,NA,NA,31527,31242,90332,79049,308239,31527,97351,31527,90332,NA,31527,NA
69,7336040,1,"7336040-1",97354,NA,NA,31529,31244,90335,79052,308242,31529,97354,31529,90335,NA,31529,NA
74,7336045,1,"7336045-1",97366,NA,8416,31534,31249,90345,79061,308257,31534,97366,31534,90345,3032,31534,NA
77,7336045,12,"7336045-12",97377,NA,NA,NA,NA,90355,79069,NA,NA,97377,NA,90355,NA,NA,NA
66,7336046,1,"7336046-1",97378,NA,NA,31535,31250,90356,79070,308258,31535,97378,31535,90356,NA,31535,NA
66,7336049,1,"7336049-1",97383,NA,NA,31537,31252,90361,79075,308275,31537,97383,31537,90361,NA,31537,NA
76,7336050,1,"7336050-1",97386,NA,NA,31538,31253,90364,79078,308291,31538,97386,31538,90364,NA,31538,NA
69,7336051,1,"7336051-1",97387,NA,NA,31539,31254,90365,79079,308294,31539,97387,31539,90365,NA,31539,NA
69,7336051,2,"7336051-2",97388,NA,NA,NA,NA,90366,79080,308295,NA,97388,NA,90366,NA,NA,NA
75,7336054,1,"7336054-1",97392,NA,NA,31541,31256,90370,79084,308311,31541,97392,31541,90370,NA,31541,NA
65,7336054,2,"7336054-2",97393,NA,NA,NA,NA,90371,79085,308312,NA,97393,NA,90371,NA,NA,NA
60,7336055,1,"7336055-1",97395,NA,NA,31542,31257,90373,79086,308328,31542,97395,31542,90373,NA,31542,NA
72,7336057,1,"7336057-1",97398,NA,NA,31544,31259,90376,79089,NA,31544,97398,31544,90376,NA,31544,NA
81,7336057,2,"7336057-2",97399,NA,NA,NA,NA,90377,79090,NA,NA,97399,NA,90377,NA,NA,NA
61,7336066,1,"7336066-1",97422,NA,NA,31553,31268,90399,79109,308428,31553,97422,31553,90399,NA,31553,NA
72,7336068,1,"7336068-1",97425,NA,NA,31555,31270,90402,79112,308448,31555,97425,31555,90402,NA,31555,NA
60,7336069,1,"7336069-1",97429,NA,NA,31556,31271,90406,79116,308462,31556,97429,31556,90406,NA,31556,NA
70,7336071,1,"7336071-1",97434,NA,NA,31558,31273,90411,79121,NA,31558,97434,31558,90411,NA,31558,NA
79,7336074,1,"7336074-1",97444,NA,NA,31561,31276,90420,79130,308500,31561,97444,31561,90420,NA,31561,NA
67,7336080,1,"7336080-1",97459,NA,NA,31567,31282,90434,79140,308575,31567,97459,31567,90434,NA,31567,NA
62,7336081,1,"7336081-1",97461,NA,NA,31568,31283,90436,79142,308586,31568,97461,31568,90436,NA,31568,NA
83,7336081,2,"7336081-2",97462,NA,NA,NA,NA,90437,79143,308587,NA,97462,NA,90437,NA,NA,NA
78,7336082,1,"7336082-1",97463,NA,NA,31569,31284,90438,79144,308595,31569,97463,31569,90438,NA,31569,NA
71,7336085,1,"7336085-1",97467,NA,NA,31572,31287,90442,79147,308611,31572,97467,31572,90442,3034,31572,NA
60,7336087,1,"7336087-1",97473,NA,NA,31574,31289,90447,79152,308632,31574,97473,31574,90447,NA,31574,NA
60,7336087,2,"7336087-2",97474,NA,NA,NA,NA,90448,79153,308633,NA,97474,NA,90448,NA,NA,NA
65,7336107,1,"7336107-1",97524,NA,NA,31591,31306,90492,79191,308746,31591,97524,31591,90492,NA,31591,NA
73,7336112,4,"7336112-4",97540,NA,NA,NA,NA,90507,79204,NA,NA,97540,NA,90507,NA,NA,NA
72,7336131,1,"7336131-1",97600,NA,NA,31613,31328,90561,79247,308888,31613,97600,31613,90561,NA,31613,NA
60,7336136,1,"7336136-1",97613,NA,NA,31618,31333,90572,79255,308922,31618,97613,31618,90572,NA,31618,NA
72,7336137,1,"7336137-1",97616,NA,NA,31619,31334,90575,79258,308927,31619,97616,31619,90575,NA,31619,NA
69,7336155,1,"7336155-1",97678,NA,NA,31637,31352,90630,79299,309018,31637,97678,31637,90630,NA,31637,NA
68,7336155,2,"7336155-2",97679,NA,NA,NA,NA,90631,79300,309019,NA,97679,NA,90631,NA,NA,NA
62,7336165,1,"7336165-1",97712,NA,NA,31647,31362,90660,79327,309092,31647,97712,31647,90660,NA,31647,NA
64,7336168,1,"7336168-1",97719,NA,NA,31649,31364,90666,79332,309107,31649,97719,31649,90666,NA,31649,NA
84,7336168,2,"7336168-2",97720,NA,NA,NA,NA,90667,79333,309108,NA,97720,NA,90667,NA,NA,NA
73,7336169,1,"7336169-1",97721,NA,NA,31650,31365,90668,79334,309119,31650,97721,31650,90668,NA,31650,NA
66,7336172,1,"7336172-1",97725,NA,NA,31653,31368,90672,79338,309146,31653,97725,31653,90672,NA,31653,NA
66,7336174,1,"7336174-1",97728,NA,NA,31655,31370,90675,79341,309169,31655,97728,31655,90675,NA,31655,NA
73,7336176,1,"7336176-1",97734,NA,NA,31657,31372,90680,79346,309186,31657,97734,31657,90680,NA,31657,NA
71,7336180,1,"7336180-1",97741,NA,NA,31660,31375,90687,79352,309223,31660,97741,31660,90687,NA,31660,NA
69,7336183,1,"7336183-1",97752,NA,8447,31663,31378,90696,79360,309255,31663,97752,31663,90696,NA,31663,NA
77,7336189,1,"7336189-1",97768,NA,NA,31668,31383,90711,79372,309302,31668,97768,31668,90711,NA,31668,NA
88,7336194,1,"7336194-1",97780,NA,NA,31672,31387,90723,79382,309336,31672,97780,31672,90723,NA,31672,NA
87,7336195,1,"7336195-1",97781,NA,NA,31673,31388,90724,79383,309346,31673,97781,31673,90724,NA,31673,NA
65,7336195,2,"7336195-2",97782,NA,NA,NA,NA,90725,79384,309347,NA,97782,NA,90725,NA,NA,NA
62,7336196,1,"7336196-1",97783,NA,NA,31674,31389,90726,79385,309357,31674,97783,31674,90726,NA,31674,NA
60,7336197,1,"7336197-1",97788,NA,NA,31675,31390,90731,79389,309371,31675,97788,31675,90731,NA,31675,NA
63,7336206,1,"7336206-1",97810,NA,NA,31683,31398,90751,79405,309484,31683,97810,31683,90751,NA,31683,NA
64,7336206,2,"7336206-2",97811,NA,NA,NA,NA,90752,79406,309485,NA,97811,NA,90752,NA,NA,NA
63,7336210,1,"7336210-1",97824,NA,NA,31687,31402,90763,79414,309542,31687,97824,31687,90763,NA,31687,NA
67,7336210,2,"7336210-2",97825,NA,NA,NA,NA,90764,79415,309543,NA,97825,NA,90764,NA,NA,NA
77,7336216,1,"7336216-1",97845,NA,NA,31693,31408,90782,79429,309651,31693,97845,31693,90782,NA,31693,NA
65,7336219,1,"7336219-1",97861,NA,8467,31696,31411,90796,79439,309697,31696,97861,31696,90796,NA,31696,NA
63,7336219,2,"7336219-2",97862,NA,8468,NA,NA,90797,79440,309698,NA,97862,NA,90797,NA,NA,NA
63,7336225,1,"7336225-1",97883,NA,8470,31702,31417,90814,79453,309792,31702,97883,31702,90814,NA,31702,NA
74,7336229,1,"7336229-1",97894,NA,NA,31705,31420,90823,79462,309836,31705,97894,31705,90823,NA,31705,NA
67,7336229,2,"7336229-2",97895,NA,NA,NA,NA,90824,79463,309837,NA,97895,NA,90824,NA,NA,NA
77,7336231,1,"7336231-1",97900,NA,NA,31707,31422,90829,79468,309864,31707,97900,31707,90829,NA,31707,NA
68,7336231,2,"7336231-2",97901,NA,NA,NA,NA,90830,79469,309865,NA,97901,NA,90830,NA,NA,NA
93,7336235,2,"7336235-2",97915,NA,NA,NA,NA,90842,79478,309918,NA,97915,NA,90842,NA,NA,NA
71,7336238,1,"7336238-1",97921,NA,NA,31713,31428,90847,79482,309949,31713,97921,31713,90847,NA,31713,NA
68,7336238,2,"7336238-2",97922,NA,NA,NA,NA,90848,79483,309950,NA,97922,NA,90848,NA,NA,NA
69,7336249,1,"7336249-1",97957,NA,NA,31722,31437,90879,79508,310053,31722,97957,31722,90879,NA,31722,NA
61,7336259,1,"7336259-1",97960,NA,NA,31724,31439,90882,79511,310078,31724,97960,31724,90882,NA,31724,NA
60,7336259,2,"7336259-2",97961,NA,NA,NA,NA,90883,79512,310079,NA,97961,NA,90883,NA,NA,NA
61,7336264,1,"7336264-1",97968,NA,NA,31727,31442,90889,79517,310116,31727,97968,31727,90889,NA,31727,NA
60,7336279,2,"7336279-2",97983,NA,NA,NA,NA,90904,79530,310211,NA,97983,NA,90904,NA,NA,NA
77,7336286,1,"7336286-1",98008,NA,NA,31740,31455,90928,79549,310299,31740,98008,31740,90928,NA,31740,NA
77,7336286,2,"7336286-2",98009,NA,NA,NA,NA,90929,79550,310300,NA,98009,NA,90929,NA,NA,NA
71,7336289,1,"7336289-1",98016,NA,NA,31743,31458,90935,79556,310341,31743,98016,31743,90935,NA,31743,NA
71,7336289,2,"7336289-2",98017,NA,NA,NA,NA,90936,79557,310342,NA,98017,NA,90936,NA,NA,NA
77,7336290,1,"7336290-1",98018,NA,NA,31744,31459,90937,79558,310351,31744,98018,31744,90937,NA,31744,NA
79,7336293,1,"7336293-1",98026,NA,NA,31747,31462,90945,79566,310384,31747,98026,31747,90945,NA,31747,NA
66,7336294,8,"7336294-8",98035,NA,NA,NA,NA,90953,79573,310402,NA,98035,NA,90953,NA,NA,NA
87,7336299,1,"7336299-1",98052,NA,NA,31753,31468,90966,79583,310460,31753,98052,31753,90966,NA,31753,NA
70,7336305,1,"7336305-1",98063,NA,NA,31757,31472,90976,79593,310501,31757,98063,31757,90976,NA,31757,NA
65,7336305,2,"7336305-2",98064,NA,NA,NA,NA,90977,79594,310502,NA,98064,NA,90977,NA,NA,NA
67,7336306,1,"7336306-1",98065,NA,NA,31758,31473,90978,79595,310516,31758,98065,31758,90978,NA,31758,NA
92,7336316,4,"7336316-4",98088,NA,NA,NA,NA,91000,79614,310595,NA,98088,NA,91000,NA,NA,NA
68,7336318,1,"7336318-1",98092,NA,NA,31766,31481,91004,79618,310615,31766,98092,31766,91004,NA,31766,NA
66,7336334,1,"7336334-1",98137,NA,NA,31778,31493,91046,79651,310775,31778,98137,31778,91046,NA,31778,NA
72,7336336,1,"7336336-1",98146,NA,NA,31780,31495,91055,79658,310800,31780,98146,31780,91055,NA,31780,NA
68,7336345,1,"7336345-1",98154,NA,NA,31783,31498,91063,79666,310843,31783,98154,31783,91063,NA,31783,NA
83,7336348,1,"7336348-1",98163,NA,NA,31786,31501,91072,79674,310894,31786,98163,31786,91072,NA,31786,NA
71,7336349,2,"7336349-2",98167,NA,NA,NA,NA,91076,79678,310911,NA,98167,NA,91076,NA,NA,NA
87,7336350,1,"7336350-1",98170,981,NA,31788,31503,91079,79681,310918,31788,98170,31788,91079,NA,31788,NA
71,7336350,2,"7336350-2",98171,NA,NA,NA,NA,91080,79682,310919,NA,98171,NA,91080,NA,NA,NA
62,7336353,1,"7336353-1",98178,NA,NA,31790,31505,91087,79689,310944,31790,98178,31790,91087,NA,31790,NA
65,7336355,1,"7336355-1",98183,NA,NA,31792,31507,91092,79694,310969,31792,98183,31792,91092,NA,31792,NA
62,7336361,6,"7336361-6",98209,NA,NA,NA,NA,91117,79715,311042,NA,98209,NA,91117,NA,NA,NA
83,7336362,5,"7336362-5",98218,NA,NA,NA,NA,91126,79723,311056,NA,98218,NA,91126,NA,NA,NA
64,7336366,1,"7336366-1",98232,NA,NA,31802,31517,91136,79731,311120,31802,98232,31802,91136,3038,31802,NA
64,7336366,2,"7336366-2",98233,NA,NA,NA,NA,91137,79732,311121,NA,98233,NA,91137,3039,NA,NA
65,7336368,1,"7336368-1",98238,NA,NA,31804,31519,91142,79737,311147,31804,98238,31804,91142,NA,31804,NA
61,7336372,1,"7336372-1",98249,NA,NA,31808,31523,91153,79746,311199,31808,98249,31808,91153,NA,31808,NA
82,7336372,3,"7336372-3",98251,NA,NA,NA,NA,91155,79748,311201,NA,98251,NA,91155,NA,NA,NA
60,7336373,1,"7336373-1",98253,NA,NA,31809,31524,91157,79750,311212,31809,98253,31809,91157,NA,31809,NA
72,7336374,1,"7336374-1",98254,NA,NA,31810,31525,91158,79751,311231,31810,98254,31810,91158,3040,31810,NA
67,7336374,2,"7336374-2",98255,NA,NA,NA,NA,91159,79752,311232,NA,98255,NA,91159,3041,NA,NA
60,7336383,1,"7336383-1",98273,NA,NA,31819,31534,91177,79769,311357,31819,98273,31819,91177,NA,31819,NA
69,7336388,1,"7336388-1",98282,NA,NA,31824,31539,91186,79778,311443,31824,98282,31824,91186,NA,31824,NA
67,7336391,1,"7336391-1",98291,NA,NA,31827,31542,91195,79786,311499,31827,98291,31827,91195,3042,31827,NA
62,7336391,2,"7336391-2",98292,NA,NA,NA,NA,91196,79787,311500,NA,98292,NA,91196,3043,NA,NA
64,7336392,1,"7336392-1",98294,NA,NA,31828,31543,91198,79789,311512,31828,98294,31828,91198,NA,31828,NA
67,7336393,1,"7336393-1",98297,NA,NA,31829,31544,91201,79792,311518,31829,98297,31829,91201,NA,31829,NA
70,7336393,2,"7336393-2",98298,NA,NA,NA,NA,91202,79793,311519,NA,98298,NA,91202,NA,NA,NA
60,7336395,1,"7336395-1",98305,NA,NA,31831,31546,91209,79799,311541,31831,98305,31831,91209,NA,31831,NA
63,7336399,3,"7336399-3",98316,NA,NA,NA,NA,91218,79808,311576,NA,98316,NA,91218,NA,NA,NA
63,7336404,1,"7336404-1",98327,NA,NA,31839,31554,91229,79816,311638,31839,98327,31839,91229,NA,31839,NA
60,7336404,5,"7336404-5",98331,NA,NA,NA,NA,91233,79820,311642,NA,98331,NA,91233,NA,NA,NA
67,7336408,1,"7336408-1",98337,NA,NA,31843,31558,91238,79825,311691,31843,98337,31843,91238,3046,31843,NA
62,7336408,2,"7336408-2",98338,NA,NA,NA,NA,91239,79826,311692,NA,98338,NA,91239,3047,NA,NA
68,7336413,1,"7336413-1",98352,NA,NA,31848,31563,91253,79838,311746,31848,98352,31848,91253,NA,31848,NA
73,7336415,1,"7336415-1",98358,NA,NA,31850,31565,91259,79843,311777,31850,98358,31850,91259,3050,31850,NA
72,7336415,2,"7336415-2",98359,NA,NA,NA,NA,91260,79844,311778,NA,98359,NA,91260,3051,NA,NA
67,7336416,1,"7336416-1",98360,NA,NA,31851,31566,91261,79845,311788,31851,98360,31851,91261,NA,31851,NA
69,7336417,1,"7336417-1",98361,NA,NA,31852,31567,91262,79846,311798,31852,98361,31852,91262,NA,31852,NA
68,7336418,1,"7336418-1",98364,NA,NA,31853,31568,91265,79849,311815,31853,98364,31853,91265,3052,31853,NA
65,7336418,2,"7336418-2",98365,NA,NA,NA,NA,91266,79850,311816,NA,98365,NA,91266,3053,NA,NA
79,7336420,1,"7336420-1",98368,NA,NA,31855,31570,91269,79853,311842,31855,98368,31855,91269,NA,31855,NA
77,7336425,1,"7336425-1",98381,NA,NA,31859,31574,91281,79864,311894,31859,98381,31859,91281,3054,31859,NA
74,7336425,2,"7336425-2",98382,NA,NA,NA,NA,91282,79865,311895,NA,98382,NA,91282,3055,NA,NA
90,7336428,1,"7336428-1",98390,NA,NA,31862,31577,91289,79872,311932,31862,98390,31862,91289,NA,31862,NA
86,7336428,2,"7336428-2",98391,NA,NA,NA,NA,91290,79873,311933,NA,98391,NA,91290,NA,NA,NA
77,7336429,1,"7336429-1",98393,NA,NA,31863,31578,91292,79875,311944,31863,98393,31863,91292,NA,31863,NA
82,7336430,1,"7336430-1",98394,NA,NA,31864,31579,91293,79876,311956,31864,98394,31864,91293,NA,31864,NA
89,7336430,2,"7336430-2",98395,NA,NA,NA,NA,91294,79877,311957,NA,98395,NA,91294,NA,NA,NA
78,7336431,1,"7336431-1",98400,NA,NA,31865,31580,91299,79882,311969,31865,98400,31865,91299,3056,31865,NA
63,7336431,2,"7336431-2",98401,NA,NA,NA,NA,91300,79883,311970,NA,98401,NA,91300,3057,NA,NA
62,7336442,1,"7336442-1",98424,NA,NA,31876,31591,91321,79900,312089,31876,98424,31876,91321,NA,31876,NA
60,7336442,2,"7336442-2",98425,NA,NA,NA,NA,91322,79901,312090,NA,98425,NA,91322,NA,NA,NA
67,7336443,1,"7336443-1",98427,NA,NA,31877,31592,91324,79903,312103,31877,98427,31877,91324,NA,31877,NA
90,7336445,4,"7336445-4",98437,NA,NA,NA,NA,91332,79910,312133,NA,98437,NA,91332,NA,NA,NA
68,7336447,1,"7336447-1",98442,NA,NA,31881,31596,91337,79915,312152,31881,98442,31881,91337,NA,31881,NA
84,7336456,1,"7336456-1",98468,984,NA,31890,31605,91363,79936,312270,31890,98468,31890,91363,NA,31890,NA
74,7336456,2,"7336456-2",98469,NA,NA,NA,NA,91364,79937,312271,NA,98469,NA,91364,NA,NA,NA
82,7336461,1,"7336461-1",98482,NA,NA,31895,31610,91377,79949,312328,31895,98482,31895,91377,NA,31895,NA
77,7336461,2,"7336461-2",98483,NA,NA,NA,NA,91378,79950,312329,NA,98483,NA,91378,NA,NA,NA
67,7336463,1,"7336463-1",98488,NA,NA,31897,31612,91383,79952,312346,31897,98488,31897,91383,NA,31897,NA
70,7336463,2,"7336463-2",98489,NA,NA,NA,NA,91384,79953,312347,NA,98489,NA,91384,NA,NA,NA
75,7336464,1,"7336464-1",98490,NA,NA,31898,31613,91385,79954,312357,31898,98490,31898,91385,NA,31898,NA
65,7336466,1,"7336466-1",98493,NA,NA,31900,31615,91388,79957,312373,31900,98493,31900,91388,NA,31900,NA
74,7336470,1,"7336470-1",98508,NA,NA,31904,31619,91401,79965,312411,31904,98508,31904,91401,NA,31904,NA
66,7336470,2,"7336470-2",98509,NA,NA,NA,NA,91402,79966,312412,NA,98509,NA,91402,NA,NA,NA
66,7336473,1,"7336473-1",98515,NA,NA,31907,31622,91408,79972,312441,31907,98515,31907,91408,NA,31907,NA
63,7336473,2,"7336473-2",98516,NA,NA,NA,NA,91409,79973,312442,NA,98516,NA,91409,NA,NA,NA
77,7336475,1,"7336475-1",98521,NA,NA,31909,31624,91413,79977,312460,31909,98521,31909,91413,NA,31909,NA
72,7336475,2,"7336475-2",98522,NA,NA,NA,NA,91414,79978,312461,NA,98522,NA,91414,NA,NA,NA
79,7336476,1,"7336476-1",98527,NA,NA,31910,31625,91418,79982,312466,31910,98527,31910,91418,NA,31910,NA
81,7336477,1,"7336477-1",98528,NA,NA,31911,31626,91419,79983,312472,31911,98528,31911,91419,NA,31911,NA
78,7336478,3,"7336478-3",98531,NA,NA,NA,NA,91422,79986,NA,NA,98531,NA,91422,NA,NA,NA
75,7336479,1,"7336479-1",98532,NA,NA,31913,31628,91423,79987,312484,31913,98532,31913,91423,NA,31913,NA
71,7336479,2,"7336479-2",98533,NA,NA,NA,NA,91424,79988,312485,NA,98533,NA,91424,NA,NA,NA
61,7336481,1,"7336481-1",98538,NA,NA,31915,31630,91429,79993,312509,31915,98538,31915,91429,NA,31915,NA
69,7336483,1,"7336483-1",98543,NA,NA,31917,31632,91434,79997,312519,31917,98543,31917,91434,NA,31917,NA
77,7336484,1,"7336484-1",98545,NA,NA,31918,31633,91436,79999,312531,31918,98545,31918,91436,NA,31918,NA
66,7336485,1,"7336485-1",98546,NA,NA,31919,31634,91437,80000,312532,31919,98546,31919,91437,NA,31919,NA
83,7336488,1,"7336488-1",98551,NA,NA,31922,31637,91442,80005,312559,31922,98551,31922,91442,NA,31922,NA
75,7336491,1,"7336491-1",98554,NA,NA,31925,31640,91445,80008,312579,31925,98554,31925,91445,NA,31925,NA
80,7336492,1,"7336492-1",98556,NA,NA,31926,31641,91447,80010,312591,31926,98556,31926,91447,NA,31926,NA
